N,X,Y
7747,481712.98531,4963797.48993
7750,481717.47736,4984444.04691
7751,481726.2598,4963739.68804
7752,481763.46541,4967653.11352
7753,481764.90133,4981182.36162
7754,481794.99657,4977241.99984
7755,481797.38647,4983147.7505
7757,481836.42125,4983321.71467
7758,481837.11188,4981624.28598
7759,481838.68745,4981346.5616
7761,481844.89315,4967671.76717
7762,481844.97446,4956782.14658
7764,481873.0845,4953186.52341
7765,481873.36471,4978840.32431
7766,481889.73577,4979051.3442
7767,481904.40223,4983282.08532
7768,481922.62086,4961319.70963
7770,481932.51436,4980514.24757
7772,481965.74164,4975658.41453
7773,481978.64164,4981213.97072
7775,481994.05104,4983156.30218
7776,481995.73771,4967652.45763
7777,481997.07487,4979081.03471
7778,481999.67141,4971585.99677
7779,482023.07092,4976263.78834
7781,482032.13251,4967671.24016
7782,482037.65043,4974851.83292
7783,482062.77693,4971564.71347
7785,482075.6464,4976161.44082
7786,482076.16515,4996811.74004
7787,482069.56072,4983298.83811
7791,482085.41467,4995907.43684
7792,482086.56247,4977242.28769
7793,482134.27587,4980258.17858
7796,482092.844,4980048.33877
7798,482097.04355,4980421.58173
7800,482100.73229,4982019.68178
7803,482108.38946,4978840.77328
7805,482110.65574,4981622.40331
7810,482108.56957,4983410.26131
7813,482114.6088,4983174.7373
7815,482115.48829,4983066.646
7816,482124.76113,4986939.05592
7817,482124.86392,4987256.76995
7819,482126.19017,4987448.95015
7820,482126.39342,4982457.29691
7821,482126.66835,4990708.30802
7822,482127.00358,4986052.56088
7824,482123.57714,4982831.00529
7825,482133.65682,4971584.73317
7826,482131.09397,4983573.7202
7827,482142.28794,4984758.00236
7829,482138.2708,4984448.74327
7830,482137.58873,4985077.83941
7832,482281.49703,4979265.75637
7833,482283.10807,4959664.66216
7835,482300.04996,4978845.79427
7836,482371.68504,4980112.88324
7837,482303.29606,4961280.4376
7838,482309.83133,4979302.55897
7839,482320.65408,4962847.12557
7840,482333.84248,4975659.72083
7841,482335.81961,4962899.29365
7844,482345.15932,4980044.30427
7845,482353.03464,4959664.46996
7848,482381.42874,4961279.88978
7849,482378.62377,4967260.15187
7850,482438.59792,4971589.00032
7852,482395.29992,4971549.35026
7853,482395.90653,4971655.21371
7854,482396.54489,4967744.6574
7855,482396.90526,4967588.0259
7858,482403.17652,4972462.45751
7859,482405.175,4974052.09923
7860,482405.50477,4974344.47832
7861,482406.92675,4972965.66843
7862,482410.49752,4973691.05327
7863,482420.28356,4960247.47744
7864,482418.39969,4979552.09538
7865,482426.99883,4979668.15826
7867,482430.61067,4960842.86063
7868,482434.50403,4979558.38311
7869,482433.99955,4962372.48361
7871,482445.69906,4980074.24321
7872,482443.84826,4986939.83599
7874,482453.41061,4990727.39584
7875,482456.33714,4960126.29727
7877,482465.59572,4962389.83761
7878,482467.33377,4986056.06012
7880,482470.29092,4960892.74026
7881,482473.0312,4962477.90737
7885,482486.67531,4983055.50823
7886,482487.16959,4962443.43263
7887,482503.90697,4962492.26425
7888,482510.72383,4962382.272
7889,482512.54092,4977238.88741
7890,482514.01061,4984690.65335
7891,482554.03481,4962433.47535
7893,482537.90597,4975259.24828
7894,482539.25205,4962405.52219
7895,482567.99707,4979061.67873
7896,482586.80381,4979075.29124
7897,482592.64786,4982030.98643
7898,482593.92511,4959233.91856
7899,482606.43644,4983099.61619
7900,482608.18913,4962459.76671
7902,482610.47175,4981628.79951
7903,482616.18067,4956284.36375
7904,482616.16231,4959266.07279
7905,482621.19195,4959663.73996
7906,482633.09165,4961726.54187
7908,482638.87036,4979313.65448
7909,482645.52298,4961937.5687
7910,482654.97061,4961277.36872
7911,482658.61581,4967662.85143
7912,482659.06724,4961682.03799
7915,482673.3757,4962003.03339
7916,482675.83616,4975665.11804
7917,482693.82244,4956961.98616
7918,482708.14438,4979267.92088
7920,482713.15122,4958854.80093
7922,482726.80747,4967754.86843
7923,482732.25743,4958899.18319
7924,482735.07393,4974047.86877
7926,482741.39676,4967598.1987
7927,482742.78431,4974858.78043
7928,482745.07203,4955709.93818
7931,482749.93944,4953181.34024
7932,482757.30326,4952381.85749
7938,482754.74095,4953999.23124
7939,482756.12253,4994952.42807
7940,482756.59953,4949066.04803
7941,482758.48237,4954805.68457
7942,482758.88935,4956406.72732
7943,482759.44203,4994754.90065
7945,482761.90307,4979902.08556
7946,482768.1047,4994148.10275
7948,482771.61635,4992538.39971
7950,482772.22802,4993346.02156
7951,482772.32092,4991344.18338
7952,482772.89532,4992138.47303
7953,482772.8969,4993011.63905
7954,482775.52534,4957033.97139
7956,482776.49218,4956211.95095
7957,482776.68966,4954805.63587
7958,482781.80387,4990484.32476
7959,482782.82756,4957397.19522
7960,482787.34543,4990204.36442
7963,482789.93447,4956799.54658
7964,482790.90552,4957754.86301
7966,482798.4114,4958342.8092
7967,482800.13702,4958307.59102
7968,482806.85398,4984940.36228
7969,482801.94057,4990069.90685
7970,482805.74865,4957387.13644
7971,482807.34796,4987403.75275
7972,482811.18441,4988534.62854
7973,482812.96582,4987734.78265
7974,482813.18814,4986940.49642
7975,482814.82124,4957821.44933
7976,482816.36357,4979041.0107
7977,482817.89855,4986057.32816
7978,482819.62903,4958436.8405
7979,482823.59575,4958351.96189
7980,482824.35226,4989329.99157
7981,482830.19582,4989745.44975
7984,482838.79959,4995272.14449
7986,482874.37691,4983206.64753
7987,482873.43676,4956952.6192
7991,482892.1409,4983188.82581
7993,482894.80591,4974456.23878
7994,482896.02994,4984846.14184
7996,482913.20337,4956281.79149
7997,482956.52163,4962622.12785
7998,482966.05679,4972462.04723
8000,482883.08,4967697.0185
8001,483009.52715,4974861.39962
8003,483010.87841,4975667.88587
8005,483016.61982,4977236.41856
8006,483026.10746,4973673.39578
8008,483045.25831,4974049.9283
8011,483105.9098,4980874.29495
8015,483143.56971,4959656.6847
8016,483158.40987,4979674.07678
8024,483191.28708,4956846.25224
8029,483219.33434,4979031.05346
8030,483224.18432,4994947.84398
8033,483273.50357,4985258.50158
8036,483296.40168,4967838.00753
8037,483333.09737,4983036.57987
8038,483334.19565,4982551.34439
8040,483360.14329,4985248.27712
8041,483361.20973,4974054.20961
8043,483384.74002,4961273.55309
8046,483413.82776,4978610.63583
8047,483421.30532,4977235.35709
8049,483434.55987,4982044.30005
8050,483453.07979,4975672.72615
8053,483497.40708,4962957.30238
8055,483509.37126,4969765.68002
8056,483509.74879,4981642.52287
8058,483562.49162,4994657.01567
8059,483564.17282,4953180.65685
8060,483568.30701,4994167.09341
8061,483571.2114,4993768.27282
8062,483574.89175,4993365.00689
8063,483575.00038,4954011.52926
8065,483576.79297,4978495.79534
8066,483577.82205,4954807.98741
8068,483590.72816,4955741.27543
8069,483599.05804,4956929.62409
8070,483602.94291,4956279.77621
8072,483610.44996,4957145.76356
8073,483610.68944,4985248.73964
8074,483611.09957,4986941.72896
8077,483616.04835,4979041.13338
8078,483617.35217,4979242.1982
8080,483619.37055,4979414.37852
8081,483621.49807,4983626.82249
8083,483624.36603,4980440.81441
8084,483625.5068,4983653.47337
8085,483629.8944,4969951.99528
8091,483663.94285,4982042.59846
8093,483672.96889,4967854.47871
8096,483697.75711,4973964.25271
8097,483713.69744,4981646.33215
8098,483718.20388,4979361.13736
8100,483758.38726,4972880.3401
8101,483756.04085,4967683.30749
8105,483779.03274,4982043.41606
8106,483782.18581,4982043.40806
8109,483788.01899,4982043.39325
8110,483792.38518,4980470.37978
8112,483801.8694,4967998.67412
8114,483834.53886,4967701.88269
8115,483813.37468,4977236.57486
8117,483816.35956,4979039.51238
8119,483818.44611,4982043.31611
8120,483819.48956,4985253.76124
8121,483821.43171,4979298.66637
8122,483831.05839,4982043.28417
8124,483855.97777,4978488.41924
8125,483856.86025,4984453.83035
8130,483871.81182,4982043.18115
8131,483875.20137,4982043.17259
8132,483875.74334,4981633.25711
8135,483881.4284,4982043.04579
8137,483890.18801,4980483.46302
8139,483896.39337,4981350.15339
8141,483900.15601,4981623.19765
8144,483909.10545,4980481.19361
8146,483926.42793,4959646.90518
8150,483942.02256,4968064.41764
8153,483943.89268,4981146.52114
8154,483963.5263,4972459.69527
8155,483947.38538,4981595.30686
8158,483962.33842,4981585.27141
8159,483964.3264,4981120.91966
8165,484007.51435,4980453.06363
8166,484015.55796,4980390.5012
8167,484016.49867,4979189.86556
8173,484034.21171,4980377.23516
8176,484032.24555,4968193.60697
8180,484038.28746,4981346.02036
8182,484038.68095,4981535.09073
8184,484046.31749,4971626.1207
8185,484057.93634,4968168.43778
8186,484053.09129,4962875.25212
8192,484060.97216,4972121.52809
8197,484105.71019,4971697.06819
8199,484110.77779,4977236.9402
8203,484116.19715,4979132.96257
8204,484137.41692,4969641.12389
8209,484135.51233,4973847.62349
8210,484143.7355,4971876.0447
8211,484142.35678,4968316.63869
8212,484147.66447,4980341.73801
8213,484148.15932,4994166.73353
8218,484189.05244,4959647.80953
8220,484211.87594,4968349.68178
8221,484204.59403,4978490.88132
8225,484215.90326,4971749.89497
8227,484218.34951,4971589.0364
8229,484233.15457,4971830.05662
8230,484235.87378,4984452.88309
8233,484248.82559,4977235.48797
8234,484252.29933,4984084.02962
8238,484309.30787,4960077.07665
8240,484278.35545,4979043.1365
8241,484292.73807,4978412.90318
8242,484295.0508,4971635.50411
8243,484296.61959,4988641.8855
8245,484308.36149,4973846.0868
8246,484308.9825,4986945.52838
8247,484313.11388,4978359.53132
8248,484313.36987,4950368.73607
8249,484316.88931,4963767.27828
8251,484344.27972,4971748.69139
8253,484350.50123,4979455.87116
8254,484357.68491,4959413.78792
8255,484359.75153,4959645.61492
8260,484398.21434,4967629.50393
8261,484399.32359,4989743.63705
8262,484400.52767,4984116.99216
8263,484402.08723,4956517.73101
8264,484404.64353,4989343.70311
8265,484409.99353,4969485.37993
8266,484408.43363,4967608.37289
8267,484411.41349,4987926.19109
8268,484419.18307,4968781.40846
8269,484423.66075,4978281.38902
8270,484421.53568,4978963.13647
8271,484422.26901,4979134.65347
8272,484426.56267,4978307.04309
8273,484430.3983,4989572.48374
8276,484449.72669,4968770.78122
8277,484450.56924,4961251.66969
8278,484452.41288,4969455.28384
8281,484493.52994,4969474.4021
8282,484496.43799,4986941.73732
8284,484505.18241,4971485.02658
8285,484526.29694,4981059.54677
8286,484539.71297,4982042.41851
8287,484522.43653,4984118.13958
8289,484582.91083,4996787.39359
8290,484584.3557,4969144.25901
8293,484649.2365,4986938.03509
8294,484651.51484,4969152.98479
8295,484660.40334,4980107.20316
8296,484663.71621,4978825.58046
8297,484664.802,4993728.88429
8299,484674.13983,4971348.20681
8300,484683.77396,4971315.63561
8303,484713.84306,4960821.47619
8306,484770.56761,4962064.37344
8307,484773.17755,4984082.766
8309,484785.13106,4962871.92216
8312,484793.32389,4990215.92465
8318,484810.36084,4973852.65258
8319,484810.7707,4974690.90976
8320,484811.18022,4974863.53723
8321,484812.30717,4975671.13412
8322,484815.40868,4976313.20804
8323,484817.3187,4976453.17287
8324,484819.95785,4977232.99647
8325,484822.43097,4977942.83657
8326,484827.3059,4978002.81203
8327,484827.68536,4978162.77654
8328,484838.90288,4971237.72885
8329,484836.47864,4993460.74649
8330,484836.83042,4969693.53072
8331,484856.18178,4993474.03036
8332,484857.89862,4986908.65327
8334,484865.86995,4980298.89469
8335,484884.57918,4964479.08096
8336,484886.19331,4971167.85523
8339,484940.22896,4984079.0371
8340,484947.96666,4969799.68893
8341,484942.91255,4986551.85759
8342,484957.59453,4985428.71848
8343,484964.4174,4971156.56268
8344,484970.88563,4985719.73877
8346,484975.4965,4986673.9782
8347,484978.3305,4986873.93103
8349,485001.6827,4996781.94841
8351,485009.30058,4985639.66474
8353,485029.49376,4993560.27043
8354,485031.23284,4985249.69307
8355,485038.20455,4971037.19492
8356,485045.01673,4971114.05042
8357,485039.89,4978614.2902
8359,485053.28534,4987263.67613
8360,485054.26583,4985328.51181
8362,485081.98779,4987749.06668
8363,485085.6451,4993010.24436
8364,485089.15885,4970198.37872
8365,485089.64692,4985297.32431
8366,485092.57377,4980473.88013
8367,485100.57517,4986940.29748
8368,485126.25141,4985250.02635
8369,485103.26884,4985395.05024
8370,485104.03387,4991249.98749
8371,485104.85791,4970157.24053
8372,485109.76001,4987837.87279
8373,485118.21824,4977941.03068
8375,485130.64499,4951568.37796
8376,485134.8212,4977957.65513
8378,485122.74939,4993566.2728
8379,485160.77603,4996813.2359
8380,485163.25377,4996257.22309
8381,485163.99855,4959236.69893
8383,485169.29026,4995472.91224
8384,485169.48505,4992855.63384
8385,485169.86271,4959652.91635
8387,485171.95203,4994927.45375
8388,485172.35537,4998810.0613
8389,485172.5831,4994523.0847
8390,485176.78865,4993964.29266
8391,485179.14222,4993285.5285
8392,485175.96872,4993612.2509
8393,485183.34718,4996813.29435
8394,485182.6279,4989031.90857
8395,485184.35074,4998222.36372
8396,485185.5918,4996392.70116
8398,485186.62164,4953180.05678
8399,485188.24293,4995774.9222
8400,485191.0199,4995210.80006
8401,485191.64994,4994940.73868
8402,485194.3472,4961697.91637
8403,485195.2534,4994460.82154
8404,485197.48381,4954806.28434
8405,485197.7479,4993842.04504
8408,485202.21736,4993395.45366
8409,485205.69058,4972442.04339
8410,485207.04775,4989036.29541
8411,485206.18168,4984621.30313
8412,485208.76383,4998238.97045
8415,485210.37736,4956973.48709
8416,485211.28316,4974863.71142
8417,485210.75679,4973849.82701
8418,485211.77296,4956616.35103
8419,485212.0107,4974392.81427
8420,485213.79538,4975268.06059
8421,485214.72679,4975671.3028
8422,485215.06917,4976161.08318
8423,485216.08256,4956011.49295
8424,485216.53846,4976455.57076
8425,485216.99896,4976313.37864
8426,485217.14665,4986938.91535
8427,485220.66159,4976874.35851
8428,485221.48784,4977232.05636
8429,485221.55834,4984081.7123
8430,485226.55982,4970535.7612
8431,485229.39842,4978505.42863
8432,485230.84509,4986051.28618
8433,485234.14503,4985434.73787
8434,485235.09004,4970570.73356
8435,485237.44582,4992638.85109
8436,485239.22316,4985245.87595
8437,485240.88838,4993105.41969
8438,485242.94913,4981402.22317
8439,485250.65871,4982043.95901
8445,485247.7261,4984629.64968
8446,485251.71658,4992684.36476
8447,485261.02836,4984111.61484
8448,485265.97926,4989663.812
8450,485272.64417,4993566.36857
8451,485273.54962,4989532.70938
8452,485275.35829,4996777.97606
8461,485300.03228,4984623.64133
8463,485271.18516,4970986.00023
8465,485309.14308,4998805.29997
8467,485314.21731,4990096.94826
8469,485322.49327,4984111.47323
8471,485334.50256,4990359.07203
8472,485339.38448,4990085.78139
8473,485344.19731,4990466.80626
8474,485353.50681,4992118.68387
8476,485360.51212,4990372.34292
8477,485377.47282,4970848.78812
8478,485362.31524,4970919.58436
8479,485367.652,4990738.92102
8480,485370.98853,4990477.85362
8481,485375.58682,4992137.51834
8483,485385.71209,4970929.86195
8484,485392.09829,4990757.7501
8485,485392.15113,4976312.97644
8486,485398.87909,4970851.73864
8487,485393.37225,4991416.28476
8489,485402.75396,4992624.58374
8490,485424.20193,4991370.88967
8494,485451.07045,4970849.73152
8495,485464.4403,4970965.11932
8497,485479.50404,4970852.4442
8501,485527.82506,4971024.85115
8503,485571.43469,4984079.80107
8505,485579.81744,4992414.55423
8506,485576.85387,4971126.93958
8507,485585.94889,4977234.55746
8510,485614.53507,4974860.57095
8513,485622.53436,4978279.47028
8514,485624.38,4998792.35903
8519,485648.31552,4984627.29226
8520,485652.67269,4984111.83353
8521,485652.91741,4971207.97261
8522,485654.25935,4999142.22722
8527,485513.70128,4997282.44544
8532,485821.12403,4978166.49576
8533,485826.37345,4972519.51141
8534,485836.58941,4971462.39501
8535,485837.84036,4970563.26404
8536,485846.02386,4971515.58429
8537,485847.88724,4970535.58152
8540,485900.75326,4964474.65949
8542,485957.07169,4971639.42292
8544,485974.78815,4980438.55706
8545,485989.4239,4991903.85016
8546,485992.34907,4951560.89474
8549,485994.30757,4953191.58123
8550,485994.69825,4952387.23165
8551,485994.76297,4951943.01284
8554,486002.01356,4972333.61165
8555,486007.50261,4954017.3413
8557,486012.85079,4954803.35182
8560,486014.02525,4975663.9521
8561,486014.21638,4974306.47522
8562,486014.2725,4973247.82322
8563,486014.80024,4973851.02013
8564,486015.42466,4974859.68276
8566,486017.88124,4975261.81041
8567,486019.38284,4976310.46458
8569,486021.26168,4976448.20798
8570,486021.43209,4976020.52392
8571,486021.66723,4978438.88409
8572,486021.85997,4976902.66257
8573,486024.12109,4978839.90314
8574,486024.55752,4977234.69518
8575,486024.70348,4978059.73743
8578,486039.10253,4985330.72482
8579,486044.45905,4984537.54333
8581,486048.04725,4983655.49634
8582,486051.55004,4982047.71444
8583,486052.58796,4982847.87734
8584,486053.46378,4983248.90264
8586,486072.40176,4983982.0419
8588,486087.10193,4984218.62739
8589,486141.64614,4984080.09303
8590,486150.47384,4984117.28837
8591,486111.40936,4991755.94513
8592,486148.28129,4971776.19786
8596,486218.18898,4991634.84791
8598,486322.75572,4977607.30259
8603,486365.77279,4973248.0652
8604,486385.15019,4976309.23163
8605,486388.06147,4972332.77992
8608,486415.74591,4973846.82458
8609,486417.09633,4974855.48543
8610,486418.80974,4975663.08044
8611,486420.56285,4977232.73152
8612,486423.19113,4978842.376
8614,486427.55096,4978035.20838
8615,486426.37079,4984642.25349
8616,486427.70097,4977622.63123
8617,486432.13616,4985315.65778
8618,486433.51281,4963579.17093
8619,486436.68288,4984081.2368
8620,486437.53933,4984113.45051
8622,486466.93871,4955788.79866
8628,486530.85385,4998784.81851
8629,486566.70538,4984080.96188
8630,486569.1372,4984113.17229
8633,486671.46368,4969932.39919
8634,486680.53663,4969965.92816
8637,486713.27224,4990883.16567
8638,486717.79796,4969920.4169
8641,486726.07589,4984551.64183
8642,486729.72253,4969958.16128
8643,486760.26103,4979753.69479
8644,486764.75056,4990730.0887
8645,486768.45301,4964224.98394
8646,486774.49398,4964471.57914
8649,486778.23839,4980439.0662
8650,486779.74539,4965486.65974
8652,486776.14327,4963928.81688
8654,486778.38286,4963864.71655
8656,486786.16573,4962844.16861
8657,486786.48508,4966073.39566
8661,486792.87034,4968024.03511
8662,486794.27768,4968323.96225
8664,486797.71578,4967691.32514
8665,486832.19379,4967553.06444
8666,486799.67192,4967374.83971
8667,486833.17573,4967531.06758
8669,486807.0473,4972225.26107
8670,486813.86767,4972853.99359
8671,486814.67479,4973246.1257
8672,486816.94324,4974348.09599
8673,486818.27513,4973844.87259
8674,486818.87666,4953174.62411
8675,486819.56214,4974853.53339
8676,486819.60548,4975257.88782
8677,486820.70877,4956546.76253
8678,486820.98031,4976308.76361
8680,486819.16025,4979827.44609
8681,486821.22478,4975661.1284
8682,486818.52734,4980705.81486
8683,486822.06877,4976071.03603
8684,486822.08725,4976463.17176
8685,486820.28103,4979912.09226
8686,486823.24939,4977027.48982
8687,486818.01799,4980229.47332
8688,486824.46835,4977236.33044
8689,486824.51184,4977640.46423
8690,486822.66313,4977547.15508
8691,486832.46488,4978438.27419
8692,486832.50649,4978841.52005
8693,486833.19571,4979559.14152
8694,486833.32315,4979238.09934
8695,486833.84253,4984080.40536
8696,486833.91831,4984499.20708
8697,486830.12738,4977839.29818
8698,486841.47859,4980173.43697
8699,486840.87113,4979801.74021
8700,486835.8808,4981245.44192
8701,486840.84884,4979905.829
8702,486838.10979,4980643.45448
8703,486831.56744,4978040.69578
8704,486837.05872,4984111.50337
8705,486837.92717,4985296.81164
8706,486839.45951,4984396.88355
8708,486847.30911,4984496.95771
8709,486847.39047,4986065.52299
8710,486855.222,4984398.29522
8711,486856.83364,4985295.66179
8713,486870.04325,4984057.00232
8714,486870.21689,4984141.42884
8715,486870.7992,4983658.19502
8716,486873.49228,4983818.1561
8717,486868.83019,4982048.75938
8718,486875.22409,4980441.08805
8719,486870.04771,4982487.66427
8720,486874.3387,4982849.6904
8721,486888.92474,4983658.15778
8722,486883.76071,4983254.25285
8723,486889.91936,4984142.49923
8724,486890.534,4984058.07109
8725,486890.82933,4983818.12048
8726,486901.32255,4979710.08018
8727,486914.16533,4984437.94363
8728,486921.31221,4984080.22556
8729,486921.37821,4984112.44095
8730,486921.86199,5000441.47533
8731,486937.30981,4977639.3442
8732,486938.91737,4964477.90778
8734,486956.05777,4977549.3256
8735,486965.94236,4972328.24579
8736,486961.6753,4968870.49261
8738,486979.71356,4964326.75001
8740,487008.6732,4996767.53308
8741,487029.39011,4978041.06917
8743,487056.37399,4990171.2668
8746,487076.0737,4969390.91812
8747,487079.95774,4968025.11688
8750,487097.39453,4969388.65348
8757,487136.21515,4998778.00971
8759,487138.90962,4999332.34639
8762,487149.55809,5000671.07976
8763,487150.44384,4999982.20372
8768,487186.94913,4984117.4568
8769,487187.67249,4984085.23984
8772,487195.80746,4964477.39057
8775,487206.52476,4983661.95701
8777,487207.91162,4978841.86891
8779,487222.05743,4975656.98309
8780,487226.80444,4972497.68191
8782,487229.77419,4977546.5516
8783,487229.98264,4977650.9728
8785,487230.28468,4978039.33189
8788,487253.66981,4982052.09015
8789,487253.79859,4984446.14346
8794,487274.62362,4969941.5048
8796,487296.19001,4964476.08041
8797,487313.30388,5000842.83034
8798,487329.45757,4966073.41197
8799,487329.93547,4967556.39472
8800,487335.51793,4987108.76634
8802,487368.79352,4989909.58066
8804,487421.66221,4987256.34357
8805,487422.96156,4984118.65379
8806,487428.48365,4976304.20879
8807,487438.16291,4987236.31512
8809,487446.14998,4984089.16984
8811,487447.66881,4983659.25662
8812,487460.23192,4977608.30432
8813,487479.49431,4965247.75824
8814,487496.0102,5001029.1007
8816,487534.15542,4962869.33442
8817,487534.43801,4988539.19568
8820,487552.48851,4977590.35025
8830,487607.86516,4979707.56066
8832,487618.23662,4954788.95837
8833,487619.47851,4964476.56001
8836,487622.91373,4974848.5974
8837,487624.47289,4975655.08154
8838,487624.93826,4976303.82588
8840,487625.48881,4976180.51874
8841,487625.98713,4976438.23862
8842,487627.33455,4976727.06122
8845,487629.50947,4977035.87797
8846,487629.91111,4977243.60935
8847,487628.13908,4978040.43844
8849,487630.64489,4978846.59157
8850,487630.7037,4977653.51801
8851,487630.99078,4977394.01872
8853,487632.09017,4977554.64808
8855,487636.90419,4980451.78891
8856,487639.13369,4985837.65312
8857,487639.67744,4953172.66476
8859,487644.63212,4985259.65059
8861,487646.27329,4981097.29942
8862,487647.21086,4988217.92984
8864,487648.47811,4984885.72056
8865,487649.1709,4953994.65759
8866,487650.78864,4983962.13047
8868,487652.55219,4984466.4664
8869,487657.70928,4984280.93949
8870,487658.08914,4983662.17905
8871,487658.52892,4982054.4056
8872,487658.89022,4983261.15044
8874,487660.484,4982862.34231
8875,487660.49311,4982459.09399
8876,487661.38164,4988215.68062
8879,487699.99933,4965660.56703
8880,487704.49346,4989744.29026
8882,487758.49058,4977653.27219
8883,487761.61781,4966062.57599
8885,487770.67521,4988537.62724
8886,487825.4776,4968066.42675
8887,487842.08211,4968074.17122
8888,487860.92388,4977594.20099
8892,487976.02556,4976299.82401
8893,487976.14132,4972999.45111
8894,487978.0824,4984100.36565
8897,488014.35721,4999962.51822
8899,488021.59301,4985240.49127
8902,488031.71514,4984125.8151
8903,488032.66871,4966062.06503
8904,488032.90507,4983667.57537
8905,488034.28042,4989691.33963
8906,488037.65378,4977612.75282
8907,488049.44392,4988540.43124
8909,488050.08628,4984468.15375
8914,488111.71875,4966502.92473
8915,488113.0499,4967648.20773
8916,488125.99669,4977610.36649
8917,488135.37081,4966473.99892
8918,488146.02953,4975649.65096
8919,488187.73512,4973234.55973
8922,488216.54649,4973234.50667
8924,488239.74755,4984124.3176
8925,488251.67957,4986324.95089
8926,488301.77403,4977540.05798
8930,488340.65166,5001505.40684
8931,488342.8438,4968023.25359
8933,488365.87265,4977652.13871
8936,488378.26821,4964461.8122
8938,488387.19739,4963760.63147
8939,488388.91347,4965322.03142
8940,488391.19306,4962865.50748
8941,488393.05277,4966955.63601
8942,488393.44429,4962141.90164
8943,488395.39298,4966064.7317
8944,488397.73343,4992556.76708
8948,488404.93658,4970032.67307
8949,488404.97273,4970052.66838
8950,488405.54266,4969057.34277
8953,488407.299,4991759.12841
8954,488407.40335,4990951.50996
8955,488408.30363,4990148.33466
8956,488409.63742,4989842.83768
8957,488411.67945,4988540.87338
8958,488416.65136,4989110.19405
8959,488417.42218,4986933.4119
8960,488417.84937,4967123.3294
8961,488419.71293,4989495.1112
8962,488420.03186,4989670.63101
8963,488420.89818,4977546.50646
8964,488421.73181,4988005.51903
8965,488421.8002,4985873.6216
8966,488421.87197,4977648.7045
8970,488424.95089,4976734.45559
8971,488425.51352,4977394.30929
8972,488426.27431,4977029.94361
8973,488427.45703,4977247.67134
8974,488428.65359,4978039.9399
8975,488429.62536,4978446.29388
8976,488431.79224,4974844.86308
8977,488432.51483,4975244.77244
8978,488432.72694,4978852.86644
8979,488433.12301,4976454.50266
8980,488435.60864,4975646.8995
8981,488435.98978,4976294.53288
8982,488436.56768,4979668.23835
8983,488438.94253,4979237.21622
8985,488440.3618,4980458.06134
8986,488440.42904,4980059.25812
8989,488451.56713,4984473.85787
8991,488452.81708,4982070.80555
8994,488461.94316,4983675.11722
8999,488493.90323,4967677.50649
9000,488499.78027,4977546.36416
9001,488508.88648,4967220.92047
9003,488524.12127,4974843.58606
9004,488539.96311,4968252.8446
9005,488551.0045,4973548.27354
9006,488554.12783,4974412.51783
9007,488554.26673,4996758.00883
9008,488556.23096,4967629.62849
9010,488562.19243,4974729.9878
9011,488592.21284,4967738.09446
9013,488565.42714,4977644.00281
9014,488574.7895,4967802.88802
9015,488572.32149,4973993.69059
9016,488572.93797,4974339.16736
9018,488581.05924,4974910.13602
9021,488600.22468,4973707.03878
9022,488607.30955,4973252.68439
9023,488613.44247,4968704.83025
9024,488619.24453,4973305.98445
9025,488620.23839,4967191.83999
9026,488642.1532,4961262.11694
9031,488673.27237,4974843.87589
9032,488674.34958,4973668.02716
9034,488720.45949,4975647.50207
9035,488748.48733,4972736.99621
9036,488759.00426,4989463.39886
9037,488764.93707,4999949.14856
9038,488773.74355,5000928.95336
9040,488795.77639,4972693.58985
9042,488801.22646,4953140.54995
9044,488811.89779,4970034.61614
9045,488818.57847,4977611.34016
9046,488822.62895,4983667.92144
9049,488834.68105,4984115.47321
9050,488834.70842,4978039.88471
9051,488836.51882,4978851.03788
9052,488838.52399,4969587.56228
9054,488834.77346,4975228.61723
9055,488842.2041,4977589.08157
9057,488873.14675,4953979.0982
9058,488874.11061,4984132.06755
9062,488959.38052,4975324.04643
9063,489006.63112,4990150.60695
9065,489012.38994,4982061.15374
9067,489008.79203,4969994.28488
9068,489032.72602,4972304.37951
9069,489091.98256,5001760.58056
9070,489094.14562,4972210.96264
9071,489097.36213,4972245.39375
9073,489102.21844,4970039.89259
9074,489116.06957,4970104.40967
9076,489124.12022,4985180.30694
9077,489126.12562,4968023.32243
9081,489144.02812,4982059.8178
9085,489195.28838,4979648.58163
9087,489226.36663,4986940.88127
9088,489232.0868,4986129.92724
9090,489233.56146,4974836.79946
9091,489233.8829,4977841.6881
9093,489234.33704,4977642.8421
9094,489234.78834,4978848.13325
9095,489235.7539,4977547.30516
9096,489234.21945,4978041.6437
9097,489236.02874,4977241.81638
9100,489237.24766,4977028.52802
9103,489237.84458,4976445.32265
9107,489250.66531,4981254.25374
9108,489250.78562,4984603.54572
9109,489252.90633,4984459.12786
9111,489259.43672,4983657.06271
9113,489266.68229,4971996.27586
9115,489276.20112,4970040.59903
9117,489281.99383,4970293.3086
9118,489283.52166,4975642.09117
9120,489287.17877,4970040.69177
9121,489288.51563,4968996.93231
9123,489301.26208,4974264.59227
9124,489313.61343,4980238.81071
9125,489321.86393,4980457.63866
9126,489330.51858,4991751.96036
9128,489400.66136,4976287.75246
9130,489422.24223,4970385.83201
9131,489422.39738,4989255.63822
9132,489439.33564,4977586.95704
9133,489451.99149,4977608.04263
