N,X,Y
9134,489460.2916,4984072.19632
9135,489469.73935,4971609.36086
9136,489483.17633,4971618.22564
9137,489509.39516,4988533.41809
9139,489531.77232,4992565.91052
9140,489540.40743,4987756.85826
9141,489576.08352,4988864.35282
9142,489615.98149,4990154.02833
9143,489622.54335,4984023.05188
9144,489627.67461,4989115.32907
9145,489635.22721,4978042.42543
9146,489644.77725,4975364.89165
9147,489655.07671,4975390.42485
9149,489660.20126,4989750.70391
9151,489671.33046,4989330.7703
9152,489695.11127,4964448.45622
9153,489734.02009,4966536.78326
9155,489759.35859,4968055.27276
9157,489803.03227,4975639.02076
9160,489855.0488,4967119.78587
9161,489878.13044,4953153.20976
9162,489902.7612,4974833.4874
9163,489923.28694,4978845.90035
9164,489935.76462,4987757.3329
9165,489936.37515,4977640.58827
9166,489955.16005,4977547.24596
9167,489974.34231,4996746.61295
9168,489979.28526,4996040.40627
9169,489984.92587,4994976.93467
9170,489990.3472,4994422.58871
9171,490003.52033,4966060.91554
9172,490007.91568,4989070.28618
9173,490014.11739,4970836.4451
9174,490014.38065,4968976.87676
9175,490016.40459,4953985.0015
9177,490044.11874,4978040.88721
9178,490036.85639,4978442.255
9180,490040.88831,4977840.49181
9181,490040.55037,4979649.09741
9182,490034.83092,4977547.12135
9183,490035.76508,4977640.43268
9184,490037.96033,4977023.8986
9185,490038.56172,4980447.59446
9188,490039.68923,4978843.16298
9191,490049.26358,4981244.07318
9192,490049.99566,4985254.33606
9196,490058.51577,4983642.43799
9197,490060.74805,4982038.32995
9198,490062.78247,4982839.26768
9200,490084.70346,4962851.56313
9201,490085.51596,4975639.68785
9202,490090.04663,4977545.92471
9204,490122.53407,4977640.29812
9205,490140.80703,4970034.21251
9207,490211.80721,4965840.64712
9208,490229.45136,4975853.86312
9209,490243.03225,4955681.9971
9210,490333.47635,4975247.1741
9212,490372.73221,4975639.24943
9214,490391.4475,4976016.9148
9215,490414.34678,4977608.74993
9218,490436.68356,4978039.73278
9221,490454.53977,4977584.25077
9222,490460.92532,4983972.86552
9224,490488.70692,4992553.30019
9225,490490.8985,4983991.70572
9226,490498.1565,4970825.71169
9229,490555.52596,4975457.9065
9230,490607.54721,4977568.47216
9235,490745.16808,4975639.81097
9236,490747.55879,4976201.90429
9237,490747.59573,4976227.4541
9239,490761.48235,4971631.80748
9240,490770.87871,4991768.59534
9243,490786.76921,4964494.56393
9244,490787.67091,4966059.6314
9245,490802.92831,4976299.58049
9247,490815.20542,5002828.65941
9256,490841.50033,4978442.38513
9257,490840.45344,4978041.8079
9258,490841.83096,4977020.47573
9259,490842.3276,4979020.03536
9261,490844.37064,4980446.38933
9262,490845.74867,4985256.47762
9265,490904.89675,4977543.60344
9266,490980.94221,4991153.97198
9268,491031.10376,4976414.78648
9269,491053.45274,4978855.32795
9272,491069.79535,4976438.06051
9273,491076.94509,4972508.93696
9274,491108.3522,4963835.38121
9275,491109.13208,4976358.02354
9276,491113.04821,4978041.09008
9277,491117.83825,4977514.42172
9278,491128.29966,4990704.96572
9279,491148.5952,4976026.37609
9280,491167.64058,4977020.01768
9282,491208.44466,4977435.42509
9283,491217.33032,4976437.85633
9284,491292.88921,4977464.19211
9285,491298.6939,4977556.16389
9286,491312.53229,4983787.24431
9287,491327.01341,4977556.79195
9289,491328.32649,4983811.66213
9290,491337.09294,4976436.91548
9291,491344.8158,4990152.55634
9293,491357.14392,4977438.22181
9294,491357.85484,4988156.27616
9295,491376.62359,4977844.43919
9296,491370.90882,4976238.80281
9297,491381.94301,4978045.72102
9300,491392.59096,4975934.3971
9303,491441.07004,4978553.75222
9305,491471.35548,4977015.16216
9307,491499.99889,4977198.41676
9308,491508.46891,4977458.12582
9309,491539.3466,4976827.89121
9310,491533.00155,5003168.71071
9311,491545.86892,4977286.11433
9312,491572.4815,4976828.40291
9313,491575.51535,4976436.26391
9314,491580.08345,4977509.35315
9315,491590.92901,4989924.49482
9323,491627.83836,4988054.82546
9324,491628.37064,4987860.42007
9325,491628.59671,4988032.60678
9326,491629.71972,4987688.23134
9327,491631.80314,4969997.65693
9329,491635.04555,4986945.04374
9330,491635.33041,4970461.54445
9331,491635.99019,4986464.0307
9332,491637.56855,4985865.26388
9333,491637.62546,4970828.56745
9335,491640.71443,4985259.8303
9337,491641.37547,4979742.11652
9338,491641.76334,4978047.82013
9339,491643.56027,4978396.85214
9340,491643.77219,4978559.03848
9342,491653.15309,4977588.46212
9344,491647.18673,4973316.87244
9345,491647.81273,4980444.17802
9346,491648.0732,4983657.93489
9347,491648.15893,4983723.47648
9348,491648.33912,4983861.22495
9349,491649.1166,4984455.54327
9350,491651.11129,4983269.23539
9352,491651.49592,4982056.0487
9353,491653.32654,4982853.65403
9354,491653.58674,4981242.88704
9355,491653.57915,4981840.53654
9356,491654.13747,4982448.85026
9357,491673.54156,4977192.63422
9359,491697.61403,4977505.86694
9360,491703.83097,4977555.2924
9366,491759.37463,4977073.66055
9368,491782.11657,4976968.09916
9369,491791.19421,4976664.82156
9370,491803.30849,4976883.64627
9372,491816.63279,4978048.92704
9373,491843.15309,4977815.61126
9374,491888.221,4977277.89503
9376,491893.91963,4976794.6617
9384,491911.4779,4977516.14618
9387,491958.33431,4974690.60718
9388,491958.88822,4975131.61824
9389,491961.25394,4987662.25446
9390,491965.39397,4974027.41496
9392,492001.36995,4977488.92804
9393,491997.99923,4976938.27653
9395,492017.90407,4983839.64555
9396,492021.91599,4977265.17414
9399,492051.38997,4977813.01629
9402,492086.66856,4976999.93031
9403,492088.73674,4977396.5065
9404,492105.43121,4977500.90721
9405,492110.12624,5004796.56382
9406,492111.97011,4969995.93743
9407,492117.32383,4977549.77062
9409,492135.62192,4977034.30675
9410,492137.55054,4977319.79663
9411,492177.17089,4977465.27139
9412,492199.75983,4977229.74042
9414,492208.2169,4978343.92852
9416,492214.95626,4977595.19654
9417,492229.92672,4977386.33567
9418,492231.43062,4976870.78156
9421,492252.71143,4985762.28635
9422,492258.26543,4978640.46924
9423,492268.27245,4977131.90116
9426,492268.50111,4977516.92668
9427,492292.13533,4977295.16949
9428,492296.50295,4981246.3009
9432,492321.98092,4977449.09949
9433,492341.98055,4977418.41564
9435,492348.30355,4970823.23638
9436,492349.06457,4978064.93099
9437,492367.74577,4977195.10101
9439,492387.66431,4977360.59614
9440,492389.55118,4976957.35003
9442,492397.18839,4982050.67419
9443,492398.61555,4981925.14383
9444,492400.17174,4981245.28806
9445,492400.72081,4980381.02973
9446,492400.74598,4979738.94699
9447,492411.92564,4977730.04112
9451,492422.21641,4973228.15094
9453,492425.8512,4971628.51357
9454,492427.58501,4977098.38468
9455,492438.02986,4977925.96693
9456,492438.29733,4977484.95298
9457,492443.30456,4977717.11793
9458,492443.58032,4977282.76931
9460,492458.07094,4976860.62372
9461,492467.671,4977643.77207
9462,492469.568,4977244.96926
9463,492486.64761,4977010.55676
9465,492515.46988,4977371.55399
9466,492523.86684,4977806.67012
9467,492517.7573,4976966.64117
9469,492522.01561,4978179.81219
9470,492527.05727,4977161.587
9471,492530.6667,4977550.38551
9472,492535.2017,4977042.715
9474,492549.65503,4976921.61395
9476,492560.35764,4977305.9606
9477,492563.7416,4977502.57977
9479,492582.0569,4977719.17725
9482,492585.33434,4977075.98263
9484,492589.70424,4985599.69767
9486,492596.03073,4977456.99685
9487,492597.81631,4976954.88397
9488,492611.87016,4976828.22922
9489,492613.12208,4977229.2498
9490,492614.23796,4977034.1807
9492,492637.21608,4977875.41232
9494,492645.97709,4976988.15436
9495,492650.18891,4984076.61393
9497,492658.24896,4977370.27768
9498,492674.5488,4977138.08827
9499,492676.45006,4976731.50983
9500,492680.57585,4978268.72025
9503,492707.40535,4976895.88233
9504,492712.59173,4977293.56587
9506,492736.76994,4977050.25905
9508,492764.82427,4977442.36248
9510,492777.82295,4976798.26861
9511,492768.25008,5004789.55819
9512,492770.86506,4977203.51972
9514,492785.178,4978702.61706
9515,492793.04581,4987066.93805
9517,492798.36097,4978503.20157
9518,492799.77669,4976957.9861
9519,492814.55804,4978177.69946
9520,492814.72375,4969884.02628
9521,492817.58877,4977364.54248
9522,492826.76314,4978018.8319
9523,492828.73279,4978860.86666
9525,492830.77746,4978574.26063
9527,492833.08563,4977114.58057
9530,492846.06587,4978845.2951
9531,492848.11877,4978565.35428
9535,492860.6264,4977758.85143
9536,492867.12002,4976861.93203
9540,492877.44063,4977274.49552
9541,492878.74233,4985514.94173
9543,492890.40297,4978645.40064
9545,492893.88162,4977872.12269
9546,492896.09313,4977022.30856
9547,492897.47837,4978269.80874
9548,492898.52217,4982047.87545
9551,492907.15692,4984144.08674
9553,492915.79693,4986248.08113
9554,492916.15035,4985147.19921
9556,492918.11735,4977676.58349
9557,492920.90905,4984465.11492
9558,492923.76292,4984196.27951
9559,492924.23238,4978640.69748
9560,492924.40687,4984066.30623
9562,492927.23281,4983771.92087
9563,492927.24492,4985915.91528
9565,492932.04831,4983138.71651
9566,492934.04155,4977310.75803
9569,492939.64841,4970012.74631
9571,492940.06939,4982552.16595
9572,492940.44963,4977184.44566
9575,492945.38559,4982369.97678
9576,492945.36169,4983775.23345
9578,492950.99042,4983163.13482
9579,492956.62287,4982553.25855
9581,492960.3937,4982398.84294
9582,492962.25559,4976927.812
9583,492965.33687,4977577.66438
9584,492972.76205,4977874.25728
9585,492972.7683,4981466.80703
9587,492984.69947,4981563.43979
9588,492984.80025,4977343.25051
9589,492987.42166,4977215.94255
9590,492994.83609,4980742.49469
9592,492999.36338,4984152.87197
9594,493001.16682,4980043.75048
9595,493002.37913,4985465.92628
9597,493010.61554,4980752.47525
9598,493015.34459,4977502.40402
9601,493017.73286,4980050.39758
9602,493029.37292,4982046.62045
9604,493048.60255,4977256.53342
9605,493056.21473,4977728.64276
9608,493074.84814,4975995.67497
9609,493076.3724,4977404.24831
9611,493099.63141,4978270.80939
9612,493105.73059,4977563.07029
9615,493137.01995,4977317.53551
9620,493169.52403,4977468.57833
9626,493229.50801,4977499.61879
9627,493230.95754,4977378.53299
9635,493273.57157,4984135.91401
9639,493283.79229,4984113.68572
9641,493290.15904,4977415.12916
9642,493308.40484,4978267.14387
9643,493311.31929,4978037.19155
9644,493330.63985,4977655.03365
9645,493326.2782,4977935.19845
9647,493357.69856,4975605.46266
9649,493392.17503,4985285.54839
9650,493399.62964,4977242.83127
9651,493391.57741,4986914.21013
9655,493428.82146,4977784.34784
9658,493488.1987,4977300.94981
9659,493489.97993,4976105.21462
9661,493501.06723,4977699.29284
9663,493505.0541,4977741.50167
9664,493524.8842,4977850.34637
9668,493550.79175,4978511.28546
9670,493574.54179,4977814.7486
9671,493587.09907,4984036.72336
9672,493588.87423,4977476.47582
9680,493621.91027,4975639.9639
9681,493624.93523,4975349.69285
9684,493632.15329,4977924.11123
9686,493633.08553,4974023.31812
9689,493634.94939,4969700.20247
9692,493635.44452,4973220.16548
9693,493636.63669,4973625.62732
9694,493637.02466,4970836.26879
9695,493637.39851,4972008.21947
9696,493638.00516,4972619.18946
9697,493638.5949,4971622.75168
9698,493640.76786,4977782.46732
9699,493640.95279,4970019.78844
9701,493687.17972,4984038.84537
9703,493744.94149,4977836.79701
9704,493758.16466,4976190.37276
9706,493769.68432,4977811.11187
9707,493787.61244,4977915.62686
9709,493821.66387,4978054.45208
9713,493918.09073,4976603.5708
9717,493971.08209,4985934.83938
9718,493977.53787,4985262.75155
9719,493979.36285,4984691.75864
9720,493980.53124,4984259.62642
9721,493982.58947,4983935.24862
9722,493982.73292,4984087.43851
9723,493983.11683,4983658.64007
9724,493985.10223,4983256.5014
9725,493987.87403,4982852.14051
9726,493991.46058,4982475.55094
9727,493992.81219,4975100.05993
9728,493993.48245,4976234.69316
9729,493994.21864,4982055.63834
9730,493995.82346,4981246.92206
9731,493995.94455,4981375.78302
9732,493995.99779,4981432.43742
9733,493999.08459,4978841.88737
9738,494011.08421,4978180.9106
9743,494045.39503,4968416.44347
9744,494046.9742,4970968.06651
9748,494097.54504,4976144.61649
9749,494097.66594,4976275.69813
9750,494110.22937,4977924.20858
9755,494138.65677,4977958.6193
9758,494193.65037,4982056.56483
9760,494194.67131,4978840.59594
9763,494201.28987,4979181.62618
9764,494202.50159,4979648.18961
9765,494202.86427,4980048.10202
9766,494204.80288,4980446.90238
9768,494214.1081,4975914.56162
9771,494246.38707,4975835.66134
9773,494297.16281,4984013.16554
9774,494306.2536,4978382.81862
9777,494342.41162,4984031.56582
9778,494336.56601,4977877.34784
9779,494338.40695,4975500.09917
9781,494352.34427,4971617.63956
9785,494394.1519,4975181.23308
9786,494413.78876,4977788.41072
9787,494424.52854,4974904.60237
9788,494441.90745,4972014.13632
9789,494442.54173,4970013.48935
9790,494443.20512,4970778.8658
9796,494535.87568,4977582.79528
9799,494561.15477,4974841.16583
9800,494566.62376,4987108.72711
9803,494590.15166,4982061.77111
9806,494690.27655,4974480.02813
9810,494744.28663,4972013.88119
9812,494767.21898,4968188.09022
9821,494791.02883,4979000.04718
9823,494792.7391,4979163.34326
9825,494795.23855,4981263.99482
9826,494795.63771,4978848.96552
9827,494796.4851,4980858.52602
9828,494797.0818,4979654.34327
9829,494797.40637,4980053.14481
9830,494798.52215,4980455.27857
9833,494804.20826,4978720.09802
9840,494834.92297,4972799.18228
9844,494855.4733,4972339.71582
9846,494855.38076,4977625.85407
9849,494895.10051,4974018.85522
9850,494899.02721,4972011.53443
9851,494900.33005,4968685.64314
9852,494917.29841,4970161.94953
9853,494949.22635,4977596.89681
9855,494992.01299,4978847.69785
9856,494993.44041,4973613.31447
9859,495049.9919,4970186.28445
9861,495137.76519,4987655.9308
9863,495121.60712,4978146.64118
9865,495127.33446,4968040.06387
9877,495202.2159,4980457.18451
9886,495216.59849,4988072.22994
9892,495236.75585,4984269.56315
9893,495249.22707,4988528.77857
9903,495288.14936,4974018.55398
9909,495305.92621,4984248.84961
9919,495394.83841,4997135.85675
9923,495435.36062,4988936.337
9924,495448.52222,4972013.3423
9938,495536.09883,4996720.28002
9941,495544.66122,4970618.04297
9944,495566.84394,4994568.45275
9947,495578.82404,4992561.06177
9949,495580.62139,4991748.99996
9950,495582.44785,5001169.40978
9952,495593.75856,4978845.03316
9953,495595.19684,4999154.22099
9955,495596.43057,4979289.3781
9957,495599.58861,4978148.5162
9959,495602.12731,4977252.04677
9960,495602.754,4980456.89639
9961,495595.11877,4984247.42155
9966,495656.4837,4984218.38564
9970,495663.68556,4964451.65161
9974,495672.90716,4973428.41711
9976,495684.16138,4984246.47203
9979,495709.43436,4984331.5481
9980,495735.67499,4991751.11603
9983,495782.81435,4984479.24575
9985,495786.00655,4984540.34184
9991,495845.61718,4991372.23026
9994,495848.6863,4970618.94974
9995,495851.95692,4972011.95761
9997,495867.32794,4984790.23594
9999,495881.86984,4980457.82132
10000,495907.03362,4973076.34384
10006,495952.729,4985271.19111
10008,495993.48855,4978148.92384
10009,495995.97776,4978849.21212
10011,496009.45837,4963748.26544
10013,496062.15935,5001164.65054
10018,496125.27211,4991749.75619
10019,496134.82934,4977622.73132
10020,496148.62223,4964461.56229
10026,496242.13169,4977663.76937
10028,496270.28906,4977252.73322
10029,496270.57707,4980450.91747
10032,496319.54837,4986070.80146
10033,496349.33489,4970610.86915
10035,496370.86919,4972381.55734
10036,496377.29423,4978152.47188
10039,496396.8229,4983409.09666
10040,496397.07896,4982465.96485
10041,496397.08118,4983866.77694
10042,496397.14892,4982869.43392
10043,496398.42865,4982063.82828
10047,496451.25849,4979253.29874
10048,496458.83535,4980118.66059
10050,496492.83029,4991746.21051
10054,496565.60089,4964509.98065
10065,496648.61745,4970602.92975
10066,496678.21456,4980456.24695
10069,496709.59307,4978153.40316
10071,496725.13135,4978153.39518
10074,496746.88233,4977496.86315
10076,496775.51176,4963827.81578
10077,496778.83222,4977188.36014
10078,496779.97208,4977258.78831
10081,496797.15864,4977080.26394
10082,496799.66586,4977361.31114
10083,496800.44197,4982062.50341
10084,496801.35033,4977259.33302
10087,496810.67598,4980456.17948
10088,496819.25057,4977087.02919
10090,496845.64827,4968207.83783
10091,496846.80245,4968948.77304
10092,496846.84996,4969045.41688
10093,496846.93133,4969210.93337
10094,496847.13043,4969776.57802
10095,496848.16499,4968506.65467
10096,496849.98468,4970602.82765
10098,496864.35909,4962843.56843
10099,496869.82285,4977259.07698
10102,496898.61773,4976937.02371
10108,496973.88737,4980456.10012
10111,497002.99007,4983666.50627
10123,497180.47928,4992964.51528
10124,497186.2386,4991751.42085
10126,497193.97416,4986078.1331
10127,497198.85955,4979251.81663
10130,497202.89062,4981254.71116
10134,497205.40949,4992392.39565
10135,497205.52269,4983666.41442
10136,497206.26523,4978152.05606
10151,497260.39942,4977660.91941
10154,497290.82076,4971069.1841
10159,497319.64834,4964465.1881
10160,497324.75197,4980454.83275
10164,497338.55392,4977622.11726
10165,497339.61315,4982061.14524
10171,497437.95897,5001162.83549
10172,497444.97801,4977261.04316
10174,497472.32754,4970000.6929
10177,497538.86872,4969292.83339
10184,497609.86254,4969047.30887
10191,497654.06869,4968975.08737
10192,497706.90963,4977569.76401
10193,497715.37253,5007678.22348
10196,497792.6301,4983663.9627
