A,B
8318,2063
8319,2062
8325,2053
8370,1713
8381,521
8381,526
8409,2064
8409,2066
8419,2061
8420,2059
8420,2060
8422,2058
8427,2055
8432,1866
8438,1899
8450,1708
8485,2057
8507,2052
8510,2060
8519,1862
8519,1863
8533,2067
8540,480
8540,481
8544,1901
8550,618
8550,619
8555,608
8561,2061
8566,2048
8570,2057
8572,2056
8603,2070
8603,2071
8604,2049
8608,2070
8609,2047
8609,2048
8610,2049
8611,2051
8614,1912
8615,1860
8615,1861
8622,606
8628,174
8628,175
8650,481
8650,482
8662,410
8672,2047
8674,607
8683,2043
8700,1900
8719,1892
8719,1893
8722,1876
8747,410
8759,175
8759,176
8775,1878
8777,1916
8779,2043
8788,1920
8789,1854
8798,482
8806,2043
8830,1917
8833,497
8840,2044
8856,1849
8861,1919
8864,1855
8872,1877
8875,1892
8897,177
8907,1739
8907,1740
8909,1850
8909,1853
8938,497
8939,483
8939,486
8942,501
8956,1745
8964,1740
8964,1741
8965,1848
8965,1849
8970,2031
8970,2039
8986,1918
9007,170
9038,177
9038,178
9042,633
9046,1881
9046,1882
9050,1930
9051,1925
9057,631
9057,633
9063,1745
9063,1746
9077,412
9085,1924
9108,1845
9121,412
9128,2034
9139,1750
9141,1744
9145,1934
9145,1935
9160,473
9168,1753
9168,1754
9173,405
9200,496
9209,622
9209,629
9212,2035
9218,1936
9218,1937
9229,2024
9244,472
9273,397
9273,398
9276,1942
9279,2035
9280,2027
9280,2033
9295,1942
9330,407
9330,416
9337,1946
9337,1947
9350,1885
9356,1887
9387,2090
9412,2020
9414,1943
9418,2021
9421,1840
9427,2015
9428,1956
9446,1945
9446,1946
9454,2014
9455,2017
9467,2009
9469,1944
9469,2001
9470,2013
9477,2016
9487,2009
9489,2013
9490,2010
9504,2012
9511,180
9517,1944
9521,2012
9566,2012
9569,417
9589,2011
9647,2088
9649,1813
9658,2006
9680,2086
9680,2087
9693,2094
9693,2095
9696,423
9704,2085
9719,1813
9719,1814
9726,1836
9727,2097
9743,450
9744,438
9744,440
9765,1963
9774,1993
9821,1994
9827,1960
9827,1968
9829,1963
9863,1991
9999,1967
9999,1968
10000,430
10008,1978
10009,1977
10013,164
10020,466
10033,432
10039,1831
10039,1834
10040,1835
10050,1781
10050,1782
10083,1830
10083,1970
10094,444
10095,447
10111,1831
10127,1981
10127,1982
10136,1979
10136,1980
10160,1972
10160,1974
10172,2100
10210,1980
10210,1990
10211,1974
10212,1979
10212,1990
10217,1983
10254,1779
10254,1780
10282,1809
10288,1824
10288,1983
10290,1987
10295,1793
10323,1989
10324,2102
10325,2105
10366,1984
10383,2105
10387,2109
10426,2271
10426,2272
10432,1788
10447,2479
10455,1820
10456,1988
10459,1786
10459,1789
10463,1787
10465,2103
10469,1985
10470,2112
10470,2114
10471,2104
10500,1786
10537,1801
10558,2341
10587,2339
10638,2391
10705,2328
10712,2390
10722,2347
10785,2389
10787,2458
10922,2375
10955,2370
10955,2372
11458,869
11485,1068
17502,2579
17582,1054
17582,1055
17620,861
17682,1022
17786,1634
17842,1168
17894,1173
18185,1246
18322,538
18445,1743
18594,1984
18629,2482
18655,883
18662,1004
18738,815
18766,1069
18772,1120
18784,1149
18824,1695
18826,1696
18840,1750
18841,1750
18844,1743
18853,1744
18864,1856
18868,1861
18895,1692
18908,188
18908,210
19000,1839
19009,1957
19097,1900
19100,1900
19108,1724
19114,1724
19118,284
19143,1210
19158,1102
19166,1174
19217,1226
19283,623
19313,478
19334,562
19356,1612
19371,1631
19372,1631
19373,2132
19380,2119
19389,953
19407,1023
19407,1025
19510,1367
19542,1585
19568,1453
19582,1454
19583,1453
19584,1454
19585,1455
19586,1487
19601,1286
19621,1992
19630,431
19633,404
19634,404
19659,425
19659,2094
19660,425
19666,431
19735,1333
19776,1955
19776,1958
19781,1769
19844,67
19849,859
19852,1071
19875,1729
19906,1588
19967,1518
19977,1222
19978,1221
19987,1674
25001,2994
25002,3000
25004,2868
25006,2915
25010,2858
25010,2859
25013,2987
25016,3017
25018,2962
25024,2855
25025,2857
25036,2683
25038,2699
25042,2711
25045,2702
25048,2701
25049,2686
25050,2698
25056,2708
25058,2709
25058,2710
25059,2709
25059,2713
25060,3051
25063,2712
25072,2700
25072,2707
25077,2700
25091,2699
25094,3052
25095,3053
25098,2684
25107,2698
25120,2656
25121,2659
25123,2627
25132,898
25132,899
25135,1438
25137,20
25137,86
25150,104
25152,1070
25152,1072
25160,2773
25163,2768
25169,1080
25169,1087
25171,223
25172,84
25172,85
25177,105
25179,1432
25180,2535
25180,2536
25186,1714
25200,2325
25201,2325
25206,2320
25208,2318
25208,2319
25220,12
25227,570
25230,899
25244,2541
25245,2534
25252,1758
25268,2318
25270,2321
25283,2314
25283,2316
25287,2710
25287,2715
25289,2736
25292,2723
25293,2715
25293,2722
25300,2735
25310,2741
25313,2735
25314,2633
25316,2633
25316,2639
25317,2637
25317,2638
25320,347
25323,318
25329,2216
25329,2219
25332,2227
25335,2260
25338,2229
25338,2238
25339,2220
25339,2221
25341,2215
25349,2759
25350,2758
25352,2718
25354,2716
25355,3050
25356,2714
25357,2713
25358,2714
25362,2717
25364,2716
25365,2717
25381,2721
25382,3048
25384,2726
25385,2739
25388,2726
25390,2718
25399,2719
25407,2757
25418,3049
25432,2647
25432,2648
25434,2630
25436,2706
25445,2691
25446,2687
25453,2691
25458,2689
25469,2702
25470,2701
25474,2733
25476,2732
25479,2722
25480,2720
25482,2733
25484,2690
25486,2704
25494,2688
25500,2703
25539,2696
25540,3054
25541,3055
25542,2628
25543,2695
25545,2695
25547,2687
25550,2685
25550,2686
25551,2685
25566,2629
25571,2729
25571,2730
25575,309
25580,2734
25586,2725
25591,2734
25592,2719
25595,2731
25599,2705
25599,2706
25607,2730
25609,2731
25621,2727
25626,313
25629,314
25630,312
25630,313
25640,311
25648,308
25670,344
25670,345
25672,342
25672,343
25675,315
25684,316
25692,340
25697,2693
25698,2694
25699,286
25713,2691
25719,2692
25728,301
25728,302
25731,2630
25746,285
25747,304
25747,305
25755,300
25759,306
25761,303
25767,303
25769,286
25770,287
25774,289
25775,319
25776,299
25776,304
25783,2645
25785,2631
25787,289
25789,287
25794,288
25797,2632
25802,2631
25805,2642
25808,2643
25818,2632
25819,292
25825,2644
25836,2742
25837,2760
25838,2743
25839,2762
25840,2744
25844,2748
25844,2749
25848,2222
25850,2764
25854,2751
25854,2752
25855,2745
25858,2761
25864,2761
25867,2740
25868,2747
25869,2746
25870,2746
25875,2737
25888,2736
25888,2737
25899,2748
25904,2750
25907,2775
25908,2772
25911,3047
25913,2774
25914,2776
25916,2773
25917,2774
25938,2770
25943,2769
25951,2755
25956,2224
25959,2226
25963,2223
25965,2225
25967,2223
25971,2226
25978,2225
25980,2769
25982,2772
25987,2771
25991,2767
25992,2765
25992,2766
25994,2239
25998,2769
26013,2766
26014,2238
26019,2260
26021,2768
26027,2261
26032,380
26032,381
26036,379
26044,333
26044,335
26045,334
26047,329
26047,330
26048,328
26048,368
26054,962
26056,922
26058,2178
26059,2178
26059,2179
26061,2205
26061,2206
26063,381
26063,382
26065,376
26065,390
26069,379
26069,387
26073,384
26073,385
26075,1690
26080,1685
26084,1628
26090,954
26092,912
26095,2201
26096,2207
26098,2191
26106,346
26107,349
26107,355
26109,2195
26110,350
26110,351
26111,2185
26113,349
26116,2209
26126,2728
26128,2217
26128,2218
26140,2208
26142,2210
26148,348
26150,341
26152,345
26155,341
26156,334
26156,356
26159,2194
26161,2198
26164,2200
26170,2199
26171,2193
26172,2192
26174,2190
26176,2190
26179,354
26179,355
26199,357
26200,357
26200,358
26201,356
26203,363
26205,353
26220,362
26223,359
26224,360
26235,361
26242,365
26245,364
26255,367
26270,949
26288,318
26291,323
26292,319
26296,323
26301,338
26309,324
26310,332
26315,336
26315,337
26317,331
26318,333
26321,2635
26325,938
26330,294
26332,293
26335,293
26338,2634
26344,2636
26346,937
26350,905
26352,905
26354,906
26361,904
26365,948
26368,959
26371,374
26372,960
26374,371
26375,326
26375,373
26377,326
26380,327
26383,327
26384,330
26385,331
26396,369
26397,375
26399,372
26401,958
26414,934
26421,908
26425,901
26425,903
26426,910
26428,918
26428,920
26429,931
26433,930
26441,911
26442,911
26445,899
26450,913
26451,900
26459,2133
26459,2134
26461,2234
26461,2235
26467,2234
26470,2187
26477,2156
26480,2203
26480,2230
26482,2205
26494,2204
26497,2202
26498,2189
26504,2233
26506,2188
26506,2233
26508,2188
26514,2233
26515,2234
26523,2180
26523,2181
26534,2172
26538,2182
26543,2171
26545,2184
26548,2179
26548,2180
26554,2182
26559,2181
26564,382
26564,383
26566,383
26566,386
26567,2177
26567,2180
26568,2179
26569,2177
26571,2116
26578,2176
26588,2175
26590,2176
26594,2123
26598,2122
26601,2120
26602,2123
26609,384
26609,386
26612,2163
26614,2159
26620,2160
26626,2160
26629,2163
26634,2162
26641,2164
26642,1686
26642,1689
26644,2129
26644,2130
26647,2173
26648,2128
26655,2175
26656,2175
26661,2174
26664,2174
26667,1688
26671,2172
26672,2174
26674,2230
26674,2237
26676,2240
26678,2235
26678,2236
26680,2254
26681,2253
26685,2236
26690,2258
26690,2259
26698,2257
26700,2249
26701,2241
26703,2252
26705,2250
26706,2251
26708,2251
26720,2137
26720,2138
26723,569
26725,1630
26731,2163
26736,2153
26736,2244
26737,2161
26738,2156
26743,2161
26753,2139
26753,2140
26764,2167
26764,2169
26770,1690
26816,2246
26833,2245
26834,2151
26836,2140
26851,2150
26852,2151
26858,2142
26859,2141
26861,579
26869,2149
26874,2148
26880,2148
26885,2147
26892,2135
26893,2135
26895,1633
26906,1623
26909,1622
26922,1622
26927,1644
26927,1645
26930,930
26935,976
26941,1044
26943,995
26945,882
26946,990
26964,1384
26965,1384
26969,1684
26975,1646
26977,993
26979,964
26983,965
26983,966
26985,967
26987,984
26987,985
26988,985
26991,391
26993,392
26995,377
26995,389
26996,388
27009,389
27010,388
27016,390
27027,393
27030,391
27030,394
27033,967
27033,968
27034,1675
27034,1676
27035,1677
27035,1678
27042,1679
27042,1680
27050,1687
27052,1650
27055,1652
27057,1655
27058,1656
27060,1657
27069,1653
27074,1651
27083,1652
27091,1681
27092,1682
27094,1683
27110,1650
27111,1648
27111,1651
27114,1648
27115,1647
27117,1659
27123,1660
27124,1649
27128,1647
27139,979
27139,980
27142,983
27142,984
27154,987
27154,988
27155,981
27155,987
27156,986
27159,989
27159,991
27161,991
27164,1007
27166,893
27167,975
27169,1003
27173,1009
27175,887
27175,888
27178,1008
27187,926
27189,923
27196,929
27200,925
27201,917
27211,913
27211,914
27212,914
27213,916
27217,915
27221,999
27221,1000
27228,998
27233,974
27250,995
27251,994
27255,995
27260,996
27275,1043
27282,896
27285,1007
27300,986
27301,1424
27303,1413
27309,1409
27325,1668
27326,1669
27329,1664
27350,1639
27368,1038
27368,1039
27369,1018
27369,1032
27371,1024
27380,1033
27394,1411
27398,1025
27399,1408
27413,1409
27419,1034
27419,1035
27420,1030
27423,1031
27424,1027
27427,1028
27433,1040
27436,1586
27437,1416
27446,1414
27447,1413
27452,1418
27453,1412
27454,1422
27459,1421
27465,1417
27468,1588
27471,1404
27472,1410
27482,1402
27490,1410
27494,1411
27518,1405
27531,1381
27545,1401
27547,1400
27551,1390
27551,1391
27567,1428
27570,1426
27578,1396
27586,1397
27588,1430
27589,1431
27602,1395
27610,1375
27619,1133
27619,1138
27620,1122
27621,1055
27621,1056
27639,1051
27659,1041
27661,1040
27679,1150
27681,1139
27706,1061
27707,1060
27711,1062
27716,1062
27717,1061
27720,1069
27728,1057
27729,1058
27733,1121
27733,1131
27741,1065
27764,1158
27765,1159
27781,1142
27781,1145
27784,1138
27784,1141
27785,1142
27812,1369
27822,1076
27829,1118
27843,1129
27847,1128
27850,1123
27857,1112
27858,1116
27869,1125
27881,1126
27881,1127
27899,1171
27905,1089
27905,1090
27911,2671
27913,2625
27915,2617
27915,2618
27918,2569
27920,2532
27920,2535
27922,2532
27925,2672
27927,2653
27935,2610
27937,2607
27937,2608
27938,2603
27939,2626
27941,2558
27943,2603
27944,2615
27948,3056
27949,2605
27949,2606
27951,2614
27953,2612
27954,2613
27958,2612
27960,2613
27965,2606
27966,2611
27979,2556
27994,2557
28008,2555
28010,3058
28019,2624
28020,2650
28020,2653
28022,2640
28029,2640
28033,2614
28035,2619
28035,2620
28036,2615
28038,2646
28041,2646
28049,2616
28052,2620
28059,2608
28059,2609
28060,2609
28060,2623
28072,2622
28077,2621
28097,2641
28098,2641
28103,2640
28105,2616
28108,2654
28118,2619
28120,2623
28131,2561
28137,2571
28140,2560
28144,3057
28164,2559
28174,2573
28178,2572
28179,2562
28180,2564
28197,2563
28198,2565
28217,2561
28226,3059
28230,2571
28242,2583
28249,2584
28249,2586
28250,2588
28257,2575
28258,2577
28262,2600
28265,3060
28269,2601
28270,2599
28271,780
28273,2597
28276,29
28276,30
28280,26
28282,34
28283,30
28284,33
28292,790
28295,2566
28300,2662
28302,2669
28305,2649
28310,2579
28315,777
28317,2580
28320,2676
28323,2668
28326,2660
28330,2675
28333,2655
28335,2660
28338,2655
28343,2656
28345,2654
28350,2649
28353,2657
28355,2657
28366,2658
28384,2657
28397,2680
28403,2681
28404,2673
28412,2679
28413,2576
28420,2674
28427,2578
28427,2580
28431,2682
28463,777
28467,779
28468,778
28479,2676
28524,791
28526,791
28540,2678
28542,2666
28545,2677
28545,2678
28550,2676
28558,2665
28564,2664
28578,2677
28586,2663
28588,2669
28589,2668
28598,2667
28630,2592
28633,2592
28634,2591
28638,2574
28643,2568
28654,2591
28658,2574
28662,2593
28666,803
28666,804
28668,62
28675,36
28675,39
28680,71
28680,73
28684,35
28690,46
28694,803
28698,802
28699,801
28701,811
28701,812
28708,797
28708,804
28712,871
28713,785
28713,871
28716,808
28718,811
28721,789
28722,806
28726,782
28727,781
28729,787
28732,786
28734,785
28734,786
28742,794
28750,793
28753,789
28758,792
28760,793
28769,798
28771,799
28774,797
28774,800
28791,873
28794,876
28795,874
28800,876
28819,865
28820,868
28822,805
28822,810
28823,807
28824,810
28825,806
28829,2588
28831,2587
28835,2587
28878,2663
28892,2662
28911,2670
28913,2670
28919,2585
28925,2590
28928,2589
28931,2590
28937,2589
28942,2594
28944,42
28945,39
28945,42
28949,61
28951,43
28954,44
28954,45
28956,802
28967,60
28972,59
28972,63
28974,46
28977,45
28989,33
28991,37
28992,36
28993,36
29006,34
29023,845
29034,826
29035,819
29038,853
29044,852
29044,853
29049,858
29049,860
29051,855
29053,860
29058,847
29058,864
29059,855
29073,855
29073,856
29079,853
29081,854
29092,846
29095,846
29096,850
29096,851
29109,812
29109,813
29110,816
29112,818
29122,818
29126,70
29130,835
29131,1079
29133,838
29143,844
29144,825
29147,842
29148,844
29153,843
29158,1079
29159,1078
29164,836
29164,837
29169,99
29171,822
29171,823
29173,825
29179,820
29190,824
29198,235
29202,233
29205,235
29207,83
29209,101
29210,100
29223,79
29223,86
29224,77
29229,55
29231,54
29237,56
29239,57
29239,64
29241,57
29243,50
29246,50
29249,47
29249,48
29253,53
29256,72
29257,54
29263,28
29263,35
29265,35
29270,74
29272,80
29272,82
29279,80
29295,83
29296,83
29302,21
29302,22
29303,21
29305,78
29308,79
29320,16
29321,15
29327,2533
29331,3
29332,2537
29334,2538
29336,2595
29336,2596
29341,2598
29342,2596
29345,32
29348,32
29363,2599
29380,30
29385,2539
29390,3
29392,34
29395,3
29395,4
29396,31
29399,31
29402,2
29404,4
29412,25
29414,26
29416,24
29419,6
29420,24
29421,25
29429,4
29431,5
29435,5
29436,15
29438,2540
29451,2541
29471,2531
29480,2531
29487,3061
29497,709
29499,741
29500,2822
29500,2826
29502,754
29502,757
29507,741
29507,745
29508,745
29512,2372
29513,2364
29515,2876
29516,2461
29516,2462
29519,751
29519,752
29523,752
29523,753
29524,774
29525,2813
29525,2814
29526,2840
29526,2841
29528,2821
29529,2453
29529,2461
29538,2452
29544,2830
29544,2831
29545,2451
29547,2800
29550,2805
29555,2856
29559,698
29559,700
29572,2447
29580,2779
29583,2778
29585,2778
29587,2783
29599,3046
29600,2787
29614,2779
29615,2777
29621,703
29621,704
29623,2781
29623,2782
29633,2780
29634,2789
29638,2788
29651,2780
29654,2768
29664,2262
29677,2263
29678,701
29678,702
29685,705
29685,708
29686,707
29686,708
29690,2795
29697,2794
29702,2824
29702,2825
29703,3045
29704,2823
29707,2815
29708,2810
29710,2818
29711,2819
29718,2816
29718,2817
29719,2809
29730,742
29749,743
29749,744
29756,2820
29771,2811
29777,2812
29798,2464
29812,513
29820,514
29827,1765
29827,1766
29844,724
29851,465
29861,462
29862,2485
29873,492
29873,493
29876,710
29878,719
29878,720
29879,1965
29884,1991
29885,1766
29888,723
29903,499
29903,523
29904,645
29906,652
29911,716
29915,695
29916,696
29916,699
29925,717
29925,718
29937,694
29941,695
29942,701
29943,679
29943,680
29945,669
29960,2256
29968,2254
29971,2255
29991,667
29992,675
30013,678
30016,672
30016,677
30023,678
30024,679
30028,677
30035,665
30035,669
30036,664
30040,668
30046,686
30049,685
30051,653
30060,691
30060,693
30061,687
30062,692
30065,690
30068,688
30070,644
30070,689
30071,645
30071,684
30074,684
30078,647
30087,566
30087,568
30089,584
30089,589
30102,559
30111,560
30118,663
30126,583
30126,662
30130,584
30130,585
30131,580
30140,581
30141,578
30146,581
30155,581
30155,582
30156,573
30156,574
30159,659
30184,659
30186,665
30192,587
30196,582
30198,588
30210,564
30216,1620
30218,1617
30228,551
30228,552
30229,559
30242,558
30245,557
30254,558
30256,550
30257,549
30266,1534
30273,1534
30282,601
30283,595
30289,600
30299,658
30303,657
30305,654
30321,596
30323,595
30326,601
30329,649
30331,651
30333,613
30349,612
30355,650
30360,646
30366,651
30367,615
30369,616
30369,617
30371,614
30380,650
30381,618
30400,544
30403,553
30406,557
30412,556
30413,554
30421,553
30426,554
30429,543
30433,545
30436,543
30449,542
30468,555
30477,711
30477,713
30482,709
30483,699
30490,697
30491,696
30492,642
30495,640
30495,643
30498,644
30499,640
30500,639
30503,643
30506,639
30508,641
30510,641
30510,697
30511,642
30519,711
30520,713
30521,714
30521,715
30523,712
30523,713
30530,505
30532,622
30535,624
30536,717
30543,636
30545,716
30548,646
30548,648
30552,648
30552,649
30559,604
30561,605
30569,636
30579,635
30582,635
30584,634
30586,631
30596,620
30605,622
30606,621
30609,524
30609,525
30616,605
30619,501
30619,523
30620,522
30627,524
30628,524
30637,504
30639,625
30639,723
30640,624
30642,718
30642,721
30644,627
30648,626
30650,623
30652,630
30658,628
30660,721
30662,720
30664,511
30665,510
30666,510
30669,512
30671,504
30679,505
30685,510
30694,508
30699,495
30700,507
30707,625
30709,515
30712,511
30712,513
30724,1901
30728,1284
30733,2054
30738,1519
30739,1737
30757,1348
30763,1993
30767,1490
30774,1485
30775,1470
30783,1541
30785,1565
30806,1604
30806,1605
30807,1611
30811,1611
30821,1589
30836,1539
30837,1552
30838,1549
30841,1539
30842,1545
30846,1553
30850,1543
30863,1550
30870,1567
30871,1567
30871,1572
30874,1576
30876,1566
30878,1566
30878,1573
30880,1575
30883,1581
30889,1573
30901,1568
30906,1561
30906,1568
30914,1572
30918,1571
30918,1577
30927,1442
30927,1443
30931,1354
30931,1355
30932,1356
30933,1457
30933,1458
30937,1486
30939,1487
30942,1437
30951,1364
30953,1459
30956,1359
30963,1361
30965,1360
30990,1496
30994,1488
30997,1465
31002,1469
31008,1461
31009,1464
31014,1352
31014,1353
31016,1352
31019,1466
31022,1479
31027,1478
31029,1477
31030,1476
31033,1468
31037,1526
31044,1542
31052,1578
31061,1524
31063,1525
31065,409
31066,1514
31069,1500
31074,2062
31076,1515
31080,1289
31094,1506
31106,1295
31115,1504
31116,1503
31119,1504
31119,1507
31142,1287
31147,1512
31149,1290
31157,1288
31162,1287
31164,2055
31164,2058
31167,1170
31170,1224
31176,261
31176,264
31177,283
31177,1247
31183,1867
31201,1235
31212,1208
31213,1207
31223,1357
31224,1359
31228,1202
31236,1204
31239,1203
31241,1201
31250,1198
31251,1197
31252,1195
31252,1196
31256,1220
31262,1193
31262,1194
31274,1325
31279,1337
31280,1343
31284,1344
31293,1324
31294,1323
31297,1336
31305,1314
31309,1316
31310,1328
31314,1190
31314,1223
31315,1217
31320,1219
31330,1085
31334,270
31340,1094
31342,1182
31342,1187
31343,1180
31346,1179
31369,1181
31372,1092
31376,1098
31382,1095
31389,282
31391,279
31391,280
31397,279
31399,268
31412,1267
31412,1271
31413,1281
31414,1281
31415,1273
31416,1264
31422,1899
31424,1299
31432,1297
31436,1279
31439,1255
31440,1242
31440,1243
31441,1250
31442,1251
31443,1252
31444,1253
31445,1245
31462,1268
31462,1269
31465,1254
31469,1256
31479,1257
31487,1282
31519,1896
31520,1264
31520,1265
31525,1262
31527,1261
31546,1872
31547,1895
31552,1716
31553,274
31553,275
31556,1717
31560,1722
31564,1257
31565,277
31566,275
31580,274
31581,263
31582,1260
31582,1261
31584,1725
31585,1868
31587,1260
31589,1726
31589,1728
31592,1719
31600,1718
31606,1720
31618,402
31623,2036
31651,484
31654,477
31655,476
31658,498
31662,409
31671,473
31671,474
31672,488
31674,487
31675,486
31677,485
31678,483
31678,484
31686,474
31690,487
31703,2080
31709,2046
31711,2076
31726,2068
31726,2069
31730,2073
31733,2072
31738,2074
31741,2050
31743,2050
31745,2056
31760,1913
31767,2078
31768,2079
31772,2081
31783,2045
31788,2040
31798,471
31803,417
31803,418
31805,451
31805,452
31807,494
31808,489
31810,490
31811,490
31811,491
31814,496
31819,471
31820,406
31820,407
31821,415
31829,414
31831,413
31837,413
31839,408
31841,470
31841,491
31842,451
31849,469
31849,470
31859,440
31874,441
31874,442
31875,2089
31876,2083
31879,2093
31893,2082
31899,2089
31903,399
31903,400
31905,420
31905,422
31905,423
31906,2091
31906,2092
31908,2091
31916,2023
31920,2025
31925,2027
31925,2028
31927,2032
31927,2033
31928,1936
31933,2090
31944,2020
31946,2022
31948,2019
31950,2014
31951,2021
31960,426
31960,427
31967,2090
31974,2096
31976,2095
31979,2095
31987,2084
31990,2088
32000,2093
32003,2084
32019,2011
32023,2007
32025,2007
32040,2000
32046,2000
32064,1846
32066,1747
32068,1839
32074,1743
32076,1934
32080,1749
32081,1856
32083,1877
32085,1914
32085,1915
32099,1903
32099,1904
32103,1919
32108,1920
32110,1875
32111,1876
32111,1893
32113,1873
32113,1874
32114,1873
32114,1894
32115,1873
32127,1931
32127,1932
32130,1922
32130,1923
32131,1926
32132,1927
32132,1928
32138,1921
32144,1922
32148,1933
32149,1950
32165,1891
32166,1880
32174,1881
32175,1851
32176,1889
32187,1738
32188,1709
32188,1711
32197,1733
32199,1859
32202,1736
32203,1732
32203,1865
32214,1734
32219,1858
32222,1856
32226,1857
32242,1712
32247,1710
32247,1711
32251,1746
32254,1710
32259,1746
32261,1749
32267,1885
32276,1945
32279,1948
32280,1947
32282,1940
32284,1938
32286,1939
32294,1946
32303,1940
32311,1888
32311,1954
32312,1884
32323,1884
32325,1843
32327,1842
32333,1886
32335,1886
32335,1887
32339,1962
32341,1962
32341,1997
32342,1961
32344,1959
32348,1995
32356,1976
32363,1836
32364,1838
32374,1838
32382,1837
32383,1815
32387,1762
32390,1760
32390,1764
32391,1840
32394,1761
32395,1742
32398,1743
32403,1841
32404,1846
32412,1761
32417,1748
32417,1759
32420,1757
32430,1812
32433,1763
32434,1759
32434,1765
32440,1766
32449,732
32452,733
32452,735
32461,736
32462,735
32463,732
32473,737
32477,739
32479,738
32481,719
32520,725
32533,729
32534,736
32535,730
32545,2483
32547,2482
32551,2481
32554,2483
32559,749
32559,758
32560,766
32561,768
32573,760
32582,764
32585,764
32587,732
32587,770
32602,762
32602,763
32608,759
32618,771
32619,769
32621,770
32622,769
32628,765
32633,765
32656,766
32674,2465
32676,2466
32683,772
32684,774
32688,773
32697,760
32700,761
32707,773
32708,768
32719,762
32723,767
32737,2463
32741,1977
32744,2410
32744,2411
32748,2413
32761,2468
32762,2457
32776,2433
32777,2350
32780,2331
32782,2431
32786,445
32793,2480
32793,2481
32801,2471
32802,2115
32808,435
32814,447
32814,457
32822,453
32823,454
32823,456
32828,460
32833,467
32833,468
32841,455
32845,456
32845,460
32856,443
32857,448
32857,449
32870,443
32876,443
32878,459
32894,446
32895,2478
32902,2476
32903,2106
32906,428
32906,429
32910,433
32918,1978
32928,2113
32928,2114
32931,2112
32940,2457
32942,2472
32943,2469
32943,2470
32946,2422
32946,2474
32948,2480
32954,2473
32956,2469
32971,2468
32972,2467
32975,2456
32975,2474
32983,2419
32989,2425
32989,2431
32990,2110
32990,2111
32992,2423
33006,2420
33008,2418
33011,2111
33014,2421
33015,2420
33023,2110
33025,2417
33038,2416
33040,2416
33042,2417
33055,2424
33057,2422
33061,2435
33067,2423
33076,2425
33076,2427
33089,1809
33091,1986
33091,1988
33096,1986
33105,1823
33107,1788
33108,1822
33108,1823
33129,1980
33130,1809
33130,1817
33131,1827
33134,1817
33135,1982
33138,1971
33141,1967
33145,1966
33151,1994
33154,1976
33158,1965
33168,1970
33169,1969
33171,1974
33173,1982
33176,1973
33178,1973
33187,1972
33188,1816
33189,1830
33189,1831
33198,1834
33201,1833
33215,1829
33218,1816
33220,1832
33223,1987
33236,1805
33236,1818
33239,1825
33239,1826
33242,1825
33246,1822
33248,1818
33248,1819
33263,1791
33264,1797
33265,1796
33272,1795
33274,1794
33274,1795
33285,1808
33287,1795
33287,1797
33293,1765
33294,1794
33295,1782
33304,1805
33307,1799
33310,1806
33312,1807
33317,1792
33318,1798
33320,1798
33324,1797
33331,1804
33337,1800
33338,1790
33339,1790
33339,1791
33340,1792
33340,1793
33345,2345
33345,2346
33354,2393
33355,2392
33370,2415
33374,2414
33376,2395
33379,2395
33380,2394
33387,2342
33388,1821
33391,1819
33392,1804
33401,2344
33408,2343
33423,2399
33424,2400
33442,2351
33443,2326
33443,2327
33454,2337
33463,1803
33472,2340
33476,2338
33480,1787
33482,2349
33492,2330
33496,2329
33499,2436
33502,2438
33506,2446
33507,2446
33513,2437
33521,2436
33521,2456
33525,2439
33527,2431
33529,2429
33529,2439
33533,2440
33535,2429
33539,2438
33540,2434
33544,2436
33545,2434
33547,2435
33551,2432
33582,2430
33589,2428
33603,2441
33609,2437
33610,2438
33630,2441
33635,2429
33635,2440
33638,2439
33646,2453
33646,2454
33646,2455
33647,2446
33647,2453
33650,2445
33652,2445
33654,2442
33655,2442
33657,2440
33657,2443
33659,2443
33660,2442
33667,2409
33669,2445
33672,2444
33674,2332
33675,2353
33678,2354
33678,2355
33679,2335
33679,2355
33684,2377
33684,2379
33685,2380
33686,2403
33688,2350
33689,2353
33692,2388
33695,2351
33695,2352
33697,2387
33698,2352
33698,2354
33699,2336
33699,2337
33702,2335
33702,2336
33708,2332
33710,2331
33715,2408
33719,2405
33721,2404
33723,2404
33723,2409
33727,2378
33727,2386
33729,2386
33733,2405
33733,2406
33737,2385
33738,2386
33740,2385
33740,2406
33749,2376
33750,2375
33755,2360
33756,2361
33767,2358
33769,2334
33771,2334
33772,2333
33777,2359
33777,2360
33789,2366
33789,2369
33790,2373
33793,2374
33802,2368
33809,2371
33812,2370
33812,2371
33814,2372
33814,2373
33828,2362
33830,2367
33838,2365
33840,2365
33841,2366
33852,2316
33854,2317
33856,2837
33857,2838
33859,2804
33861,2832
33861,2833
33862,2834
33862,2835
33869,2827
33870,3044
33871,2831
33872,2828
33874,2829
33875,3043
33883,2841
33884,2821
33894,2836
33898,2839
33913,2799
33942,2806
33942,2807
33946,2804
33951,2801
33968,2808
33969,3042
33971,3041
33976,2848
33978,2875
33981,2880
33984,2882
33986,2847
33988,2946
33989,2952
33989,2955
33992,2951
33995,2842
33996,2844
33996,2845
33997,2843
33999,2875
34003,776
34009,755
34010,756
34012,756
34012,776
34019,2798
