"n","x","y","geometrysou","centroid","external"
35889,512411.86743,5025899.22401,1,0,0
35890,512407.79193,5026060.63748,1,0,0
35891,512416.83197,5025763.47535,1,0,0
35892,512414.52616,5025821.24036,1,0,0
35893,512421.11709,5025694.49363,1,0,0
35894,512425.01283,5025624.5113,1,0,0
35895,512402.41713,5026206.16179,1,0,0
35896,514414.78449,5027121.53955,1,0,0
35897,514410.39357,5027911.64236,1,0,0
35898,514310.08036,5026492.72188,1,0,0
35899,514335.67727,5026561.32604,1,0,0
35900,514228.4726,5026338.66973,1,0,0
35901,514328.55162,5026734.50783,1,0,0
35902,514210.32759,5026956.32012,1,0,0
35903,514196.25886,5027051.60844,1,0,0
35904,514407.0288,5028082.50003,1,0,0
35905,512722.00677,5032800.01078,1,0,0
35906,512717.64421,5033487.57879,1,0,0
35907,513449.8469,5031094.63998,1,0,0
35908,513015.62009,5031865.51272,1,0,0
35909,511921.82723,5032994.63897,1,0,0
35910,512716.92439,5034268.36512,1,0,0
35911,511619.14657,5033028.95658,1,0,0
35912,511136.60544,5033028.08326,1,0,0
35913,510925.8729,5033026.04705,1,0,0
35914,513786.3314,5030601.98987,1,0,0
35915,514376.18133,5031137.01676,1,0,0
35916,511039.06825,5039979.47761,1,0,0
35917,511256.16164,5043659.98554,1,0,0
35918,511129.50327,5043858.51426,1,0,0
35919,511057.72506,5043970.04104,1,0,0
35920,509495.51793,5045266.10801,1,0,0
35921,508085.3121,5045669.08264,1,0,0
35922,507905.27136,5045798.94914,1,0,0
35923,507624.14982,5047173.77973,1,0,0
35924,506298.12897,5047961.32858,1,0,0
35925,507870.17856,5046463.1635,1,0,0
35926,512086.12791,5039973.18634,1,0,0
35927,511807.91827,5041583.46463,1,0,0
35928,512360.94948,5038766.0902,1,0,0
35929,511516.43104,5043188.51282,1,0,0
35930,511391.67663,5043446.47725,1,0,0
35931,495127.94772,5056153.86916,1,0,0
35932,496287.81411,5056138.29519,1,0,0
35933,484981.91123,5060983.83114,1,0,0
35934,486497.69317,5062574.89411,1,0,0
35935,484769.96737,5053434.80852,1,0,0
35936,485303.54467,5053431.08618,1,0,0
35937,479514.37913,5057783.33814,1,0,0
35938,480946.75588,5057791.68652,1,0,0
35939,484961.86452,5057771.04942,1,0,0
35940,484970.94172,5059372.10765,1,0,0
35941,477735.13341,5057789.21261,1,0,0
35942,478534.33932,5057789.29995,1,0,0
35943,479333.84537,5057786.26674,1,0,0
35944,481739.87507,5057789.31449,1,0,0
35945,483345.68141,5057791.70896,1,0,0
35946,484766.60712,5057773.41189,1,0,0
35947,482286.46296,5064161.98878,1,0,0
35948,489948.36326,5054541.66307,1,0,0
35949,490292.5147,5055059.17891,1,0,0
35950,486924.00351,5053422.70661,1,0,0
35951,488141.20182,5053376.39272,1,0,0
35952,485715.38402,5053430.01972,1,0,0
35953,488938.21081,5053715.34116,1,0,0
35954,486725.8763,5063484.99479,1,0,0
35955,492287.08199,5056158.84423,1,0,0
35956,492700.94869,5056180.89987,1,0,0
35957,491069.68241,5055431.76018,1,0,0
35958,491871.6478,5056131.92965,1,0,0
35959,490827.38859,5055342.56465,1,0,0
35960,493513.6097,5056198.55614,1,0,0
35961,494319.29544,5056175.88405,1,0,0
35962,493102.25392,5056188.88708,1,0,0
35963,499232.78908,5056902.9414,1,0,0
35964,499040.73122,5058662.91076,1,0,0
35965,499839.8441,5056943.22571,1,0,0
35966,500401.92168,5057346.97535,1,0,0
35967,500037.14479,5058957.92046,1,0,0
35968,500445.97094,5058960.60271,1,0,0
35969,502946.35627,5058457.21909,1,0,0
35970,503040.18049,5058176.06849,1,0,0
35971,501461.74915,5058209.16233,1,0,0
35972,501696.90493,5058374.42844,1,0,0
35973,497080.40941,5055741.69085,1,0,0
35974,496915.56102,5055768.21197,1,0,0
35975,499047.87764,5059054.31734,1,0,0
35976,499449.60696,5059003.49592,1,0,0
35977,499853.13399,5058957.25547,1,0,0
35978,503054.04493,5056104.16398,1,0,0
35979,503053.74749,5054482.2139,1,0,0
35980,500597.80539,5057494.7546,1,0,0
35981,500641.57661,5057523.31176,1,0,0
35982,503066.29335,5052895.60395,1,0,0
35983,503074.48383,5052091.24702,1,0,0
35984,503053.97343,5053701.40419,1,0,0
35985,503083.77554,5057741.02018,1,0,0
35986,500643.62254,5064106.26945,1,0,0
35987,502945.70006,5059022.05461,1,0,0
35988,502884.25921,5059023.5813,1,0,0
35989,502751.1389,5058582.34033,1,0,0
35990,502942.71705,5058577.65046,1,0,0
35991,501966.4005,5059006.5592,1,0,0
35992,501471.14875,5058971.20377,1,0,0
35993,501061.38996,5058964.34342,1,0,0
35994,500900.50723,5058964.31811,1,0,0
35995,500686.82779,5058962.0689,1,0,0
35996,502269.00137,5059023.54927,1,0,0
35997,502127.04494,5059017.16649,1,0,0
35998,502148.06326,5058584.88097,1,0,0
35999,502269.39497,5058583.92404,1,0,0
36000,501929.40146,5058536.36962,1,0,0
36001,501846.79112,5058478.57229,1,0,0
36002,502643.24891,5059023.36338,1,0,0
36003,502533.60577,5059025.65098,1,0,0
36004,502532.46207,5058582.1366,1,0,0
36005,502371.8808,5058582.51786,1,0,0
36006,502408.00023,5059025.26791,1,0,0
36007,502752.89081,5059024.07742,1,0,0
36008,502944.68949,5058688.52985,1,0,0
36009,533564.61021,5050383.54657,1,0,0
36010,540240.02813,5049556.4471,1,0,0
36011,533633.77236,5008866.01995,1,0,0
36012,536957.49278,5004930.54739,1,0,0
36013,533664.37371,5015902.53378,1,0,0
36014,539226.5946,5015898.49948,1,0,0
36015,531650.55491,5046403.45995,1,0,0
36016,539893.96986,5046350.45928,1,0,0
36017,536369.38817,4996685.52269,1,0,0
36018,537083.98606,4996687.53918,1,0,0
36019,536374.99996,4997477.98414,1,0,0
36020,536640.79593,4998147.51633,1,0,0
36021,535366.63573,5004275.01782,1,0,0
36022,536943.99355,5004658.95281,1,0,0
36023,535415.79505,5001490.04798,1,0,0
36024,536892.83744,4998819.98065,1,0,0
36025,535937.63144,5035142.51092,1,0,0
36026,538331.72692,5041580.52894,1,0,0
36027,527688.81113,5021138.02326,1,0,0
36028,528381.75304,5027751.03038,1,0,0
36029,528399.38758,5022341.4663,1,0,0
36030,530068.82904,5022129.78736,1,0,0
36031,530452.95125,5020397.523,1,0,0
36032,532042.90003,5022346.03515,1,0,0
36033,533116.71881,5017733.95148,1,0,0
36034,539158.77871,5022253.54472,1,0,0
36035,532257.69688,4996638.67289,1,0,0
36036,534608.78063,5027209.46224,1,0,0
36037,539985.91764,5027089.54288,1,0,0
36038,539165.25327,5020654.99133,1,0,0
36039,550001.39089,5027109.5376,1,0,0
36040,550368.2947,5021686.48149,1,0,0
36041,520974.73993,5020866.9474,1,0,0
36042,519296.11645,5022159.40483,1,0,0
36043,536382.92625,4995487.45951,1,0,0
36044,536780.51464,4995456.97342,1,0,0
36045,521659.09157,5020094.14774,1,0,0
36046,523187.31413,5025541.04938,1,0,0
36047,525093.96499,5004740.98045,1,0,0
36048,532106.74261,5004697.50233,1,0,0
36049,522130.11178,4994885.45159,1,0,0
36050,526811.46761,4996256.55126,1,0,0
36051,518023.99063,5005021.67546,1,0,0
36052,523753.55857,5011126.01453,1,0,0
36053,523870.36745,5019731.50825,1,0,0
36054,526080.679,5021125.95036,1,0,0
36055,524408.60087,5018320.98952,1,0,0
36056,528089.43846,5018326.5109,1,0,0
36057,525714.9682,5012707.21722,1,0,0
36058,532675.613,5011651.49052,1,0,0
36059,525800.15459,4996933.47038,1,0,0
36060,526562.56978,4996717.98127,1,0,0
36061,521741.04352,4994853.67136,1,0,0
36062,518003.40844,5004801.6547,1,0,0
36063,525758.66378,5000687.987,1,0,0
36064,525759.90094,4997667.9563,1,0,0
36065,517149.10631,4995264.66883,1,0,0
36066,516201.43852,4994802.3826,1,0,0
36067,517058.75883,5006106.59745,1,0,0
36068,516525.69926,5006317.14944,1,0,0
36069,516150.0749,5006605.90981,1,0,0
36070,517686.68285,5005149.59264,1,0,0
36071,525674.84165,5003106.46363,1,0,0
36072,518156.64544,5015887.51096,1,0,0
36073,521041.0621,5018809.46609,1,0,0
36074,523113.21436,5018346.0007,1,0,0
36075,523727.28626,5012733.44564,1,0,0
36076,515801.283,5010001.46075,1,0,0
36077,523082.23205,5018416.54382,1,0,0
36078,521468.43237,5020260.36132,1,0,0
36079,521055.60557,5018819.62419,1,0,0
36080,522720.59797,5018699.30241,1,0,0
36081,521230.12384,5020525.96144,1,0,0
36082,527161.88786,4996435.78494,1,0,0
36083,529745.37349,5000090.9538,1,0,0
36084,531935.95265,5001126.53552,1,0,0
36085,526948.37386,4996615.95602,1,0,0
36086,536372.49288,4996431.47002,1,0,0
36087,534741.95926,4996242.49373,1,0,0
36088,536383.86359,4994649.4899,1,0,0
36089,535995.41525,4996309.45493,1,0,0
36090,535377.12472,4994256.76577,1,0,0
36091,535122.61002,4994254.46723,1,0,0
36092,534919.46272,4994254.01582,1,0,0
36093,536056.50811,4994259.02355,1,0,0
36094,535786.17627,4994257.16433,1,0,0
36095,536371.07265,4996308.48162,1,0,0
36096,536362.95214,4997109.52932,1,0,0
36097,532547.7887,5001282.95101,1,0,0
36098,530842.133,5018313.02348,1,0,0
36099,527184.21068,5039999.44692,1,0,0
36100,527211.78902,5035184.98117,1,0,0
36101,527215.93436,5027610.12308,1,0,0
36102,527154.45186,5049613.04423,1,0,0
36103,525793.28304,5029568.44475,1,0,0
36104,527192.99195,5027648.908,1,0,0
36105,526081.11107,5028779.28457,1,0,0
36106,525899.7946,5028782.20218,1,0,0
36107,527972.78309,5032354.98038,1,0,0
36108,524964.16255,5035185.98012,1,0,0
36109,523302.67488,5037984.49539,1,0,0
36110,520838.96619,5033592.8017,1,0,0
36111,523954.55064,5030437.28997,1,0,0
36112,519134.46487,5025506.10936,1,0,0
36113,521385.41005,5030378.8173,1,0,0
36114,520395.70932,5030362.31079,1,0,0
36115,524832.22058,5028766.34635,1,0,0
36116,522953.13402,5029561.00083,1,0,0
36117,519135.99222,5022293.67558,1,0,0
36118,518007.06243,5023106.23505,1,0,0
36119,516037.37704,5025492.24483,1,0,0
36120,517256.46435,5023588.40065,1,0,0
36121,516062.04576,5024751.96758,1,0,0
36122,516040.07008,5025110.8609,1,0,0
36123,516039.31184,5025316.49668,1,0,0
36124,517782.10328,5023199.02783,1,0,0
36125,518382.59694,5030323.4449,1,0,0
36126,517966.93122,5030581.43254,1,0,0
36127,517567.37423,5030601.41255,1,0,0
36128,519988.49535,5030347.45017,1,0,0
36129,525621.29494,5028784.50654,1,0,0
36130,525106.52545,5028775.98884,1,0,0
36131,522370.11774,5030346.46796,1,0,0
36132,521985.19249,5030378.99579,1,0,0
36133,522808.4772,5029774.66989,1,0,0
36134,521608.81804,5043236.51752,1,0,0
36135,521614.3115,5044427.52121,1,0,0
36136,521847.85445,5039945.48425,1,0,0
36137,521497.28671,5040517.98666,1,0,0
36138,521806.60041,5043226.98151,1,0,0
36139,521586.69294,5046393.55556,1,0,0
36140,522910.83915,5048786.02572,1,0,0
36141,523962.54816,5048736.97093,1,0,0
36142,521597.22046,5045581.00866,1,0,0
36143,521599.34282,5045644.45387,1,0,0
36144,521610.68944,5044776.02771,1,0,0
36145,521612.72445,5044887.46753,1,0,0
36146,521606.3143,5045184.52557,1,0,0
36147,524757.50925,5048762.95319,1,0,0
36148,524746.47235,5049581.05483,1,0,0
36149,530370.02377,5035170.45756,1,0,0
36150,529051.23135,5027577.54939,1,0,0
36151,532453.1472,5027191.54237,1,0,0
36152,535251.40183,5030322.45952,1,0,0
36153,527788.87447,5028788.03581,1,0,0
36154,527365.84712,5027655.76713,1,0,0
36155,526659.73484,5027789.05446,1,0,0
36156,526627.87288,5027791.25269,1,0,0
36157,526524.20957,5028321.97087,1,0,0
36158,526496.93779,5028684.47752,1,0,0
36159,526518.58862,5027779.904,1,0,0
36160,526518.81216,5027986.99005,1,0,0
36161,526519.72189,5028161.19428,1,0,0
36162,526431.23561,5028770.85722,1,0,0
36163,527114.48659,5027650.45815,1,0,0
36164,526859.29939,5027753.24043,1,0,0
36165,526747.30051,5027791.31444,1,0,0
36166,527790.46194,5028587.95623,1,0,0
36167,535221.84238,5032960.01372,1,0,0
36168,527225.51731,5046399.98422,1,0,0
36169,531968.16816,5049605.0219,1,0,0
36170,530357.93183,5049626.99594,1,0,0
36171,528355.66358,5049630.04068,1,0,0
36172,528751.9035,5049636.51601,1,0,0
36173,529206.4893,5049640.95552,1,0,0
36174,532032.53142,5050407.95179,1,0,0
36175,531956.12356,5050451.00171,1,0,0
36176,531961.25649,5050499.46843,1,0,0
36177,545599.59267,5013539.97823,1,0,0
36178,549927.78591,5016699.00987,1,0,0
36179,544233.81786,5004728.48648,1,0,0
36180,544992.62582,5009065.49848,1,0,0
36181,547651.14242,5004719.57617,1,0,0
36182,544327.80416,4998306.46327,1,0,0
36183,548262.29185,5004718.53089,1,0,0
36184,548745.83707,5011182.47906,1,0,0
36185,556292.78799,5004012.46303,1,0,0
36186,541929.53268,4998310.51938,1,0,0
36187,541015.30616,5004683.97228,1,0,0
36188,544249.91579,5001529.02757,1,0,0
36189,537944.8591,4996691.95136,1,0,0
36190,537954.18252,4996513.4795,1,0,0
36191,537023.10793,4995458.49178,1,0,0
36192,537782.07554,4995456.95522,1,0,0
36193,536873.65637,4995456.51279,1,0,0
36194,537967.79098,4995709.46548,1,0,0
36195,537971.34603,4995456.52686,1,0,0
36196,537963.95901,4996206.47511,1,0,0
36197,537965.72554,4995910.53242,1,0,0
36198,537959.60409,4996408.97275,1,0,0
36199,537963.72229,4996312.01261,1,0,0
36200,537394.84992,5004690.0351,1,0,0
36201,536968.59445,5004683.42592,1,0,0
36202,544793.22547,5015983.04793,1,0,0
36203,539319.16792,5009047.96015,1,0,0
36204,549253.96071,4998303.51285,1,0,0
36205,552467.11353,4998317.00487,1,0,0
36206,552269.62882,5004736.95613,1,0,0
36207,548379.20359,5001530.48559,1,0,0
36208,556315.09447,5003207.52203,1,0,0
36209,548289.5399,5003935.5012,1,0,0
36210,552003.94551,5017224.48497,1,0,0
36211,551400.96359,5017235.99355,1,0,0
36212,550009.58878,5017240.49235,1,0,0
36213,550411.00014,5017239.01619,1,0,0
36214,550546.76602,5017241.5452,1,0,0
36215,550154.42193,5017236.5298,1,0,0
36216,550095.83912,5017238.95363,1,0,0
36217,551225.08716,5017239.45357,1,0,0
36218,550809.96223,5017239.99003,1,0,0
36219,550691.47404,5017243.48228,1,0,0
36220,550672.3407,5017243.9954,1,0,0
36221,551349.52566,5017237.01959,1,0,0
36222,553818.73103,5017638.98118,1,0,0
36223,555200.97394,5017640.46451,1,0,0
36224,552569.7724,5017231.5007,1,0,0
36225,553438.73984,5017242.01263,1,0,0
36226,553607.2919,5017464.53201,1,0,0
36227,553471.53639,5017257.51097,1,0,0
36228,541534.15638,5039978.49863,1,0,0
36229,541556.40341,5033449.98576,1,0,0
36230,549431.77954,5038468.97188,1,0,0
36231,543080.53488,5047965.0259,1,0,0
36232,547867.23382,5047871.48536,1,0,0
36233,542952.3832,5027082.52096,1,0,0
36234,555902.93494,5036838.02657,1,0,0
36235,555977.98541,5030804.03175,1,0,0
36236,549461.42331,5036828.53709,1,0,0
36237,549575.5985,5030286.02611,1,0,0
36238,541553.4528,5027097.02295,1,0,0
36239,543185.41672,5030332.02665,1,0,0
36240,539895.2221,5045786.50929,1,0,0
36241,539911.22002,5042796.95353,1,0,0
36242,540197.2781,5047044.46002,1,0,0
36243,541471.08149,5047155.98513,1,0,0
36244,540841.94563,5041569.04663,1,0,0
36245,552795.66131,5027113.45247,1,0,0
36246,551066.4201,5036847.05078,1,0,0
36247,551076.2421,5047851.96839,1,0,0
36248,549433.65497,5040055.55148,1,0,0
36249,555924.9898,5038450.47603,1,0,0
36250,542206.34858,5057790.48915,1,0,0
36251,546912.51349,5062281.05185,1,0,0
36253,541586.75677,5056335.96109,1,0,0
36254,552595.44575,5059068.5122,1,0,0
36255,551035.41794,5059102.99236,1,0,0
36256,550985.62921,5057857.95512,1,0,0
36257,550960.21504,5058718.49952,1,0,0
36258,549639.18302,5056642.4709,1,0,0
36259,549817.90672,5056808.00043,1,0,0
36260,550128.79955,5057025.0384,1,0,0
36261,550947.88104,5057529.99015,1,0,0
36262,548022.30251,5063826.46295,1,0,0
36263,550963.12093,5059010.95924,1,0,0
36264,553782.22559,5059042.96917,1,0,0
36265,554550.5314,5059440.52448,1,0,0
36266,555219.85111,5059608.96919,1,0,0
36267,555090.27934,5059608.04516,1,0,0
36268,554994.03834,5059606.97329,1,0,0
36269,555406.38463,5059614.51291,1,0,0
36270,563003.57139,4998438.49447,1,0,0
36271,563427.71467,4992071.99111,1,0,0
36272,558797.36366,4957879.97809,1,0,0
36273,560957.38718,4965923.47644,1,0,0
36274,563914.41233,4962662.03957,1,0,0
36275,564229.83653,4942892.49843,1,0,0
36276,568592.90301,4943376.00836,1,0,0
36277,564493.59157,4953079.51405,1,0,0
36278,564581.61027,4944933.97789,1,0,0
36279,563457.06711,4944067.99089,1,0,0
36280,563947.40932,4943121.99149,1,0,0
36281,564147.18155,4942317.00297,1,0,0
36282,565946.0685,4958449.95137,1,0,0
36283,562798.69155,4954263.47149,1,0,0
36284,564454.53251,4954680.5346,1,0,0
36285,566328.34366,4958664.9601,1,0,0
36286,567540.58114,4958498.48299,1,0,0
36287,563343.1968,4981948.03629,1,0,0
36288,568236.09239,4975265.4802,1,0,0
36289,566624.48718,4969105.48374,1,0,0
36290,568229.08865,4969323.54879,1,0,0
36291,563415.52811,4968918.97688,1,0,0
36292,563395.97128,4972301.99074,1,0,0
36293,559728.0345,4965578.52989,1,0,0
36294,564995.93512,4977888.99803,1,0,0
36295,558420.93893,4989999.99703,1,0,0
36296,563179.27014,4990065.95099,1,0,0
36297,563311.18691,4983554.53181,1,0,0
36298,563858.08537,4986817.95001,1,0,0
36299,561602.54891,4986819.54357,1,0,0
36300,562891.82749,4986869.00986,1,0,0
36301,559996.10978,4986802.00975,1,0,0
36302,564806.21965,4989783.54167,1,0,0
36303,563291.70378,4986845.52365,1,0,0
36304,563205.91387,4986853.4498,1,0,0
36305,564326.46279,4990467.50005,1,0,0
36306,564263.66136,5054369.03925,1,0,0
36307,564320.66144,5046739.98858,1,0,0
36308,565087.78727,5020843.5432,1,0,0
36309,565232.05996,5026422.00743,1,0,0
36310,562989.70282,5006542.55194,1,0,0
36311,562972.87132,5008141.48245,1,0,0
36312,559820.6034,4998369.96434,1,0,0
36313,562972.16714,5003284.97742,1,0,0
36314,566303.92375,4998340.96809,1,0,0
36315,563007.43117,5004892.5274,1,0,0
36316,562993.15148,5005855.52981,1,0,0
36317,559378.54051,5013714.53675,1,0,0
36318,561504.03208,5017807.45628,1,0,0
36319,561317.204,5011353.98861,1,0,0
36320,562955.76009,5011370.51787,1,0,0
36321,562651.09972,5018670.00974,1,0,0
36322,557499.37985,5011273.04958,1,0,0
36323,559546.80848,5017643.4917,1,0,0
36324,558736.42721,5017635.01626,1,0,0
36325,561326.69102,5017840.95203,1,0,0
36326,560297.10942,5018057.46935,1,0,0
36327,562953.57254,5010564.55419,1,0,0
36328,564382.34144,5019958.4642,1,0,0
36329,565229.23431,5027216.50255,1,0,0
36330,565647.28469,5027212.95733,1,0,0
36331,566050.46222,5027209.50608,1,0,0
36332,565945.30342,5046355.00563,1,0,0
36333,561055.78916,5054336.51958,1,0,0
36334,557784.18207,5058317.5553,1,0,0
36335,557800.92856,5059905.47248,1,0,0
36336,557814.82007,5055909.98188,1,0,0
36337,557704.0443,5059907.01938,1,0,0
36339,485678.37961,4981237.37813,1,0,0
40000,430374.09348,5027876.7931,1,0,0
40001,429674.30215,5028517.42833,1,0,0
40002,494169.8478,5004489.9801,1,0,0
40003,498285.41244,5010786.32115,1,0,0
40004,476735.89579,4919532.9929,1,0,0
40005,503330.97053,4990143.93077,1,0,0
40006,502918.36332,4989073.10993,1,0,0
40007,501205.89702,4986998.86323,1,0,0
40008,500396.92897,4987773.64948,1,0,0
40009,499593.64269,4987770.98875,1,0,0
40010,498619.41255,4987301.06916,1,0,0
40011,498602.60404,4986927.50956,1,0,0
40012,499592.77863,4986925.57084,1,0,0
40013,497546.58745,4986920.14563,1,0,0
40014,545014.36038,4937776.56695,1,0,0
40015,497196.5605,4986311.08818,1,0,0
40016,497179.59897,4986859.04245,1,0,0
40017,500399.42653,4986492.56474,1,0,0
40019,497206.45973,4984067.99285,1,0,0
40020,498148.80144,4984038.09529,1,0,0
40021,498010.16322,4981253.10248,1,0,0
40022,499013.77045,4982861.4917,1,0,0
40023,498006.53426,4979650.63673,1,0,0
40024,493187.1764,4983245.23257,1,0,0
40025,496599.22751,4980457.39936,1,0,0
40026,492401.01789,4979301.70672,1,0,0
40027,492401.49176,4979039.43269,1,0,0
40028,492900.94625,4979254.39504,1,0,0
40029,491645.15952,4979047.88386,1,0,0
40030,493999.84737,4978695.38995,1,0,0
40031,494992.86611,4978147.83228,1,0,0
40032,494447.85851,4977948.90984,1,0,0
40033,491644.40639,4979647.79601,1,0,0
40034,491646.24487,4979247.11376,1,0,0
40035,490841.8598,4979244.03195,1,0,0
40036,490555.69074,4979243.85707,1,0,0
40037,502292.59019,4979668.17621,1,0,0
40038,501202.00024,4978402.34369,1,0,0
40039,515155.11678,4987728.48446,1,0,0
40040,502383.64969,4978407.94254,1,0,0
40041,498505.49749,4979414.25248,1,0,0
40042,499002.42813,4977850.7572,1,0,0
40043,513139.52721,4988638.41924,1,0,0
40044,515258.27819,4987727.65419,1,0,0
40045,477284.26582,5001053.00753,1,0,0
40046,472277.52139,5003750.96317,1,0,0
40047,476690.09523,5004080.50435,1,0,0
40048,480679.74105,4998707.64712,1,0,0
40049,482775.85353,4990935.98851,1,0,0
40050,477853.51039,5004098.11201,1,0,0
40051,477358.0747,4992140.63513,1,0,0
40052,480688.57158,5004421.20926,1,0,0
40053,466217.55117,4995971.03477,1,0,0
40054,476770.07852,4991885.03707,1,0,0
40055,466808.12985,4995965.75211,1,0,0
40056,485162.65458,4951022.88944,1,0,0
40057,461278.15058,4995190.20478,1,0,0
40058,459734.79653,4994919.84251,1,0,0
40059,461271.59387,4996001.22823,1,0,0
40060,483267.76701,4952655.33123,1,0,0
40061,461457.27199,4985735.04489,1,0,0
40062,454755.57086,4981804.79627,1,0,0
40063,453145.91306,4980731.57683,1,0,0
40064,454041.84473,4979482.93253,1,0,0
40065,454757.27733,4979490.50781,1,0,0
40066,461068.99528,4972457.69749,1,0,0
40067,461132.57776,4971106.40657,1,0,0
40068,463493.71966,4971040.8966,1,0,0
40069,462941.7579,4968517.55607,1,0,0
40070,451600.08778,4961542.6801,1,0,0
40071,448660.81461,4955446.93225,1,0,0
40072,458375.49239,4959570.52788,1,0,0
40073,458855.37933,4959565.22431,1,0,0
40074,458877.56591,4959043.41372,1,0,0
40075,460013.57226,4957065.11586,1,0,0
40076,460013.52414,4956550.43229,1,0,0
40077,470912.8586,4953159.70748,1,0,0
40078,473065.03134,4954860.00098,1,0,0
40079,474191.47171,4957222.62183,1,0,0
40080,474954.80387,4955552.72875,1,0,0
40081,484355.50306,4953180.90944,1,0,0
40082,483576.31028,4952661.09403,1,0,0
40083,489199.77103,4953145.34301,1,0,0
40084,488890.18503,4957203.24877,1,0,0
40085,488439.27115,4954942.50436,1,0,0
40086,490245.09988,4956001.93028,1,0,0
40087,486013.87704,4955464.18084,1,0,0
40088,482359.12028,4954001.08731,1,0,0
40089,481702.09195,4960970.34368,1,0,0
40090,480375.71365,4959700.05925,1,0,0
40091,481180.23931,4959680.78555,1,0,0
40092,482388.93771,4956213.66729,1,0,0
40093,478025.59133,4956571.34983,1,0,0
40094,478023.53724,4957209.08822,1,0,0
40095,478990.31926,4959673.25497,1,0,0
40096,474754.42112,4962099.23895,1,0,0
40097,466074.4037,4964119.9752,1,0,0
40098,473939.48652,4961319.67214,1,0,0
40099,468865.16304,4963595.52267,1,0,0
40100,471660.61587,4962877.38088,1,0,0
40101,475582.29115,4962922.65464,1,0,0
40102,477978.52134,4962891.08704,1,0,0
40103,474768.12312,4962910.55326,1,0,0
40104,477988.91759,4964492.39167,1,0,0
40105,467675.58945,4963641.04885,1,0,0
40106,478791.83139,4964489.27491,1,0,0
40107,480413.25708,4965295.41007,1,0,0
40108,478802.48967,4966494.97402,1,0,0
40109,479610.06186,4966494.67005,1,0,0
40110,478028.03482,4969246.56777,1,0,0
40111,478833.66168,4969243.64903,1,0,0
40112,459431.54383,4969415.28488,1,0,0
40113,460619.02162,4968985.43439,1,0,0
40114,466047.0927,4965507.25738,1,0,0
40115,464871.02791,4965748.91815,1,0,0
40116,503305.36036,4964467.77577,1,0,0
40117,492814.06025,4975330.33481,1,0,0
40118,490535.48533,4962289.85245,1,0,0
40119,489998.0623,4964452.38927,1,0,0
40120,488387.76877,4964892.4754,1,0,0
40121,487381.06013,4964343.94812,1,0,0
40122,487384.40228,4963663.54614,1,0,0
40123,493047.74577,4975143.34067,1,0,0
40124,493278.7022,4975143.64905,1,0,0
40125,493050.75134,4974808.40606,1,0,0
40126,493627.08144,4975144.53962,1,0,0
40127,492287.1653,4975134.54691,1,0,0
40128,491959.262,4974801.57428,1,0,0
40129,484041.81727,4982040.53628,1,0,0
40130,466052.77324,4991936.77076,1,0,0
40131,465257.86559,4987900.69139,1,0,0
40132,463958.94986,4987907.23431,1,0,0
40133,471631.20101,4988499.40853,1,0,0
40134,472320.60852,4986507.57797,1,0,0
40135,475302.85073,4983867.45831,1,0,0
40136,475199.08192,4982056.5274,1,0,0
40137,475296.72925,4981241.13744,1,0,0
40138,475203.4901,4982867.46268,1,0,0
40139,473605.47967,4986087.86644,1,0,0
40140,476110.34908,4984463.67996,1,0,0
40141,477790.58027,4983645.99647,1,0,0
40142,483550.62443,4996091.41971,1,0,0
40143,470827.40651,4984643.05216,1,0,0
40144,469191.08163,4984652.524,1,0,0
40145,475460.70152,4987111.50948,1,0,0
40146,476444.64381,4987095.05214,1,0,0
40147,476711.71765,4986975.66385,1,0,0
40148,477306.20019,4986586.93116,1,0,0
40149,477427.7282,4994263.10363,1,0,0
40150,485489.35231,4996434.71852,1,0,0
40151,483556.25467,4995379.15392,1,0,0
40152,482940.46058,4995369.22009,1,0,0
40153,482907.08625,4996075.25615,1,0,0
40154,480514.31835,4985245.60711,1,0,0
40155,481318.74998,4985249.05534,1,0,0
40156,481742.90651,4985249.0406,1,0,0
40157,482126.80249,4985249.51074,1,0,0
40158,482827.42446,4985257.01876,1,0,0
40159,480095.26947,4983641.05614,1,0,0
40160,482133.00209,4983636.06774,1,0,0
40161,486878.34997,4986449.38357,1,0,0
40162,486680.33114,4985814.5997,1,0,0
40163,488068.72045,4982062.87497,1,0,0
40164,486895.67995,4986065.20145,1,0,0
40165,489520.54497,4988582.48623,1,0,0
40166,493058.59639,4985940.87691,1,0,0
40167,492845.36257,4985528.00323,1,0,0
40168,491652.74943,4983012.17845,1,0,0
40169,486842.0796,4981647.90298,1,0,0
40170,487651.84488,4981654.86283,1,0,0
40171,489139.40291,4981657.531,1,0,0
40172,496047.57449,4977252.86938,1,0,0
40173,492954.92938,4978038.72739,1,0,0
40174,493378.76401,4977857.98698,1,0,0
40175,493009.77599,4977820.89412,1,0,0
40176,492940.15575,4976225.81702,1,0,0
40177,493197.94985,4977231.52366,1,0,0
40178,493386.31226,4976493.45635,1,0,0
40179,491965.85561,4977269.99249,1,0,0
40180,493585.1851,4976613.68904,1,0,0
40181,493342.74455,4977330.76812,1,0,0
40182,493285.75139,4977292.35289,1,0,0
40183,499620.33376,4974001.64478,1,0,0
40184,500584.39386,4975224.70122,1,0,0
40185,495348.82214,4970618.16069,1,0,0
40186,498108.61782,4970498.80141,1,0,0
40187,490013.65676,4969002.66613,1,0,0
