"","a","b"
"3043",2121,40287
"3044",2122,26598
"3045",2123,26594
"3046",2123,26602
"3047",2123,54892
"3048",2124,3672
"3049",2125,3704
"3050",2125,3705
"3051",2126,3705
"3052",2127,40288
"3053",2128,26648
"3054",2129,26644
"3055",2130,3899
"3056",2130,26644
"3057",2130,54894
"3058",2131,54894
"3059",2132,3899
"3060",2132,19373
"3061",2132,54897
"3062",2132,54898
"3063",2133,26459
"3064",2134,26459
"3065",2135,26892
"3066",2135,26893
"3067",2136,5587
"3068",2137,26720
"3069",2138,26720
"3070",2139,26753
"3071",2140,26753
"3072",2140,26836
"3073",2141,26859
"3074",2141,40291
"3075",2142,26858
"3076",2143,40291
"3077",2144,5431
"3078",2145,5576
"3079",2146,5646
"3080",2147,26885
"3081",2148,26874
"3082",2148,26880
"3083",2149,26869
"3084",2150,26851
"3085",2151,26834
"3086",2151,26852
"3087",2152,4273
"3088",2153,26736
"3089",2154,54902
"3090",2155,54902
"3091",2156,26477
"3092",2156,26738
"3093",2157,40285
"3094",2158,40286
"3095",2159,26614
"3096",2159,40284
"3097",2160,26620
"3098",2160,26626
"3099",2161,26737
"3100",2161,26743
"3101",2162,26634
"3102",2163,26612
"3103",2163,26629
"3104",2163,26731
"3105",2164,3946
"3106",2164,26641
"3107",2165,4273
"3108",2166,4452
"3109",2167,26764
"3110",2168,40290
"3111",2169,26764
"3112",2170,40289
"3113",2171,26543
"3114",2172,26534
"3115",2172,26671
"3116",2173,3798
"3117",2173,26647
"3118",2174,26661
"3119",2174,26664
"3120",2174,26672
"3121",2175,26588
"3122",2175,26655
"3123",2175,26656
"3124",2176,26578
"3125",2176,26590
"3126",2177,26567
"3127",2177,26569
"3128",2178,26058
"3129",2178,26059
"3130",2179,26059
"3131",2179,26548
"3132",2179,26568
"3133",2180,26523
"3134",2180,26548
"3135",2180,26567
"3136",2181,26523
"3137",2181,26559
"3138",2181,54899
"3139",2182,26538
"3140",2182,26554
"3141",2183,55127
"3142",2184,26545
"3143",2185,26111
"3144",2186,54810
"3145",2187,26470
"3146",2188,26506
"3147",2188,26508
"3148",2189,26498
"3149",2190,26174
"3150",2190,26176
"3151",2191,26098
"3152",2192,26172
"3153",2193,26171
"3154",2194,26159
"3155",2195,26109
"3156",2195,40258
"3157",2196,40257
"3158",2196,54746
"3159",2197,40258
"3160",2197,53207
"3161",2197,53796
"3162",2198,26161
"3163",2199,26170
"3164",2200,26164
"3165",2201,26095
"3166",2202,26497
"3167",2203,26480
"3168",2204,26494
"3169",2205,26061
"3170",2205,26482
"3171",2206,26061
"3172",2207,26096
"3173",2208,26140
"3174",2208,53149
"3175",2209,26116
"3176",2210,26142
"3177",2210,54744
"3178",2211,40256
"3179",2211,53478
"3180",2212,40255
"3181",2213,40254
"3182",2213,53787
"3183",2214,40253
"3184",2214,53786
"3185",2215,25341
"3186",2216,25329
"3187",2217,26128
"3188",2218,26128
"3189",2219,25329
"3190",2220,25339
"3191",2221,25339
"3192",2222,25848
"3193",2223,25963
"3194",2223,25967
"3195",2224,25956
"3196",2225,25965
"3197",2225,25978
"3198",2226,25959
"3199",2226,25971
"3200",2227,25332
"3201",2228,40280
"3202",2229,25338
"3203",2230,26480
"3204",2230,26674
"3205",2231,54812
"3206",2232,54818
"3207",2233,26504
"3208",2233,26506
"3209",2233,26514
"3210",2234,26461
"3211",2234,26467
"3212",2234,26515
"3213",2235,26461
"3214",2235,26678
"3215",2236,26678
"3216",2236,26685
"3217",2237,26674
"3218",2238,25338
"3219",2238,26014
"3220",2239,25994
"3221",2240,26676
"3222",2241,26701
"3223",2242,40283
"3224",2243,40281
"3225",2243,40282
"3226",2244,26736
"3227",2245,26833
"3228",2246,26816
"3229",2247,40282
"3230",2248,40292
"3231",2249,26700
"3232",2249,40283
"3233",2250,26705
"3234",2251,26706
"3235",2251,26708
"3236",2252,26703
"3237",2253,26681
"3238",2254,26680
"3239",2254,29968
"3240",2255,29971
"3241",2256,29960
"3242",2257,26698
"3243",2257,54822
"3244",2258,26690
"3245",2259,26690
"3246",2260,25335
"3247",2260,26019
"3248",2261,26027
"3249",2262,29664
"3250",2263,29677
"3251",2264,35401
"3252",2265,35491
"3253",2266,35490
"3254",2267,35393
"3255",2267,35400
"3256",2268,35471
"3257",2269,35399
"3258",2270,35402
"3259",2271,10426
"3260",2272,10426
"3261",2272,35232
"3262",2273,35252
"3263",2273,35468
"3264",2274,35467
"3265",2274,35469
"3266",2275,35462
"3267",2276,35578
"3268",2277,35600
"3269",2278,35234
"3270",2278,35254
"3271",2279,35476
"3272",2279,35481
"3273",2280,35253
"3274",2281,35606
"3275",2282,35579
"3276",2283,35594
"3277",2283,35608
"3278",2284,35609
"3279",2285,40343
"3280",2286,35570
"3281",2287,35570
"3282",2287,35658
"3283",2288,35666
"3284",2288,40345
"3285",2289,40345
"3286",2290,40346
"3287",2291,34307
"3288",2291,40346
"3289",2292,35236
"3290",2292,35656
"3291",2293,40344
"3292",2294,35388
"3293",2294,35389
"3294",2295,35279
"3295",2296,35279
"3296",2296,35338
"3297",2296,35360
"3298",2297,35385
"3299",2298,35278
"3300",2298,35377
"3301",2298,35386
"3302",2299,35265
"3303",2299,35272
"3304",2300,35265
"3305",2300,35353
"3306",2301,35344
"3307",2301,35350
"3308",2301,35354
"3309",2302,35365
"3310",2302,35380
"3311",2303,35530
"3312",2304,35530
"3313",2304,35532
"3314",2304,35567
"3315",2305,34288
"3316",2305,35568
"3317",2306,36070
"3318",2307,36067
"3319",2308,36062
"3320",2309,40347
"3321",2310,40348
"3322",2311,40348
"3323",2312,34288
"3324",2313,35560
"3325",2314,25283
"3326",2315,35554
"3327",2315,36066
"3328",2316,25283
"3329",2316,33852
"3330",2316,35565
"3331",2317,33854
"3332",2318,25208
"3333",2318,25268
"3334",2318,35563
"3335",2319,25208
"3336",2320,25206
"3337",2321,25270
"3338",2321,35541
"3339",2322,35536
"3340",2322,35546
"3341",2323,35248
"3342",2323,35544
"3343",2324,35343
"3344",2325,25200
"3345",2325,25201
"3346",2326,33443
"3347",2327,33443
"3348",2328,10705
"3349",2329,33496
"3350",2330,33492
"3351",2331,32780
"3352",2331,33710
"3353",2332,33674
"3354",2332,33708
"3355",2333,33772
"3356",2334,33769
"3357",2334,33771
"3358",2335,33679
"3359",2335,33702
"3360",2336,33699
"3361",2336,33702
"3362",2337,33454
"3363",2337,33699
"3364",2338,33476
"3365",2339,10587
"3366",2340,33472
"3367",2341,10558
"3368",2342,33387
"3369",2343,33408
"3370",2344,33401
"3371",2345,33345
"3372",2346,33345
"3373",2347,10722
"3374",2348,40355
"3375",2349,33482
"3376",2350,32777
"3377",2350,33688
"3378",2351,33442
"3379",2351,33695
"3380",2352,33695
"3381",2352,33698
"3382",2353,33675
"3383",2353,33689
"3384",2354,33678
"3385",2354,33698
"3386",2355,33678
"3387",2355,33679
"3388",2356,40350
"3389",2357,40351
"3390",2358,33767
"3391",2359,33777
"3392",2359,40350
"3393",2360,33755
"3394",2360,33777
"3395",2361,33756
"3396",2362,33828
"3397",2363,40392
"3398",2364,29513
"3399",2365,33838
"3400",2365,33840
"3401",2366,33789
"3402",2366,33841
"3403",2367,33830
"3404",2368,33802
"3405",2369,33789
"3406",2370,10955
"3407",2370,33812
"3408",2371,33809
"3409",2371,33812
"3410",2372,10955
"3411",2372,29512
"3412",2372,33814
"3413",2373,33790
"3414",2373,33814
"3415",2374,33793
"3416",2375,10922
"3417",2375,33750
"3418",2376,33749
"3419",2377,33684
"3420",2378,33727
"3421",2379,33684
"3422",2380,33685
"3423",2381,40353
"3424",2382,40354
"3425",2383,40352
"3426",2384,40352
"3427",2385,33737
"3428",2385,33740
"3429",2386,33727
"3430",2386,33729
"3431",2386,33738
"3432",2387,33697
"3433",2388,33692
"3434",2389,10785
"3435",2390,10712
"3436",2391,10638
"3437",2392,33355
"3438",2393,33354
"3439",2394,33380
"3440",2395,33376
"3441",2395,33379
"3442",2395,40356
"3443",2396,40356
"3444",2397,40357
"3445",2397,54260
"3446",2398,40358
"3447",2399,33423
"3448",2400,33424
"3449",2401,40359
"3450",2402,40362
"3451",2403,33686
"3452",2404,33721
"3453",2404,33723
"3454",2405,33719
"3455",2405,33733
"3456",2406,33733
"3457",2406,33740
"3458",2407,34065
"3459",2408,33715
"3460",2408,34065
"3461",2409,33667
"3462",2409,33723
"3463",2410,32744
"3464",2411,32744
"3465",2411,40362
"3466",2412,54256
"3467",2413,32748
"3468",2414,33374
"3469",2414,54260
"3470",2415,33370
"3471",2416,33038
"3472",2416,33040
"3473",2417,33025
"3474",2417,33042
"3475",2418,33008
"3476",2419,32983
"3477",2420,33006
"3478",2420,33015
"3479",2421,33014
"3480",2422,32946
"3481",2422,33057
"3482",2423,32992
"3483",2423,33067
"3484",2424,33055
"3485",2425,32989
"3486",2425,33076
"3487",2425,54263
"3488",2426,54263
"3489",2427,33076
"3490",2428,33589
"3491",2429,33529
"3492",2429,33535
"3493",2429,33635
"3494",2430,33582
"3495",2431,32782
"3496",2431,32989
"3497",2431,33527
"3498",2432,33551
"3499",2433,32776
"3500",2434,33540
"3501",2434,33545
"3502",2435,33061
"3503",2435,33547
"3504",2436,33499
"3505",2436,33521
"3506",2436,33544
"3507",2437,33513
"3508",2437,33609
"3509",2438,33502
"3510",2438,33539
"3511",2438,33610
"3512",2439,33525
"3513",2439,33529
"3514",2439,33638
"3515",2440,33533
"3516",2440,33635
"3517",2440,33657
"3518",2441,33603
"3519",2441,33630
"3520",2442,33654
"3521",2442,33655
"3522",2442,33660
"3523",2443,33657
"3524",2443,33659
"3525",2444,33672
"3526",2444,34070
"3527",2445,33650
"3528",2445,33652
"3529",2445,33669
"3530",2446,33506
"3531",2446,33507
"3532",2446,33647
"3533",2447,29572
"3534",2447,34069
"3535",2447,54787
"3536",2448,34050
"3537",2449,34050
"3538",2450,34068
"3539",2451,29545
"3540",2452,29538
"3541",2453,29529
"3542",2453,33646
"3543",2453,33647
"3544",2454,33646
"3545",2454,40360
"3546",2455,33646
"3547",2455,54273
"3548",2456,32975
"3549",2456,33521
"3550",2456,54270
"3551",2457,32762
"3552",2457,32940
"3553",2458,10787
"3554",2458,54801
"3555",2458,54804
"3556",2459,40363
"3557",2460,54273
"3558",2461,29516
"3559",2461,29529
"3560",2461,54282
"3561",2462,29516
"3562",2463,32737
"3563",2464,29798
"3564",2465,32674
"3565",2466,32676
"3566",2467,32972
"3567",2468,32761
"3568",2468,32971
"3569",2469,32943
"3570",2469,32956
"3571",2470,32943
"3572",2471,32801
"3573",2472,32942
"3574",2473,32954
"3575",2474,32946
"3576",2474,32975
"3577",2475,40364
"3578",2476,32902
"3579",2477,40365
"3580",2478,32895
"3581",2479,10447
"3582",2480,32793
"3583",2480,32948
"3584",2481,32551
"3585",2481,32793
"3586",2482,18629
"3587",2482,32547
"3588",2483,32545
"3589",2483,32554
"3590",2484,54790
"3591",2485,29862
"3592",2486,34356
"3593",2487,35723
"3594",2488,35457
"3595",2489,35499
"3596",2490,35447
"3597",2491,35484
"3598",2492,35486
"3599",2492,35522
"3600",2493,35244
"3601",2493,35696
"3602",2494,34320
"3603",2495,35247
"3604",2495,35623
"3605",2496,35836
"3606",2497,35640
"3607",2498,35671
"3608",2499,35876
"3609",2500,35678
"3610",2500,36120
"3611",2501,40342
"3612",2502,40342
"3613",2503,36117
"3614",2504,36162
"3615",2505,36114
"3616",2506,36110
"3617",2507,34299
"3618",2507,35904
"3619",2508,35817
"3620",2508,35853
"3621",2509,35889
"3622",2510,35961
"3623",2511,35223
"3624",2511,35953
"3625",2512,35228
"3626",2513,35760
"3627",2514,35793
"3628",2515,35751
"3629",2516,35752
"3630",2517,35698
"3631",2517,35782
"3632",2518,35681
"3633",2519,35720
"3634",2519,35742
"3635",2520,35688
"3636",2520,35693
"3637",2521,35728
"3638",2522,40340
"3639",2523,40340
"3640",2524,35916
"3641",2524,35929
"3642",2525,35685
"3643",2525,35916
"3644",2526,35691
"3645",2526,35982
"3646",2527,35987
"3647",2528,36004
"3648",2529,34315
"3649",2529,35222
"3650",2530,35200
"3651",2531,29471
"3652",2531,29480
"3653",2532,27920
"3654",2532,27922
"3655",2533,29327
"3656",2534,25245
"3657",2535,25180
"3658",2535,27920
"3659",2536,25180
"3660",2537,29332
"3661",2538,29334
"3662",2539,29385
"3663",2540,29438
"3664",2541,25244
"3665",2541,29451
"3666",2541,35020
"3667",2542,34938
"3668",2543,34929
"3669",2543,34938
"3670",2544,35089
"3671",2545,35074
"3672",2546,35066
"3673",2547,35027
"3674",2548,35109
"3675",2549,35133
"3676",2550,35105
"3677",2551,34309
"3678",2552,35212
"3679",2552,35950
"3680",2553,35940
"3681",2553,35944
"3682",2554,35934
"3683",2555,28008
"3684",2556,27979
"3685",2557,27994
"3686",2558,27941
"3687",2559,28164
"3688",2560,3160
"3689",2560,28140
"3690",2561,28131
"3691",2561,28217
"3692",2562,28179
"3693",2563,28197
"3694",2564,28180
"3695",2565,28198
"3696",2566,28295
"3697",2567,40241
"3698",2568,28643
"3699",2569,27918
"3700",2570,40240
"3701",2571,28137
"3702",2571,28230
"3703",2572,28178
"3704",2573,28174
"3705",2574,28638
"3706",2574,28658
"3707",2575,28257
"3708",2576,28413
"3709",2577,28258
"3710",2578,28427
"3711",2579,17502
"3712",2579,28310
"3713",2580,28317
"3714",2580,28427
"3715",2581,40243
"3716",2582,40242
"3717",2583,28242
"3718",2584,28249
"3719",2585,28919
"3720",2586,28249
"3721",2587,28831
"3722",2587,28835
"3723",2588,28250
"3724",2588,28829
"3725",2589,28928
"3726",2589,28937
"3727",2590,28925
"3728",2590,28931
"3729",2591,28634
"3730",2591,28654
"3731",2592,28630
"3732",2592,28633
"3733",2593,28662
"3734",2594,28942
"3735",2595,29336
"3736",2596,29336
"3737",2596,29342
"3738",2597,28273
"3739",2598,29341
"3740",2599,28270
"3741",2599,29363
"3742",2600,28262
"3743",2601,28269
"3744",2602,40250
"3745",2603,27938
"3746",2603,27943
"3747",2604,40250
"3748",2605,27949
"3749",2606,27949
"3750",2606,27965
"3751",2607,27937
"3752",2608,27937
"3753",2608,28059
"3754",2609,28059
"3755",2609,28060
"3756",2610,27935
"3757",2611,27966
"3758",2612,27953
"3759",2612,27958
"3760",2613,27954
"3761",2613,27960
"3762",2614,27951
"3763",2614,28033
"3764",2615,27944
"3765",2615,28036
"3766",2616,28049
"3767",2616,28105
"3768",2617,27915
"3769",2618,27915
"3770",2619,28035
"3771",2619,28118
"3772",2620,28035
"3773",2620,28052
"3774",2621,28077
"3775",2622,28072
"3776",2623,28060
"3777",2623,28120
"3778",2624,28019
"3779",2625,27913
"3780",2626,27939
"3781",2627,25123
"3782",2628,25542
"3783",2629,25566
"3784",2630,25434
"3785",2630,25731
"3786",2631,25785
"3787",2631,25802
"3788",2632,25797
"3789",2632,25818
"3790",2633,25314
"3791",2633,25316
"3792",2634,26338
"3793",2635,26321
"3794",2636,26344
"3795",2637,25317
"3796",2638,25317
"3797",2639,25316
"3798",2640,28022
"3799",2640,28029
"3800",2640,28103
"3801",2641,28097
"3802",2641,28098
"3803",2642,25805
"3804",2643,25808
"3805",2644,25825
"3806",2645,25783
"3807",2646,28038
"3808",2646,28041
"3809",2647,25432
"3810",2648,25432
"3811",2649,28305
"3812",2649,28350
"3813",2650,28020
"3814",2651,40244
"3815",2652,40245
"3816",2652,55124
"3817",2653,27927
"3818",2653,28020
"3819",2654,28108
"3820",2654,28345
"3821",2655,28333
"3822",2655,28338
"3823",2656,25120
"3824",2656,28343
"3825",2657,28353
"3826",2657,28355
"3827",2657,28384
"3828",2658,28366
"3829",2659,25121
"3830",2660,28326
"3831",2660,28335
"3832",2661,40246
"3833",2662,28300
"3834",2662,28892
"3835",2663,28586
"3836",2663,28878
"3837",2664,28564
"3838",2665,28558
"3839",2666,28542
"3840",2667,28598
"3841",2668,28323
"3842",2668,28589
"3843",2669,28302
"3844",2669,28588
"3845",2670,28911
"3846",2670,28913
"3847",2671,27911
"3848",2672,27925
"3849",2673,28404
"3850",2674,28420
"3851",2675,28330
"3852",2676,28320
"3853",2676,28479
"3854",2676,28550
"3855",2677,28545
"3856",2677,28578
"3857",2678,28540
"3858",2678,28545
"3859",2679,28412
"3860",2680,28397
"3861",2681,28403
"3862",2682,28431
"3863",2683,25036
"3864",2684,25098
"3865",2685,25550
"3866",2685,25551
"3867",2686,25049
"3868",2686,25550
"3869",2687,25446
"3870",2687,25547
"3871",2688,25494
"3872",2689,25458
"3873",2690,25484
"3874",2691,25445
"3875",2691,25453
"3876",2691,25713
"3877",2692,25719
"3878",2693,25697
"3879",2694,25698
"3880",2695,25543
"3881",2695,25545
"3882",2696,25539
"3883",2697,40251
"3884",2698,25050
"3885",2698,25107
"3886",2699,25038
"3887",2699,25091
"3888",2700,25072
"3889",2700,25077
"3890",2701,25048
"3891",2701,25470
"3892",2702,25045
"3893",2702,25469
"3894",2703,25500
"3895",2704,25486
"3896",2705,25599
"3897",2706,25436
"3898",2706,25599
"3899",2707,25072
"3900",2708,25056
"3901",2709,25058
"3902",2709,25059
"3903",2710,25058
"3904",2710,25287
"3905",2711,25042
"3906",2712,25063
"3907",2713,25059
"3908",2713,25357
"3909",2714,25356
"3910",2714,25358
"3911",2715,25287
"3912",2715,25293
"3913",2716,25354
"3914",2716,25364
"3915",2717,25362
"3916",2717,25365
"3917",2718,25352
"3918",2718,25390
"3919",2719,25399
"3920",2719,25592
"3921",2720,25480
"3922",2721,25381
"3923",2722,25293
"3924",2722,25479
"3925",2723,25292
"3926",2723,40252
"3927",2724,40252
"3928",2725,25586
"3929",2726,25384
"3930",2726,25388
"3931",2727,25621
"3932",2728,26126
"3933",2729,25571
"3934",2729,54729
"3935",2730,25571
"3936",2730,25607
"3937",2731,25595
"3938",2731,25609
"3939",2732,25476
"3940",2733,25474
"3941",2733,25482
"3942",2734,25580
"3943",2734,25591
"3944",2735,25300
"3945",2735,25313
"3946",2736,25289
"3947",2736,25888
"3948",2737,25875
"3949",2737,25888
"3950",2738,55132
"3951",2739,25385
"3952",2740,25867
"3953",2741,25310
"3954",2742,25836
"3955",2743,25838
"3956",2744,25840
"3957",2745,25855
"3958",2746,25869
"3959",2746,25870
"3960",2747,25868
"3961",2748,25844
"3962",2748,25899
"3963",2749,25844
"3964",2750,25904
"3965",2751,25854
"3966",2752,25854
"3967",2753,40278
"3968",2754,40277
"3969",2755,25951
"3970",2756,40279
"3971",2757,25407
"3972",2758,25350
"3973",2759,25349
"3974",2760,25837
"3975",2761,25858
"3976",2761,25864
"3977",2762,25839
"3978",2763,40276
"3979",2764,25850
"3980",2765,25992
"3981",2766,25992
"3982",2766,26013
"3983",2767,25991
"3984",2768,25163
"3985",2768,26021
"3986",2768,29654
"3987",2769,25943
"3988",2769,25980
"3989",2769,25998
"3990",2770,25938
"3991",2771,25987
"3992",2772,25908
"3993",2772,25982
"3994",2773,25160
"3995",2773,25916
"3996",2774,25913
"3997",2774,25917
"3998",2775,25907
"3999",2776,25914
"4000",2777,29615
"4001",2778,29583
"4002",2778,29585
"4003",2779,29580
"4004",2779,29614
"4005",2780,29633
"4006",2780,29651
"4007",2781,29623
"4008",2782,29623
"4009",2783,29587
"4010",2783,40296
"4011",2784,40296
"4012",2785,40293
"4013",2786,40293
"4014",2787,29600
"4015",2788,29638
"4016",2789,29634
"4017",2790,40294
"4018",2791,40294
"4019",2792,40295
"4020",2793,40295
"4021",2794,29697
"4022",2795,29690
"4023",2796,34020
"4024",2796,34021
"4025",2797,40297
"4026",2798,34019
"4027",2799,33913
"4028",2800,29547
"4029",2801,33951
"4030",2802,40298
"4031",2803,40298
"4032",2804,33859
"4033",2804,33946
"4034",2805,29550
"4035",2806,33942
"4036",2807,33942
"4037",2808,33968
"4038",2809,29719
"4039",2810,29708
"4040",2811,29771
"4041",2812,29777
"4042",2813,29525
"4043",2814,29525
"4044",2815,29707
"4045",2816,29718
"4046",2817,29718
"4047",2818,29710
"4048",2819,29711
"4049",2820,29756
"4050",2821,29528
"4051",2821,33884
"4052",2822,29500
"4053",2823,29704
"4054",2824,29702
"4055",2825,29702
"4056",2826,29500
"4057",2827,33869
"4058",2828,33872
"4059",2829,33874
"4060",2830,29544
"4061",2831,29544
"4062",2831,33871
"4063",2832,33861
"4064",2833,33861
"4065",2834,33862
"4066",2835,33862
"4067",2836,33894
"4068",2837,33856
"4069",2838,33857
"4070",2839,33898
"4071",2840,29526
"4072",2841,29526
"4073",2841,33883
"4074",2842,33995
"4075",2843,33997
"4076",2844,33996
"4077",2844,34032
"4078",2845,33996
"4079",2845,34033
"4080",2846,34029
"4081",2846,34030
"4082",2847,33986
"4083",2848,33976
"4084",2849,34209
"4085",2850,40236
"4086",2851,34211
"4087",2851,34230
"4088",2852,40014
"4089",2853,34210
"4090",2854,34210
"4091",2855,25024
"4092",2856,29555
"4093",2857,25025
"4094",2858,25010
"4095",2859,25010
"4096",2859,40368
"4097",2860,40368
"4098",2861,36278
"4099",2862,40369
"4100",2863,36274
"4101",2864,36277
"4102",2864,36283
"4103",2865,36286
"4104",2866,36293
"4105",2867,34259
"4106",2867,40372
"4107",2868,25004
"4108",2869,34224
"4109",2869,34226
"4110",2870,34218
"4111",2870,40370
"4112",2870,40371
"4113",2871,40370
"4114",2872,34221
"4115",2873,34214
"4116",2874,34212
"4117",2875,33978
"4118",2875,33999
"4119",2876,29515
"4120",2876,40412
"4121",2877,40411
"4122",2878,34165
"4123",2879,34175
"4124",2880,33981
"4125",2881,34035
"4126",2881,34040
"4127",2882,33984
"4128",2883,34174
"4129",2884,34161
"4130",2885,34165
"4131",2886,34169
"4132",2887,40373
"4133",2888,34162
"4134",2889,34185
"4135",2890,40374
"4136",2891,34045
"4137",2892,36063
"4138",2893,36071
"4139",2894,36064
"4140",2895,36060
"4141",2896,36049
"4142",2897,40349
"4143",2898,40391
"4144",2899,40390
"4145",2900,34137
"4146",2901,34104
"4147",2902,40380
"4148",2903,34194
"4149",2904,40396
"4150",2905,40394
"4151",2906,40395
"4152",2907,36090
"4153",2908,36191
"4154",2909,36018
"4155",2910,40393
"4156",2911,36024
"4157",2912,40397
"4158",2913,36024
"4159",2914,34273
"4160",2914,40383
"4161",2915,25006
"4162",2915,34273
"4163",2915,34275
"4164",2916,36271
"4165",2916,36296
"4166",2917,36302
"4167",2918,36208
"4168",2918,36312
"4169",2918,36313
"4170",2919,36204
"4171",2919,36206
"4172",2919,36208
"4173",2920,36209
"4174",2921,36187
"4175",2921,36188
"4176",2922,36012
"4177",2923,36097
"4178",2924,36083
"4179",2925,34101
"4180",2926,34134
"4181",2927,34134
"4182",2928,40377
"4183",2929,40376
"4184",2930,34102
"4185",2931,34150
"4186",2932,34099
"4187",2932,34121
"4188",2933,34081
"4189",2934,34067
"4190",2935,34073
"4191",2935,34078
"4192",2936,34062
"4193",2937,34077
"4194",2938,34056
"4195",2939,34147
"4196",2940,40378
"4197",2941,40379
"4198",2942,34148
"4199",2943,34194
"4200",2943,40381
"4201",2944,40382
"4202",2945,34191
"4203",2946,33988
"4204",2947,40388
"4205",2948,34190
"4206",2949,34187
"4207",2950,34183
"4208",2951,33992
"4209",2951,34159
"4210",2952,33989
"4211",2953,34244
"4212",2953,34246
"4213",2954,34244
"4214",2954,34255
"4215",2955,33989
"4216",2956,34255
"4217",2956,34257
"4218",2957,40408
"4219",2958,40410
"4220",2959,36289
"4221",2959,36292
"4222",2960,36287
"4223",2960,36299
"4224",2961,36294
"4225",2962,25018
"4226",2962,34231
"4227",2962,34267
"4228",2963,40409
"4229",2964,34271
"4230",2965,34233
"4231",2966,34234
"4232",2967,34234
"4233",2968,34266
"4234",2969,40384
"4235",2970,40385
"4236",2971,34241
"4237",2972,34238
"4238",2973,36140
"4239",2974,36169
"4240",2975,36136
"4241",2976,36099
"4242",2976,36149
"4243",2977,36107
"4244",2977,36152
"4245",2978,40402
"4246",2979,36152
"4247",2980,36167
"4248",2981,36153
"4249",2982,36150
"4250",2983,40403
"4251",2984,36239
"4252",2985,36229
"4253",2986,36237
"4254",2986,36245
"4255",2987,25013
"4256",2987,36235
"4257",2988,40406
"4258",2989,40405
"4259",2990,40404
"4260",2991,36026
"4261",2992,36246
"4262",2992,36248
"4263",2993,36333
"4264",2993,36335
"4265",2994,25001
"4266",2995,36249
"4267",2996,40407
"4268",2997,36231
"4269",2998,36243
"4270",2999,36240
"4271",3000,25002
"4272",3000,36247
"4273",3001,36250
"4274",3002,36250
"4275",3003,36253
"4276",3004,36263
"4277",3005,36054
"4278",3006,36031
"4279",3007,36056
"4280",3008,36029
"4281",3009,36053
"4282",3010,36055
"4283",3011,36055
"4284",3012,36052
"4285",3013,36052
"4286",3013,36057
"4287",3014,36203
"4288",3014,40398
"4289",3015,36202
"4290",3015,40399
"4291",3016,36184
"4292",3017,25016
"4293",3017,36184
"4294",3018,36317
"4295",3019,36327
"4296",3020,36322
"4297",3021,36326
"4298",3022,36328
"4299",3023,36040
"4300",3024,36040
"4301",3024,36223
"4302",3025,40401
"4303",3026,40400
"4304",3027,40400
"4305",3028,36220
"4306",3029,36038
"4307",3030,36038
"4308",3031,35947
"4309",3032,35986
"4310",3033,34290
"4311",3034,36262
"4312",3035,36332
"4313",3036,36331
"4314",3037,36314
"4315",3038,36288
"4316",3039,36290
"4317",3040,36276
"4318",3041,33971
"4319",3042,33969
"4320",3043,33875
"4321",3044,33870
"4322",3045,29703
"4323",3046,29599
"4324",3047,25911
"4325",3048,25382
"4326",3049,25418
"4327",3050,25355
"4328",3051,25060
"4329",3052,25094
"4330",3053,25095
"4331",3054,25540
"4332",3055,25541
"4333",3056,27948
"4334",3057,28144
"4335",3058,28010
"4336",3059,28226
"4337",3060,28265
"4338",3061,29487
"4339",3117,3144
"4340",3117,27947
"4341",3144,3117
"4342",3144,3160
"4343",3144,28143
"4344",3144,28165
"4345",3160,2560
"4346",3160,3144
"4347",3160,3182
"4348",3182,3160
"4349",3182,28131
"4350",3182,40001
"4351",3191,3221
"4352",3191,27929
"4353",3191,40000
"4354",3221,3191
"4355",3329,941
"4356",3346,950
"4357",3346,951
"4358",3383,366
"4359",3418,957
"4360",3456,956
"4361",3462,961
"4362",3523,955
"4363",3524,928
"4364",3524,930
"4365",3529,963
"4366",3545,963
"4367",3604,968
"4368",3648,969
"4369",3650,971
"4370",3654,2117
"4371",3654,2118
"4372",3672,2124
"4373",3695,395
"4374",3695,1654
"4375",3704,2125
"4376",3705,2125
"4377",3705,2126
"4378",3713,970
"4379",3713,977
"4380",3716,875
"4381",3724,966
"4382",3724,982
"4383",3738,1003
"4384",3742,1655
"4385",3752,967
"4386",3758,977
"4387",3758,978
"4388",3763,1001
"4389",3763,1002
"4390",3771,1658
"4391",3771,1677
"4392",3782,1005
"4393",3782,1006
"4394",3783,891
"4395",3798,2173
"4396",3800,877
"4397",3804,980
"4398",3804,981
"4399",3805,1010
"4400",3811,978
"4401",3811,992
"4402",3846,1011
"4403",3849,884
"4404",3849,892
"4405",3856,873
"4406",3872,878
"4407",3878,985
"4408",3878,987
"4409",3893,1012
"4410",3899,2130
"4411",3899,2132
"4412",3912,867
"4413",3912,868
"4414",3915,884
"4415",3915,885
"4416",3946,2164
"4417",3950,997
"4418",3952,880
"4419",3952,881
"4420",3954,1013
"4421",3962,886
"4422",4010,986
"4423",4010,988
"4424",4047,879
"4425",4068,1014
"4426",4072,1044
"4427",4072,1047
"4428",4074,866
"4429",4094,880
"4430",4097,1019
"4431",4104,65
"4432",4137,1053
"4433",4139,1661
"4434",4171,1063
"4435",4172,1016
"4436",4172,1039
"4437",4181,1067
"4438",4185,1064
"4439",4186,1669
"4440",4186,1684
"4441",4205,1018
"4442",4209,861
"4443",4209,862
"4444",4214,1020
"4445",4214,1021
"4446",4217,1059
