route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,wheelchair_accessible,agency_raw_name,trip_destination,trip_short_name,trip_route_name,pub_dir_id,rm_block_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type,timepoint,stop_distance,stop_is_skipped,arrival_h,arrival_m,departure_h,departure_m,tod,index,trip_num_for_shape,trip_num_total,num_pattern,trip_num_N_most,number_of_stops
672-95,AUG19-MVS-BUS-Weekday-01,15249708-AUG19-MVS-BUS-Weekday-01,Westbound 672  Express / Wayzata P&R /Louisiana Av,1,1700,6720009,1.0,MT2019,,,,,,24000.0,24000.0,17973,1,0,1,1,,,6,40,6,40,pk,858,3,3,1,3,34
542-95,AUG19-MVS-BUS-Weekday-01,15249723-AUG19-MVS-BUS-Weekday-01,Eastbound 542A American / Mall of Amer,0,31044,5420009,1.0,MT2019,,,,,,50940.0,50940.0,56105,1,0,1,1,,,14,9,14,9,op,1044,2,2,1,2,40
542-95,AUG19-MVS-BUS-Weekday-01,15249732-AUG19-MVS-BUS-Weekday-01,Eastbound 542B W 84 ST / Mall of America,0,31042,5420011,1.0,MT2019,,,,,,23280.0,23280.0,50735,1,0,0,1,,,6,28,6,28,pk,1038,2,6,2,6,46
542-95,AUG19-MVS-BUS-Weekday-01,15249734-AUG19-MVS-BUS-Weekday-01,Eastbound 542B W 84 ST / Mall of America,0,31040,5420012,1.0,MT2019,,,,,,27180.0,27180.0,50735,1,0,0,1,,,7,33,7,33,pk,1037,4,6,2,6,45
542-95,AUG19-MVS-BUS-Weekday-01,15249739-AUG19-MVS-BUS-Weekday-01,Westbound 542A American / Norman Ctr,1,31041,5420013,1.0,MT2019,,,,,,23100.0,23100.0,56875,1,0,1,1,,,6,25,6,25,pk,1036,2,5,2,5,44
542-95,AUG19-MVS-BUS-Weekday-01,15249740-AUG19-MVS-BUS-Weekday-01,Westbound 542A American / Norman Ctr,1,31040,5420014,1.0,MT2019,,,,,,24420.0,24420.0,56458,1,1,1,1,,,6,47,6,47,pk,1035,3,5,2,5,45
542-95,AUG19-MVS-BUS-Weekday-01,15249743-AUG19-MVS-BUS-Weekday-01,Westbound 542B W 84 ST / Norman Ctr,1,31044,5420015,1.0,MT2019,,,,,,53760.0,53760.0,56458,1,1,1,1,,,14,56,14,56,op,1042,1,2,2,2,47
542-95,AUG19-MVS-BUS-Weekday-01,15249750-AUG19-MVS-BUS-Weekday-01,Westbound 542B W 84 ST / Norman Ctr,1,31043,5420016,1.0,MT2019,,,,,,50580.0,50580.0,56875,1,0,1,1,,,14,3,14,3,op,1043,1,2,2,2,46
540-95,AUG19-MVS-BUS-Weekday-01,15249753-AUG19-MVS-BUS-Weekday-01,Eastbound 540  76-77Th St / Mall Amer,0,31022,5400001,1.0,MT2019,,,,,,24060.0,24060.0,56105,1,0,0,1,,,6,41,6,41,pk,1046,7,7,1,7,45
540-95,AUG19-MVS-BUS-Weekday-01,15249760-AUG19-MVS-BUS-Weekday-01,Eastbound 540  76-77Th St / Mall Amer,0,31020,5400001,1.0,MT2019,,,,,,32760.0,32760.0,56105,1,0,0,1,,,9,6,9,6,op,1053,9,13,2,13,45
540-95,AUG19-MVS-BUS-Weekday-01,15249769-AUG19-MVS-BUS-Weekday-01,Eastbound 540  76-77Th St / Mall Amer,0,31020,5400004,1.0,MT2019,,,,,,48420.0,48420.0,52068,1,0,0,1,,,13,27,13,27,op,1054,4,13,2,13,57
540-95,AUG19-MVS-BUS-Weekday-01,15249786-AUG19-MVS-BUS-Weekday-01,Westbound 540C  76-77St / 78St-Cahill / Norman Ct,1,31021,5400007,1.0,MT2019,,,,,,22920.0,22920.0,56875,1,0,1,1,,,6,22,6,22,pk,1045,8,8,1,8,53
540-95,AUG19-MVS-BUS-Weekday-01,15249792-AUG19-MVS-BUS-Weekday-01,Westbound 540C  76-77St / 78St-Cahill / Norman Ct,1,31020,5400007,1.0,MT2019,,,,,,40680.0,40680.0,56875,1,0,1,1,,,11,18,11,18,op,1051,7,12,2,11,53
540-95,AUG19-MVS-BUS-Weekday-01,15249797-AUG19-MVS-BUS-Weekday-01,Westbound 540C  76-77St / 78St-Cahill / Norman Ct,1,31020,5400005,1.0,MT2019,,,,,,51480.0,51480.0,56875,1,0,1,1,,,14,18,14,18,op,1052,4,12,2,11,48
860-95,AUG19-MVS-BUS-Weekday-01,15249823-AUG19-MVS-BUS-Weekday-01,Southbound 860  Express/St Paul/Northtown,1,2253,8600002,1.0,MT2019,,,,,,22680.0,22680.0,53385,1,0,0,1,,,6,18,6,18,pk,499,4,5,2,5,27
860-95,AUG19-MVS-BUS-Weekday-01,15249832-AUG19-MVS-BUS-Weekday-01,Southbound 860  Express/St Paul/Northtown,1,1878,8600003,1.0,MT2019,,,,,,21600.0,21600.0,53385,1,0,0,1,,,6,0,6,0,pk,500,1,5,2,5,25
805-95,AUG19-MVS-BUS-Weekday-01,15249851-AUG19-MVS-BUS-Weekday-01,Southbound 805  RIVERDALE/COON RAPIDS/NORTHTOWN,1,31471,8050004,1.0,MT2019,,,,,,21600.0,21600.0,12051,1,0,1,1,,,6,0,6,0,pk,551,3,3,1,3,83
805-95,AUG19-MVS-BUS-Weekday-01,15249852-AUG19-MVS-BUS-Weekday-01,Northbound 805  COON RAPIDS/RIVERDALE/DT ANOKA,0,31471,8050005,1.0,MT2019,,,,,,25200.0,25200.0,56779,1,0,0,1,,,7,0,7,0,pk,552,3,3,1,3,86
805-95,AUG19-MVS-BUS-Weekday-01,15249854-AUG19-MVS-BUS-Weekday-01,Northbound 805  COON RAPIDS/RIVERDALE/DT ANOKA,0,31471,8050005,1.0,MT2019,,,,,,32880.0,32880.0,56779,1,0,0,1,,,9,8,9,8,op,557,6,6,1,6,86
805-95,AUG19-MVS-BUS-Weekday-01,15249855-AUG19-MVS-BUS-Weekday-01,Southbound 805  RIVERDALE/COON RAPIDS/NORTHTOWN,1,31471,8050004,1.0,MT2019,,,,,,36480.0,36480.0,12051,1,0,1,1,,,10,8,10,8,op,556,6,6,1,6,83
538-95,AUG19-MVS-BUS-Weekday-01,15249888-AUG19-MVS-BUS-Weekday-01,Eastbound 538B Southdale / 76-Newton / MOA,0,31628,5380007,1.0,MT2019,,,,,,23700.0,23700.0,53704,1,0,0,1,,,6,35,6,35,pk,1081,4,4,1,4,49
538-95,AUG19-MVS-BUS-Weekday-01,15249897-AUG19-MVS-BUS-Weekday-01,Eastbound 538A Southdale / Southtown / MOA,0,31627,5380005,1.0,MT2019,,,,,,32400.0,32400.0,53704,1,0,1,1,,,9,0,9,0,op,1087,8,8,1,8,51
538-95,AUG19-MVS-BUS-Weekday-01,15249910-AUG19-MVS-BUS-Weekday-01,Westbound 538B  MOA / 76-Newton / Southdale,1,31628,5380003,1.0,MT2019,,,,,,26400.0,26400.0,56880,1,0,1,1,,,7,20,7,20,pk,1079,3,6,2,5,47
538-95,AUG19-MVS-BUS-Weekday-01,15249912-AUG19-MVS-BUS-Weekday-01,Westbound 538B  MOA / 76-Newton / Southdale,1,31626,5380004,1.0,MT2019,,,,,,21900.0,21900.0,56458,1,1,1,1,,,6,5,6,5,pk,1080,2,6,2,5,48
538-95,AUG19-MVS-BUS-Weekday-01,15249923-AUG19-MVS-BUS-Weekday-01,Westbound 538A MOA / Southtown / Southdale,1,31627,5380002,1.0,MT2019,,,,,,35220.0,35220.0,56880,1,0,1,1,,,9,47,9,47,op,1086,8,8,1,8,48
264-95,AUG19-MVS-BUS-Weekday-01,15250072-AUG19-MVS-BUS-Weekday-01,Southbound 264C Express/35 Co Rd C P&R/Minneapolis,1,1818,2640001,1.0,MT2019,,,,,,22620.0,22620.0,52532,1,0,1,1,,,6,17,6,17,pk,1265,7,7,1,7,20
264-95,AUG19-MVS-BUS-Weekday-01,15250078-AUG19-MVS-BUS-Weekday-01,Northbound 264B Express / Roseville / Rosedale,0,1819,2640004,1.0,MT2019,,,,,,30900.0,30900.0,53565,1,1,1,1,,,8,35,8,35,pk,1266,3,3,1,3,14
264-95,AUG19-MVS-BUS-Weekday-01,15250079-AUG19-MVS-BUS-Weekday-01,Northbound 264B Express / Roseville / Rosedale,0,1820,2640004,1.0,MT2019,,,,,,34620.0,34620.0,53565,1,1,1,1,,,9,37,9,37,op,1272,1,2,2,2,14
264-95,AUG19-MVS-BUS-Weekday-01,15250080-AUG19-MVS-BUS-Weekday-01,Northbound 264C Express/35 Co Rd C P&R/Rosedale,0,1822,2640005,1.0,MT2019,,,,,,48720.0,48720.0,53311,1,0,1,1,,,13,32,13,32,op,1273,1,2,2,2,20
264-95,AUG19-MVS-BUS-Weekday-01,15250082-AUG19-MVS-BUS-Weekday-01,Southbound 264C Express/35 Co Rd C P&R/Minneapolis,1,1819,2640001,1.0,MT2019,,,,,,33000.0,33000.0,52532,1,0,1,1,,,9,10,9,10,op,1270,2,3,2,3,20
264-95,AUG19-MVS-BUS-Weekday-01,15250084-AUG19-MVS-BUS-Weekday-01,Southbound 264B Express/Rosedale/Minneapolis,1,1822,2640002,1.0,MT2019,,,,,,51000.0,51000.0,52532,1,0,0,1,,,14,10,14,10,op,1271,1,3,2,3,12
789-95,AUG19-MVS-BUS-Weekday-01,15250121-AUG19-MVS-BUS-Weekday-01,Southbound 789  Trip 2 / Express / U of M,1,2167,7890001,1.0,MT2019,,,,,,28860.0,28860.0,51463,1,1,0,1,,,8,1,8,1,pk,584,2,2,1,2,6
783-95,AUG19-MVS-BUS-Weekday-01,15250128-AUG19-MVS-BUS-Weekday-01,Southbound 783  Trip 2 / Maple Grove / To Mpls,1,2151,7830003,1.0,MT2019,,,,,,21660.0,21660.0,53599,1,0,0,1,,,6,1,6,1,pk,595,4,5,2,5,39
783-95,AUG19-MVS-BUS-Weekday-01,15250129-AUG19-MVS-BUS-Weekday-01,Southbound 783  Trip 6 / Maple Grove / To Mpls,1,2194,7830001,1.0,MT2019,,,,,,30420.0,30420.0,47472,1,0,0,1,,,8,27,8,27,pk,596,1,5,2,5,6
782-95,AUG19-MVS-BUS-Weekday-01,15250136-AUG19-MVS-BUS-Weekday-01,Southbound 782  Trip 3 / Maple Grove / To Mpls,1,2188,7820002,1.0,MT2019,,,,,,23280.0,23280.0,53897,1,1,1,1,,,6,28,6,28,pk,599,3,3,1,3,62
30-95,AUG19-MVS-BUS-Weekday-01,15250229-AUG19-MVS-BUS-Weekday-01,Eastbound 30 Broadway/ Quarry Center/ Westgate Sta,0,31000,300005,1.0,MT2019,,,,,,22560.0,22560.0,40238,1,0,0,1,,,6,16,6,16,pk,1211,6,6,1,6,47
30-95,AUG19-MVS-BUS-Weekday-01,15250235-AUG19-MVS-BUS-Weekday-01,Eastbound 30 Broadway/ Quarry Center/ Westgate Sta,0,31000,300005,1.0,MT2019,,,,,,33420.0,33420.0,40238,1,0,0,1,,,9,17,9,17,op,1218,1,12,2,12,47
30-95,AUG19-MVS-BUS-Weekday-01,15250236-AUG19-MVS-BUS-Weekday-01,Eastbound 30 Broadway/ Quarry Center/ Westgate Sta,0,31001,300006,1.0,MT2019,,,,,,35460.0,35460.0,52661,1,0,0,1,,,9,51,9,51,op,1217,11,12,2,12,39
30-95,AUG19-MVS-BUS-Weekday-01,15250260-AUG19-MVS-BUS-Weekday-01,Westbound 30B Broadway/ Quarry Center/Xerxes-GV Rd,1,31001,300007,1.0,MT2019,,,,,,21780.0,21780.0,15882,1,0,0,1,,,6,3,6,3,pk,1210,6,6,1,6,48
30-95,AUG19-MVS-BUS-Weekday-01,15250266-AUG19-MVS-BUS-Weekday-01,Westbound 30A Broadway/Quarry Center/Knox-GV Rd,1,31001,300008,1.0,MT2019,,,,,,33120.0,33120.0,15882,1,0,0,1,,,9,12,9,12,op,1216,12,12,1,12,41
17-95,AUG19-MVS-BUS-Weekday-01,15250295-AUG19-MVS-BUS-Weekday-01,Eastbound 17W  Wash St NE / To 27th NE,0,1346,170011,1.0,MT2019,,,,,,30240.0,30240.0,5763,1,0,0,1,,,8,24,8,24,pk,1403,5,16,2,10,90
17-95,AUG19-MVS-BUS-Weekday-01,15250299-AUG19-MVS-BUS-Weekday-01,Westbound 17C  24St-Uptown/Knollwood/St Louis Pk,1,1341,170003,1.0,MT2019,,,,,,22560.0,22560.0,15509,1,0,0,1,,,6,16,6,16,pk,1400,6,11,2,8,90
17-95,AUG19-MVS-BUS-Weekday-01,15250301-AUG19-MVS-BUS-Weekday-01,Westbound 17D 24St-Uptown/Tyler-Lake/St Louis Pk,1,1352,170005,1.0,MT2019,,,,,,30240.0,30240.0,19263,1,0,0,1,,,8,24,8,24,pk,1401,2,11,2,8,69
17-95,AUG19-MVS-BUS-Weekday-01,15250302-AUG19-MVS-BUS-Weekday-01,Eastbound 17  Downtown,0,1347,170010,1.0,MT2019,,,,,,31200.0,31200.0,5763,1,0,0,1,,,8,40,8,40,pk,1402,5,16,2,10,69
17-95,AUG19-MVS-BUS-Weekday-01,15250304-AUG19-MVS-BUS-Weekday-01,Eastbound 17W  Wash St NE / To 27th NE,0,1347,170030,1.0,MT2019,,,,,,38880.0,38880.0,49538,1,0,0,1,,,10,48,10,48,op,1410,6,23,2,11,99
17-95,AUG19-MVS-BUS-Weekday-01,15250305-AUG19-MVS-BUS-Weekday-01,Westbound 17D 24St-Uptown/Tyler-Lake/St Louis Pk,1,1346,170007,1.0,MT2019,,,,,,42420.0,42420.0,19263,1,0,0,1,,,11,47,11,47,op,1409,6,23,2,14,75
17-95,AUG19-MVS-BUS-Weekday-01,15250313-AUG19-MVS-BUS-Weekday-01,Westbound 17B  24St-Uptown / Lake-France,1,1346,170012,1.0,MT2019,,,,,,35220.0,35220.0,15509,1,0,0,1,,,9,47,9,47,op,1408,8,23,2,14,55
17-95,AUG19-MVS-BUS-Weekday-01,15250314-AUG19-MVS-BUS-Weekday-01,Eastbound 17  Downtown,0,1349,170018,1.0,MT2019,,,,,,41040.0,41040.0,5805,1,0,0,1,,,11,24,11,24,op,1411,5,23,2,11,37
671-95,AUG19-MVS-BUS-Weekday-01,15250491-AUG19-MVS-BUS-Weekday-01,Eastbound 671  Express / Downtown,0,31056,6710001,1.0,MT2019,,,,,,22560.0,22560.0,6705,1,0,0,1,,,6,16,6,16,pk,862,3,3,1,3,72
612-95,AUG19-MVS-BUS-Weekday-01,15250503-AUG19-MVS-BUS-Weekday-01,Westbound 612D Hopkins/Smetana Dr,1,2001,6120001,1.0,MT2019,,,,,,33780.0,33780.0,17040,1,0,1,1,,,9,23,9,23,op,959,7,13,2,13,49
612-95,AUG19-MVS-BUS-Weekday-01,15250504-AUG19-MVS-BUS-Weekday-01,Westbound 612F Hopkins/United Health,1,2002,6120002,1.0,MT2019,,,,,,35340.0,35340.0,17040,1,0,1,1,,,9,49,9,49,op,960,6,13,2,13,52
612-95,AUG19-MVS-BUS-Weekday-01,15250525-AUG19-MVS-BUS-Weekday-01,Eastbound 612 Uptown,0,2001,6120003,1.0,MT2019,,,,,,30900.0,30900.0,51365,1,0,0,1,,,8,35,8,35,pk,954,1,1,1,1,51
612-95,AUG19-MVS-BUS-Weekday-01,15250526-AUG19-MVS-BUS-Weekday-01,Eastbound 612 Uptown,0,2001,6120003,1.0,MT2019,,,,,,36180.0,36180.0,51365,1,0,0,1,,,10,3,10,3,op,962,4,11,2,10,51
612-95,AUG19-MVS-BUS-Weekday-01,15250536-AUG19-MVS-BUS-Weekday-01,Eastbound 612 Uptown,0,2002,6120005,1.0,MT2019,,,,,,32460.0,32460.0,48213,1,0,0,1,,,9,1,9,1,op,961,6,11,2,10,53
27-95,AUG19-MVS-BUS-Weekday-01,15250570-AUG19-MVS-BUS-Weekday-01,Westbound 27 35W-LAKE / Via 26St,1,31250,270002,1.0,MT2019,,,,,,32640.0,32640.0,40954,1,0,0,1,,,9,4,9,4,op,1260,13,13,1,13,17
27-95,AUG19-MVS-BUS-Weekday-01,15250574-AUG19-MVS-BUS-Weekday-01,Westbound 27 35W-LAKE / Via 26St,1,31250,270002,1.0,MT2019,,,,,,23640.0,23640.0,40954,1,0,0,1,,,6,34,6,34,pk,1256,6,6,1,6,17
27-95,AUG19-MVS-BUS-Weekday-01,15250575-AUG19-MVS-BUS-Weekday-01,Eastbound 27 Hiawatha-Lake / Via 28St,0,31250,270003,1.0,MT2019,,,,,,30240.0,30240.0,52164,1,0,0,1,,,8,24,8,24,pk,1257,6,6,1,6,13
27-95,AUG19-MVS-BUS-Weekday-01,15250581-AUG19-MVS-BUS-Weekday-01,Eastbound 27 Hiawatha-Lake / Via 28St,0,31250,270003,1.0,MT2019,,,,,,35640.0,35640.0,52164,1,0,0,1,,,9,54,9,54,op,1261,12,12,1,12,13
677-95,AUG19-MVS-BUS-Weekday-01,15250630-AUG19-MVS-BUS-Weekday-01,Eastbound 677 Express/Minneapolis/Hwy 12 Bypass,0,2055,6770002,1.0,MT2019,,,,,,22920.0,22920.0,6910,1,0,0,1,,,6,22,6,22,pk,847,3,3,1,3,50
705-95,AUG19-MVS-BUS-Weekday-01,15250636-AUG19-MVS-BUS-Weekday-01,Northbound 705A  Hillsboro /Winnetka/Super Walmart,0,31070,7050001,1.0,MT2019,,,,,,23880.0,23880.0,52552,1,0,1,1,,,6,38,6,38,pk,779,2,3,2,3,77
705-95,AUG19-MVS-BUS-Weekday-01,15250638-AUG19-MVS-BUS-Weekday-01,Northbound 705A  Hillsboro /Winnetka/Super Walmart,0,31070,7050001,1.0,MT2019,,,,,,38100.0,38100.0,52552,1,0,1,1,,,10,35,10,35,op,787,3,6,2,6,77
705-95,AUG19-MVS-BUS-Weekday-01,15250643-AUG19-MVS-BUS-Weekday-01,Northbound 705B  Douglas Dr/Winnetka/Super Walmart,0,31071,7050002,1.0,MT2019,,,,,,27300.0,27300.0,52552,1,0,1,1,,,7,35,7,35,pk,780,1,3,2,3,69
705-95,AUG19-MVS-BUS-Weekday-01,15250644-AUG19-MVS-BUS-Weekday-01,Northbound 705B  Douglas Dr/Winnetka/Super Walmart,0,31071,7050002,1.0,MT2019,,,,,,34500.0,34500.0,52552,1,0,1,1,,,9,35,9,35,op,788,3,6,2,6,69
705-95,AUG19-MVS-BUS-Weekday-01,15250652-AUG19-MVS-BUS-Weekday-01,Southbound 705A  Winnetka/Hillsboro/Louisiana TC,1,31070,7050003,1.0,MT2019,,,,,,27300.0,27300.0,53217,1,0,0,1,,,7,35,7,35,pk,778,1,3,2,3,76
705-95,AUG19-MVS-BUS-Weekday-01,15250653-AUG19-MVS-BUS-Weekday-01,Southbound 705A  Winnetka/Hillsboro/Louisiana TC,1,31070,7050003,1.0,MT2019,,,,,,34500.0,34500.0,53217,1,0,0,1,,,9,35,9,35,op,785,3,6,2,6,76
705-95,AUG19-MVS-BUS-Weekday-01,15250659-AUG19-MVS-BUS-Weekday-01,Southbound 705B  Winnetka/Douglas Dr/Louisiana TC,1,31071,7050005,1.0,MT2019,,,,,,23340.0,23340.0,53217,1,0,0,1,,,6,29,6,29,pk,777,2,3,2,3,67
705-95,AUG19-MVS-BUS-Weekday-01,15250661-AUG19-MVS-BUS-Weekday-01,Southbound 705B  Winnetka/Douglas Dr/Louisiana TC,1,31071,7050005,1.0,MT2019,,,,,,38100.0,38100.0,53217,1,0,0,1,,,10,35,10,35,op,786,3,6,2,6,67
87-95,AUG19-MVS-BUS-Weekday-01,15250667-AUG19-MVS-BUS-Weekday-01,Northbound 87 Rosedale/ Cleveland Ave/ U of M,0,31614,870001,1.0,MT2019,,,,,,22980.0,22980.0,42032,1,0,0,1,,,6,23,6,23,pk,491,9,9,1,9,56
87-95,AUG19-MVS-BUS-Weekday-01,15250668-AUG19-MVS-BUS-Weekday-01,Southbound 87 Highland/ Cleveland Av/ U of M,1,31610,870002,1.0,MT2019,,,,,,24540.0,24540.0,52530,1,0,0,1,,,6,49,6,49,pk,490,9,9,1,9,56
87-95,AUG19-MVS-BUS-Weekday-01,15250671-AUG19-MVS-BUS-Weekday-01,Northbound 87 Rosedale/ Cleveland Ave/ U of M,0,31614,870001,1.0,MT2019,,,,,,34380.0,34380.0,42032,1,0,0,1,,,9,33,9,33,op,495,12,12,1,12,56
87-95,AUG19-MVS-BUS-Weekday-01,15250672-AUG19-MVS-BUS-Weekday-01,Southbound 87 Highland/ Cleveland Av/ U of M,1,31614,870002,1.0,MT2019,,,,,,42420.0,42420.0,52530,1,0,0,1,,,11,47,11,47,op,494,12,12,1,12,56
65-95,AUG19-MVS-BUS-Weekday-01,15250769-AUG19-MVS-BUS-Weekday-01,NORTHbound 65  Dale St / Rosedale,0,1633,650002,1.0,MT2019,,,,,,25080.0,25080.0,52761,1,1,1,1,,,6,58,6,58,pk,892,8,8,1,8,46
65-95,AUG19-MVS-BUS-Weekday-01,15250770-AUG19-MVS-BUS-Weekday-01,SOUTHbound 65 Dale and Grand,1,1634,650003,1.0,MT2019,,,,,,28680.0,28680.0,52531,1,0,1,1,,,7,58,7,58,pk,891,9,9,1,9,43
65-95,AUG19-MVS-BUS-Weekday-01,15250772-AUG19-MVS-BUS-Weekday-01,SOUTHbound 65 Dale and Grand,1,1634,650003,1.0,MT2019,,,,,,33480.0,33480.0,52531,1,0,1,1,,,9,18,9,18,op,897,12,12,1,12,43
65-95,AUG19-MVS-BUS-Weekday-01,15250774-AUG19-MVS-BUS-Weekday-01,NORTHbound 65  Dale St / Rosedale,0,1635,650002,1.0,MT2019,,,,,,41880.0,41880.0,52761,1,1,1,1,,,11,38,11,38,op,898,13,13,1,13,46
604-95,AUG19-MVS-BUS-Weekday-01,15250879-AUG19-MVS-BUS-Weekday-01,Northbound 604 Louisiana Av/Methodist,0,31295,6040001,1.0,MT2019,,,,,,25680.0,25680.0,3540,1,0,0,1,,,7,8,7,8,pk,976,2,2,1,2,24
604-95,AUG19-MVS-BUS-Weekday-01,15250880-AUG19-MVS-BUS-Weekday-01,Southbound 604 Louisiana Av/Methodist/Excel-Grand,1,31295,6040002,1.0,MT2019,,,,,,27360.0,27360.0,52551,1,0,0,1,,,7,36,7,36,pk,975,3,3,1,3,25
604-95,AUG19-MVS-BUS-Weekday-01,15250883-AUG19-MVS-BUS-Weekday-01,Northbound 604 Louisiana Av/Methodist,0,31295,6040001,1.0,MT2019,,,,,,32760.0,32760.0,3540,1,0,0,1,,,9,6,9,6,op,980,6,6,1,6,24
604-95,AUG19-MVS-BUS-Weekday-01,15250884-AUG19-MVS-BUS-Weekday-01,Southbound 604 Louisiana Av/Methodist/Excel-Grand,1,31295,6040002,1.0,MT2019,,,,,,34560.0,34560.0,52551,1,0,0,1,,,9,36,9,36,op,979,6,6,1,6,25
765-95,AUG19-MVS-BUS-Weekday-01,15250901-AUG19-MVS-BUS-Weekday-01,Northbound 765  Express / Target  N Campus,0,1137,7650001,1.0,MT2019,,,,,,26340.0,26340.0,49358,1,1,1,1,,,7,19,7,19,pk,649,5,5,1,5,13
767-95,AUG19-MVS-BUS-Weekday-01,15250915-AUG19-MVS-BUS-Weekday-01,Southbound 767  Express / Downtown,1,2138,7670004,1.0,MT2019,,,,,,22740.0,22740.0,56466,1,1,0,1,,,6,19,6,19,pk,636,1,4,2,4,7
767-95,AUG19-MVS-BUS-Weekday-01,15250916-AUG19-MVS-BUS-Weekday-01,Southbound 767  Express / Downtown,1,1508,7670005,1.0,MT2019,,,,,,23400.0,23400.0,44219,1,0,0,1,,,6,30,6,30,pk,635,3,4,2,4,38
262-95,AUG19-MVS-BUS-Weekday-01,15250957-AUG19-MVS-BUS-Weekday-01,Southbound 262 Ltd Stop / DT ST Paul / Union Depot,1,1616,2620002,1.0,MT2019,,,,,,22860.0,22860.0,53435,1,0,0,1,,,6,21,6,21,pk,1276,2,2,1,2,74
673-95,AUG19-MVS-BUS-Weekday-01,15250962-AUG19-MVS-BUS-Weekday-01,Eastbound 673  Express / Downtown,0,2051,6730001,1.0,MT2019,,,,,,22860.0,22860.0,6069,1,0,0,1,,,6,21,6,21,pk,855,10,10,1,10,14
673-95,AUG19-MVS-BUS-Weekday-01,15250972-AUG19-MVS-BUS-Weekday-01,Westbound 673  Express / C R 73  P&R,1,1490,6730002,1.0,MT2019,,,,,,22800.0,22800.0,17973,1,0,1,1,,,6,20,6,20,pk,854,4,4,1,4,15
664-95,AUG19-MVS-BUS-Weekday-01,15250986-AUG19-MVS-BUS-Weekday-01,Eastbound 664 Express / Downtown,0,1562,6640001,1.0,MT2019,,,,,,25080.0,25080.0,48204,1,0,0,1,,,6,58,6,58,pk,882,4,4,1,4,41
587-95,AUG19-MVS-BUS-Weekday-01,15250997-AUG19-MVS-BUS-Weekday-01,Northbound 587  Express / Downtown,0,1139,5870002,1.0,MT2019,,,,,,25620.0,25620.0,41187,1,0,1,1,,,7,7,7,7,pk,1015,5,5,1,5,35
667-95,AUG19-MVS-BUS-Weekday-01,15251004-AUG19-MVS-BUS-Weekday-01,Eastbound 667  Express / Downtown,0,1819,6670004,1.0,MT2019,,,,,,23220.0,23220.0,53011,1,0,0,1,,,6,27,6,27,pk,879,3,8,2,8,51
667-95,AUG19-MVS-BUS-Weekday-01,15251005-AUG19-MVS-BUS-Weekday-01,Eastbound 667  Express / Downtown,0,1710,6670001,1.0,MT2019,,,,,,26100.0,26100.0,5759,1,0,0,1,,,7,15,7,15,pk,878,5,8,2,8,36
375-95,AUG19-MVS-BUS-Weekday-01,15251023-AUG19-MVS-BUS-Weekday-01,Westbound 375  Express / Minneapolis,1,1833,3750002,1.0,MT2019,,,,,,23880.0,23880.0,53142,1,0,0,1,,,6,38,6,38,pk,1170,7,8,2,8,10
375-95,AUG19-MVS-BUS-Weekday-01,15251033-AUG19-MVS-BUS-Weekday-01,Westbound 375  Express / Minneapolis,1,1901,3750003,1.0,MT2019,,,,,,22140.0,22140.0,53142,1,0,0,1,,,6,9,6,9,pk,1171,1,8,2,8,9
275-95,AUG19-MVS-BUS-Weekday-01,15251040-AUG19-MVS-BUS-Weekday-01,Southbound 275 Express / St Paul,1,1871,2750001,1.0,MT2019,,,,,,21720.0,21720.0,52883,1,0,0,1,,,6,2,6,2,pk,1243,2,5,2,5,19
275-95,AUG19-MVS-BUS-Weekday-01,15251044-AUG19-MVS-BUS-Weekday-01,Southbound 275 Express / St Paul,1,1851,2750003,1.0,MT2019,,,,,,27540.0,27540.0,56173,1,0,0,1,,,7,39,7,39,pk,1242,3,5,2,5,13
722-95,AUG19-MVS-BUS-Weekday-01,15251052-AUG19-MVS-BUS-Weekday-01,Northbound 722A  Shingle Creek / 69Av-Humboldt,0,2076,7220005,1.0,MT2019,,,,,,25200.0,25200.0,51845,1,0,0,1,,,7,0,7,0,pk,733,3,6,2,6,11
722-95,AUG19-MVS-BUS-Weekday-01,15251053-AUG19-MVS-BUS-Weekday-01,Northbound 722B Shingle Creek/Zane Av/Oak Grove Pk,0,2076,7220006,1.0,MT2019,,,,,,27000.0,27000.0,51845,1,0,0,1,,,7,30,7,30,pk,734,3,6,2,6,53
722-95,AUG19-MVS-BUS-Weekday-01,15251056-AUG19-MVS-BUS-Weekday-01,Northbound 722A  Shingle Creek / 69Av-Humboldt,0,2077,7220005,1.0,MT2019,,,,,,32400.0,32400.0,51845,1,0,0,1,,,9,0,9,0,op,741,6,12,2,12,11
722-95,AUG19-MVS-BUS-Weekday-01,15251057-AUG19-MVS-BUS-Weekday-01,Northbound 722B Shingle Creek/Zane Av/Oak Grove Pk,0,2077,7220006,1.0,MT2019,,,,,,34200.0,34200.0,51845,1,0,0,1,,,9,30,9,30,op,742,6,12,2,12,53
722-95,AUG19-MVS-BUS-Weekday-01,15251086-AUG19-MVS-BUS-Weekday-01,Southbound 722  Shingle Creek / Brklyn Ctr TC,1,2075,7220004,1.0,MT2019,,,,,,26160.0,26160.0,50066,1,0,0,1,,,7,16,7,16,pk,732,2,6,2,6,58
