agency_raw_name,trip_id,tod,direction_id,trip_num_for_shape,trip_num_total,trip_num_N_most,headway_secs,start_time,end_time
MT2019,15288502-AUG19-MVS-BUS-Weekday-01,op,1,1,1,1,21600,09:00:00,15:00:00
MT2019,15288510-AUG19-MVS-BUS-Weekday-01,op,0,2,2,2,10800,09:00:00,15:00:00
MT2019,15288512-AUG19-MVS-BUS-Weekday-01,pk,0,4,6,6,2700,06:00:00,09:00:00
MT2019,15288513-AUG19-MVS-BUS-Weekday-01,pk,0,2,6,6,5400,06:00:00,09:00:00
MT2019,15288521-AUG19-MVS-BUS-Weekday-01,op,0,4,5,5,5400,09:00:00,15:00:00
MT2019,15288525-AUG19-MVS-BUS-Weekday-01,op,1,1,1,1,21600,09:00:00,15:00:00
MT2019,15288531-AUG19-MVS-BUS-Weekday-01,op,0,1,5,5,21600,09:00:00,15:00:00
MT2019,15288536-AUG19-MVS-BUS-Weekday-01,pk,0,3,3,3,3600,06:00:00,09:00:00
MT2019,15288887-AUG19-MVS-BUS-Weekday-01,pk,1,3,3,3,3600,06:00:00,09:00:00
MT2019,15288937-AUG19-MVS-BUS-Weekday-01,op,0,1,1,1,21600,09:00:00,15:00:00
MT2019,15288944-AUG19-MVS-BUS-Weekday-01,pk,1,11,17,14,808,06:00:00,09:00:00
MT2019,15288945-AUG19-MVS-BUS-Weekday-01,pk,1,3,17,14,2964,06:00:00,09:00:00
MT2019,15289275-AUG19-MVS-BUS-Weekday-01,pk,1,2,2,2,5400,06:00:00,09:00:00
MT2019,15289496-AUG19-MVS-BUS-Weekday-01,pk,0,5,22,9,883,06:00:00,09:00:00
MT2019,15289503-AUG19-MVS-BUS-Weekday-01,pk,0,4,22,9,1104,06:00:00,09:00:00
MT2019,15289512-AUG19-MVS-BUS-Weekday-01,op,0,13,40,25,1038,09:00:00,15:00:00
MT2019,15289515-AUG19-MVS-BUS-Weekday-01,op,0,12,40,25,1125,09:00:00,15:00:00
MT2019,15289618-AUG19-MVS-BUS-Weekday-01,op,1,12,38,23,1089,09:00:00,15:00:00
MT2019,15289626-AUG19-MVS-BUS-Weekday-01,op,1,11,38,23,1188,09:00:00,15:00:00
MT2019,15289657-AUG19-MVS-BUS-Weekday-01,pk,1,4,19,8,1136,06:00:00,09:00:00
MT2019,15289658-AUG19-MVS-BUS-Weekday-01,pk,1,4,19,8,1136,06:00:00,09:00:00
MT2019,15289929-AUG19-MVS-BUS-Weekday-01,pk,0,3,12,9,2700,06:00:00,09:00:00
MT2019,15289930-AUG19-MVS-BUS-Weekday-01,pk,0,6,12,9,1350,06:00:00,09:00:00
MT2019,15289937-AUG19-MVS-BUS-Weekday-01,op,0,8,24,18,2025,09:00:00,15:00:00
MT2019,15289949-AUG19-MVS-BUS-Weekday-01,op,0,10,24,18,1620,09:00:00,15:00:00
MT2019,15289970-AUG19-MVS-BUS-Weekday-01,pk,1,6,12,9,1350,06:00:00,09:00:00
MT2019,15289974-AUG19-MVS-BUS-Weekday-01,op,1,6,23,17,2660,09:00:00,15:00:00
MT2019,15289978-AUG19-MVS-BUS-Weekday-01,pk,1,3,12,9,2700,06:00:00,09:00:00
MT2019,15289980-AUG19-MVS-BUS-Weekday-01,op,1,11,23,17,1451,09:00:00,15:00:00
MT2019,15293320-AUG19-MVS-BUS-Weekday-01,pk,0,3,3,3,3600,06:00:00,09:00:00
MT2019,15293729-AUG19-MVS-BUS-Weekday-01,pk,0,3,13,5,1384,06:00:00,09:00:00
MT2019,15293730-AUG19-MVS-BUS-Weekday-01,pk,1,5,25,11,950,06:00:00,09:00:00
MT2019,15293732-AUG19-MVS-BUS-Weekday-01,pk,1,6,25,11,792,06:00:00,09:00:00
MT2019,15293734-AUG19-MVS-BUS-Weekday-01,op,1,12,37,21,1021,09:00:00,15:00:00
MT2019,15293740-AUG19-MVS-BUS-Weekday-01,pk,0,2,13,5,2076,06:00:00,09:00:00
MT2019,15293744-AUG19-MVS-BUS-Weekday-01,op,0,10,27,19,1520,09:00:00,15:00:00
MT2019,15293753-AUG19-MVS-BUS-Weekday-01,op,1,9,37,21,1362,09:00:00,15:00:00
MT2019,15293785-AUG19-MVS-BUS-Weekday-01,op,0,9,27,19,1688,09:00:00,15:00:00
MT2019,15415147-AUG19-MVS-BUS-Weekday-01,pk,0,3,3,3,3600,06:00:00,09:00:00
MT2019,15415150-AUG19-MVS-BUS-Weekday-01,op,0,2,6,6,10800,09:00:00,15:00:00
MT2019,15415153-AUG19-MVS-BUS-Weekday-01,op,0,4,6,6,5400,09:00:00,15:00:00
MT2019,15415167-AUG19-MVS-BUS-Weekday-01,pk,1,1,4,3,8100,06:00:00,09:00:00
MT2019,15415168-AUG19-MVS-BUS-Weekday-01,pk,1,2,4,3,4050,06:00:00,09:00:00
MT2019,15415171-AUG19-MVS-BUS-Weekday-01,op,1,2,6,5,8999,09:00:00,15:00:00
MT2019,15415172-AUG19-MVS-BUS-Weekday-01,op,1,3,6,5,6000,09:00:00,15:00:00
MT2019,15697731-AUG19-MVS-BUS-Weekday-01,pk,1,5,5,5,2160,06:00:00,09:00:00
MT2019,15697732-AUG19-MVS-BUS-Weekday-01,pk,0,2,2,2,5400,06:00:00,09:00:00
MT2019,15699613-AUG19-MVS-BUS-Weekday-01,pk,1,3,3,3,3600,06:00:00,09:00:00
MT2019,15699621-AUG19-MVS-BUS-Weekday-01,pk,1,4,13,11,2284,06:00:00,09:00:00
MT2019,15699629-AUG19-MVS-BUS-Weekday-01,pk,1,7,13,11,1305,06:00:00,09:00:00
MT2019,15699647-AUG19-MVS-BUS-Weekday-01,op,0,1,1,1,21600,09:00:00,15:00:00
MT2019,15699650-AUG19-MVS-BUS-Weekday-01,pk,1,9,12,12,1200,06:00:00,09:00:00
MT2019,15699668-AUG19-MVS-BUS-Weekday-01,pk,1,3,12,12,3600,06:00:00,09:00:00
MT2019,15701307-AUG19-MVS-BUS-Weekday-01,pk,1,7,11,9,1262,06:00:00,09:00:00
MT2019,15701308-AUG19-MVS-BUS-Weekday-01,op,1,12,12,12,1800,09:00:00,15:00:00
MT2019,15701313-AUG19-MVS-BUS-Weekday-01,pk,1,2,11,9,4418,06:00:00,09:00:00
MT2019,15701317-AUG19-MVS-BUS-Weekday-01,pk,0,7,13,13,1542,06:00:00,09:00:00
MT2019,15701319-AUG19-MVS-BUS-Weekday-01,pk,0,6,13,13,1800,06:00:00,09:00:00
MT2019,15701358-AUG19-MVS-BUS-Weekday-01,op,0,12,12,12,1800,09:00:00,15:00:00
MT2019,15701398-AUG19-MVS-BUS-Weekday-01,pk,0,5,9,8,1920,06:00:00,09:00:00
MT2019,15701399-AUG19-MVS-BUS-Weekday-01,pk,0,3,9,8,3200,06:00:00,09:00:00
MT2019,15701417-AUG19-MVS-BUS-Weekday-01,pk,1,3,3,3,3600,06:00:00,09:00:00
MT2019,15701426-AUG19-MVS-BUS-Weekday-01,pk,1,4,9,7,2100,06:00:00,09:00:00
MT2019,15701431-AUG19-MVS-BUS-Weekday-01,pk,1,3,9,7,2800,06:00:00,09:00:00
MT2019,15701441-AUG19-MVS-BUS-Weekday-01,pk,0,2,2,2,5400,06:00:00,09:00:00
MT2019,15762181-AUG19-MVS-BUS-Weekday-01,pk,1,4,5,5,2700,06:00:00,09:00:00
MT2019,15762182-AUG19-MVS-BUS-Weekday-01,pk,0,2,2,2,5400,06:00:00,09:00:00
MT2019,15762185-AUG19-MVS-BUS-Weekday-01,pk,1,1,5,5,10800,06:00:00,09:00:00
MT2019,15272772-AUG19-MVS-NS-Weekday-01,pk,0,3,3,3,3600,06:00:00,09:00:00
MT2019,15272781-AUG19-MVS-NS-Weekday-01-0000100,op,1,1,1,1,21600,09:00:00,15:00:00
MT2019,15272782-AUG19-MVS-NS-Weekday-01-0000100,op,0,1,1,1,21600,09:00:00,15:00:00
MT2019,15272783-AUG19-MVS-NS-Weekday-01,pk,1,1,1,1,10800,06:00:00,09:00:00
MT2019,15272794-AUG19-MVS-NS-Weekday-01,pk,0,1,1,1,10800,06:00:00,09:00:00
MT2019,15272802-AUG19-MVS-NS-Weekday-01,pk,1,3,3,3,3600,06:00:00,09:00:00
MT2019,15273433-AUG19-MVS-SUB-Weekday-01,pk,0,1,1,1,10800,06:00:00,09:00:00
MT2019,15273437-AUG19-MVS-SUB-Weekday-01,pk,0,4,4,4,2700,06:00:00,09:00:00
MT2019,15273444-AUG19-MVS-SUB-Weekday-01,op,0,2,2,2,10800,09:00:00,15:00:00
MT2019,15273448-AUG19-MVS-SUB-Weekday-01,pk,1,3,3,3,3600,06:00:00,09:00:00
MT2019,15273459-AUG19-MVS-SUB-Weekday-01,pk,0,5,5,5,2160,06:00:00,09:00:00
MT2019,15273471-AUG19-MVS-SUB-Weekday-01,op,1,2,2,2,10800,09:00:00,15:00:00
MT2019,15273473-AUG19-MVS-SUB-Weekday-01,pk,0,4,4,4,2700,06:00:00,09:00:00
MT2019,15273477-AUG19-MVS-SUB-Weekday-01,op,1,1,1,1,21600,09:00:00,15:00:00
MT2019,15273479-AUG19-MVS-SUB-Weekday-01,op,0,4,4,4,5400,09:00:00,15:00:00
MT2019,15273491-AUG19-MVS-SUB-Weekday-01,pk,0,5,5,5,2160,06:00:00,09:00:00
MT2019,15273501-AUG19-MVS-SUB-Weekday-01,pk,0,3,3,3,3600,06:00:00,09:00:00
MT2019,15273511-AUG19-MVS-SUB-Weekday-01,pk,0,4,4,4,2700,06:00:00,09:00:00
MT2019,15273527-AUG19-MVS-SUB-Weekday-01,pk,1,3,9,9,3600,06:00:00,09:00:00
MT2019,15273528-AUG19-MVS-SUB-Weekday-01,pk,1,6,9,9,1800,06:00:00,09:00:00
MT2019,15273541-AUG19-MVS-SUB-Weekday-01,pk,1,4,4,4,2700,06:00:00,09:00:00
MT2019,15273549-AUG19-MVS-SUB-Weekday-01,pk,1,4,4,4,2700,06:00:00,09:00:00
MT2019,15273558-AUG19-MVS-SUB-Weekday-01,pk,0,2,2,2,5400,06:00:00,09:00:00
MT2019,15273564-AUG19-MVS-SUB-Weekday-01,pk,0,7,7,7,1542,06:00:00,09:00:00
MT2019,15273580-AUG19-MVS-SUB-Weekday-01,pk,0,3,3,3,3600,06:00:00,09:00:00
MT2019,15756010-AUG19-MVS-SUB-Weekday-01,pk,1,1,1,1,10800,06:00:00,09:00:00
MT2019,15756011-AUG19-MVS-SUB-Weekday-01,pk,0,2,21,18,4628,06:00:00,09:00:00
MT2019,15756015-AUG19-MVS-SUB-Weekday-01,pk,0,16,21,18,578,06:00:00,09:00:00
MT2019,15756055-AUG19-MVS-SUB-Weekday-01,pk,0,7,7,7,1542,06:00:00,09:00:00
MT2019,15756064-AUG19-MVS-SUB-Weekday-01,pk,0,5,7,7,2160,06:00:00,09:00:00
MT2019,15756076-AUG19-MVS-SUB-Weekday-01,pk,0,2,7,7,5400,06:00:00,09:00:00
MT2019,15756078-AUG19-MVS-SUB-Weekday-01,op,0,6,6,6,3600,09:00:00,15:00:00
MT2019,15756079-AUG19-MVS-SUB-Weekday-01,pk,0,1,5,4,8640,06:00:00,09:00:00
MT2019,15756080-AUG19-MVS-SUB-Weekday-01,pk,0,3,5,4,2880,06:00:00,09:00:00
MT2019,15756088-AUG19-MVS-SUB-Weekday-01,op,1,4,6,6,5400,09:00:00,15:00:00
MT2019,15756090-AUG19-MVS-SUB-Weekday-01,op,1,2,6,6,10800,09:00:00,15:00:00
MT2019,15756100-AUG19-MVS-SUB-Weekday-01,pk,0,2,10,8,4320,06:00:00,09:00:00
MT2019,15756101-AUG19-MVS-SUB-Weekday-01,pk,0,6,10,8,1440,06:00:00,09:00:00
MT2019,15756151-AUG19-MVS-SUB-Weekday-01,pk,1,2,2,2,5400,06:00:00,09:00:00
MT2019,15698378-AUG19-MVS-UM-Weekday-01,pk,0,18,18,18,600,06:00:00,09:00:00
MT2019,15698396-AUG19-MVS-UM-Weekday-01,op,0,18,18,18,1200,09:00:00,15:00:00
MT2019,15698430-AUG19-MVS-UM-Weekday-01,pk,1,21,21,21,514,06:00:00,09:00:00
MT2019,15698451-AUG19-MVS-UM-Weekday-01,op,1,72,72,72,300,09:00:00,15:00:00
MT2019,15698592-AUG19-MVS-UM-Weekday-01,pk,0,21,21,21,514,06:00:00,09:00:00
MT2019,15698613-AUG19-MVS-UM-Weekday-01,op,0,72,72,72,300,09:00:00,15:00:00
MT2019,15699065-AUG19-MVS-UM-Weekday-01,pk,0,12,12,12,900,06:00:00,09:00:00
MT2019,15699077-AUG19-MVS-UM-Weekday-01,op,0,36,36,36,600,09:00:00,15:00:00
MT2019,15699170-AUG19-MVS-UM-Weekday-01,pk,0,12,12,12,900,06:00:00,09:00:00
MT2019,15699182-AUG19-MVS-UM-Weekday-01,op,0,36,36,36,600,09:00:00,15:00:00
MT2019,15699237-AUG19-MVS-UM-Weekday-01,pk,0,6,6,6,1800,06:00:00,09:00:00
MT2019,15699243-AUG19-MVS-UM-Weekday-01,op,0,18,18,18,1200,09:00:00,15:00:00
MT2019,15268942-AUG19-RAIL-Weekday-01,pk,0,18,18,18,600,06:00:00,09:00:00
MT2019,15268958-AUG19-RAIL-Weekday-01,op,0,36,36,36,600,09:00:00,15:00:00
MT2019,15269045-AUG19-RAIL-Weekday-01,pk,1,18,18,18,600,06:00:00,09:00:00
MT2019,15269059-AUG19-RAIL-Weekday-01,op,1,36,36,36,600,09:00:00,15:00:00
MT2019,15420032-AUG19-RAIL-Weekday-01,pk,1,18,18,18,600,06:00:00,09:00:00
MT2019,15420050-AUG19-RAIL-Weekday-01,op,1,36,36,36,600,09:00:00,15:00:00
MT2019,15420134-AUG19-RAIL-Weekday-01,pk,0,18,18,18,600,06:00:00,09:00:00
MT2019,15420152-AUG19-RAIL-Weekday-01,op,0,36,36,36,600,09:00:00,15:00:00
MV2019,201-B-903.0S-0818-20190518-Weekday-04,pk,0,9,9,9,1200,06:00:00,09:00:00
MV2019,202-B-903.0S-1138-20190518-Weekday-04,op,0,3,18,18,7200,09:00:00,15:00:00
MV2019,213-B-903.0S-1358-20190518-Weekday-04,op,0,15,18,18,1440,09:00:00,15:00:00
MV2019,202-B-903.0N-0602-20190518-Weekday-04,pk,1,9,9,9,1200,06:00:00,09:00:00
MV2019,202-B-903.0N-0912-20190518-Weekday-04,op,1,18,18,18,1200,09:00:00,15:00:00
MV2019,031-CT-470.1N-0746-20190518-Weekday-04,pk,1,5,8,7,1890,06:00:00,09:00:00
MV2019,121-RL-484.0N-0632-20190518-Weekday-04,pk,1,4,6,6,2700,06:00:00,09:00:00
MV2019,031-CT-480.1N-0601-20190518-Weekday-04,pk,1,5,11,7,1374,06:00:00,09:00:00
MV2019,115-CT-480.3N-0726-20190518-Weekday-04,pk,1,2,11,7,3436,06:00:00,09:00:00
MV2019,049-RL-476.0N-0616-20190518-Weekday-04,pk,1,4,7,7,2700,06:00:00,09:00:00
MV2019,064-RL-476.1N-0633-20190518-Weekday-04,pk,1,3,7,7,3600,06:00:00,09:00:00
MV2019,043-CN-472.2N-0736-20190518-Weekday-04,pk,1,2,7,5,3857,06:00:00,09:00:00
MV2019,061-RL-472.1N-0623-20190518-Weekday-04,pk,1,3,7,5,2571,06:00:00,09:00:00
MV2019,345-CT-472.2S-1404-20190518-Weekday-04,op,0,1,1,1,21600,09:00:00,15:00:00
MV2019,054-RL-464.2N-0632-20190518-Weekday-04,pk,1,3,10,6,2160,06:00:00,09:00:00
MV2019,037-CN-460.0N-0606-20190518-Weekday-04,pk,1,7,30,30,1542,06:00:00,09:00:00
MV2019,011-CN-460.0N-0652-20190518-Weekday-04,pk,1,23,30,30,469,06:00:00,09:00:00
MV2019,036-RD-460.0N-0921-20190518-Weekday-04,op,1,1,1,1,21600,09:00:00,15:00:00
MV2019,324-CT-460.0S-1451-20190518-Weekday-04,op,0,3,3,3,7200,09:00:00,15:00:00
MV2019,048-RD-489.1S-0639-20190518-Weekday-04,pk,0,3,3,3,3600,06:00:00,09:00:00
MV2019,077-RL-479.0N-0651-20190518-Weekday-04,pk,1,2,2,2,5400,06:00:00,09:00:00
MV2019,080-RL-478.0N-0654-20190518-Weekday-04,pk,1,6,6,6,1800,06:00:00,09:00:00
MV2019,069-CN-470.3N-0627-20190518-Weekday-04,pk,1,2,8,7,4725,06:00:00,09:00:00
MV2019,318-RD-477.1S-1359-20190518-Weekday-04,op,0,1,1,1,21600,09:00:00,15:00:00
MV2019,304-CT-475.3S-1205-20190518-Weekday-04,op,0,3,3,3,7200,09:00:00,15:00:00
MV2019,313-RT-475.3N-1248-20190518-Weekday-04,op,1,4,5,5,5400,09:00:00,15:00:00
MV2019,058-RD-475.0N-0631-20190518-Weekday-04,pk,1,4,4,4,2700,06:00:00,09:00:00
MV2019,046-RT-475.0N-0904-20190518-Weekday-04,op,1,1,5,5,21600,09:00:00,15:00:00
MV2019,311-CN-465.3S-1337-20190518-Weekday-04,op,0,2,11,9,8836,09:00:00,15:00:00
MV2019,306-RL-465.2S-1307-20190518-Weekday-04,op,0,7,11,9,2524,09:00:00,15:00:00
MV2019,032-CN-465.2S-0807-20190518-Weekday-04,pk,0,1,4,4,10800,06:00:00,09:00:00
MV2019,051-RD-465.5S-0717-20190518-Weekday-04,pk,0,3,4,4,3600,06:00:00,09:00:00
MV2019,032-CN-465.0N-0715-20190518-Weekday-04,pk,1,5,11,10,1963,06:00:00,09:00:00
MV2019,103-CN-465.3N-0954-20190518-Weekday-04,op,1,3,12,10,6000,09:00:00,15:00:00
MV2019,301-RL-465.2N-1306-20190518-Weekday-04,op,1,7,12,10,2571,09:00:00,15:00:00
MV2019,103-CN-465.1N-0658-20190518-Weekday-04,pk,1,5,11,10,1963,06:00:00,09:00:00
MV2019,309-RL-444.1N-1231-20190518-Weekday-04,op,1,6,12,12,3600,09:00:00,15:00:00
MV2019,316-S1-421.0E-1333-20190518-Weekday-04,op,0,4,4,4,5400,09:00:00,15:00:00
MV2019,305-MA-440.0S-1148-20190518-Weekday-04,op,0,4,4,4,5400,09:00:00,15:00:00
MV2019,062-S1-426.0N-0659-20190518-Weekday-04,pk,1,5,5,5,2160,06:00:00,09:00:00
MV2019,005-S1-442.1W-0750-20190518-Weekday-04,pk,1,3,3,3,3600,06:00:00,09:00:00
MV2019,310-MA-445.0W-1259-20190518-Weekday-04,op,1,5,5,5,4320,09:00:00,15:00:00
MV2019,012-MA-440.0S-0848-20190518-Weekday-04,pk,0,2,2,2,5400,06:00:00,09:00:00
MV2019,018-RL-444.1S-0736-20190518-Weekday-04,pk,0,5,6,6,2160,06:00:00,09:00:00
MV2019,317-S1-420.0W-1325-20190518-Weekday-04,op,1,6,7,7,3600,09:00:00,15:00:00
MV2019,007-RL-444.1N-0731-20190518-Weekday-04,pk,1,5,6,6,2160,06:00:00,09:00:00
MV2019,022-S1-438.1E-0850-20190518-Weekday-04,pk,0,2,2,2,5400,06:00:00,09:00:00
MV2019,018-RL-444.1S-0936-20190518-Weekday-04,op,0,6,12,12,3600,09:00:00,15:00:00
MV2019,005-S1-442.7E-0627-20190518-Weekday-04,pk,0,1,3,3,10800,06:00:00,09:00:00
MV2019,078-MA-445.0W-0657-20190518-Weekday-04,pk,1,4,5,5,2700,06:00:00,09:00:00
MV2019,312-S1-442.1W-1249-20190518-Weekday-04,op,1,1,6,6,21600,09:00:00,15:00:00
MV2019,317-S1-442.1W-1350-20190518-Weekday-04,op,1,5,6,6,4320,09:00:00,15:00:00
MV2019,308-RL-444.2S-1306-20190518-Weekday-04,op,0,6,12,12,3600,09:00:00,15:00:00
MV2019,022-S1-438.1W-1117-20190518-Weekday-04,op,1,6,6,6,3600,09:00:00,15:00:00
MV2019,078-MA-445.0E-0923-20190518-Weekday-04,op,0,6,6,6,3600,09:00:00,15:00:00
MV2019,308-RL-444.2N-1204-20190518-Weekday-04,op,1,6,12,12,3600,09:00:00,15:00:00
MV2019,041-RL-446.0N-0633-20190518-Weekday-04,pk,1,3,3,3,3600,06:00:00,09:00:00
MV2019,006-S1-420.0E-0743-20190518-Weekday-04,pk,0,2,5,4,4320,06:00:00,09:00:00
MV2019,006-S1-420.0E-0943-20190518-Weekday-04,op,0,5,6,6,4320,09:00:00,15:00:00
MV2019,005-S1-420.1E-1243-20190518-Weekday-04,op,0,1,6,6,21600,09:00:00,15:00:00
MV2019,317-S1-442.1E-1417-20190518-Weekday-04,op,0,6,6,6,3600,09:00:00,15:00:00
MV2019,062-S1-421.0E-0833-20190518-Weekday-04,pk,0,1,1,1,10800,06:00:00,09:00:00
MV2019,056-RA-446.0N-1003-20190518-Weekday-04,op,1,6,6,6,3600,09:00:00,15:00:00
MV2019,006-S1-420.4W-0825-20190518-Weekday-04,pk,1,3,5,4,2880,06:00:00,09:00:00
MV2019,012-MA-445.0E-0723-20190518-Weekday-04,pk,0,2,4,4,5400,06:00:00,09:00:00
MV2019,022-S1-438.1E-0950-20190518-Weekday-04,op,0,6,6,6,3600,09:00:00,15:00:00
MV2019,042-RL-446.1S-0711-20190518-Weekday-04,pk,0,1,5,3,6480,06:00:00,09:00:00
MV2019,053-RL-436.0S-0748-20190518-Weekday-04,pk,0,3,3,3,3600,06:00:00,09:00:00
MV2019,056-RA-446.0S-0909-20190518-Weekday-04,op,0,6,6,6,3600,09:00:00,15:00:00
MV2019,039-RL-444.2S-0806-20190518-Weekday-04,pk,0,1,6,6,10800,06:00:00,09:00:00
MV2019,078-MA-440.0N-0831-20190518-Weekday-04,pk,1,1,5,5,10800,06:00:00,09:00:00
MV2019,305-MA-440.0N-1231-20190518-Weekday-04,op,1,4,4,4,5400,09:00:00,15:00:00
MV2019,062-S1-421.0W-0803-20190518-Weekday-04,pk,1,1,1,1,10800,06:00:00,09:00:00
MV2019,062-S1-421.0W-0903-20190518-Weekday-04,op,1,4,4,4,5400,09:00:00,15:00:00
MV2019,005-S1-442.1E-0817-20190518-Weekday-04,pk,0,2,3,3,5400,06:00:00,09:00:00
MV2019,055-RD-446.2S-0634-20190518-Weekday-04,pk,0,2,5,3,3240,06:00:00,09:00:00
MV2019,029-RL-444.2N-0804-20190518-Weekday-04,pk,1,1,6,6,10800,06:00:00,09:00:00
MV2019,024-RL-440.2N-0729-20190518-Weekday-04,pk,1,4,5,5,2700,06:00:00,09:00:00
MV2019,090-CT-475.3S-0804-20190518-Weekday-04,pk,0,1,1,1,10800,06:00:00,09:00:00
MV2019,107-MA-445.5W-0751-20190518-Weekday-04,pk,1,1,5,5,10800,06:00:00,09:00:00
MV2019,087-RL-464.1N-0652-20190518-Weekday-04,pk,1,3,10,6,2160,06:00:00,09:00:00
MV2019,022-S1-438.1W-0712-20190518-Weekday-04,pk,1,2,2,2,5400,06:00:00,09:00:00
MV2019,114-RD-484.1N-0632-20190518-Weekday-04,pk,1,2,6,6,5400,06:00:00,09:00:00
MV2019,339-CT-491.1N-1122-20190518-Weekday-04,op,1,1,1,1,21600,09:00:00,15:00:00
MV2019,016-CT-491.0S-0700-20190518-Weekday-04,pk,0,2,3,3,5400,06:00:00,09:00:00
MV2019,060-CT-491.3S-0821-20190518-Weekday-04,pk,0,1,3,3,10800,06:00:00,09:00:00
MV2019,059-CT-493.0N-0630-20190518-Weekday-04,pk,1,4,4,4,2700,06:00:00,09:00:00
MV2019,951--411.0N-0919-20190518-Weekday-04,op,1,4,4,4,5400,09:00:00,15:00:00
MV2019,951--411.0S-0938-20190518-Weekday-04,op,0,4,4,4,5400,09:00:00,15:00:00
MV2019,415-CT-493.0S-1431-20190518-Weekday-04,op,0,1,1,1,21600,09:00:00,15:00:00
MV2019,010-CT-493.0S-0644-20190518-Weekday-04,pk,0,1,1,1,10800,06:00:00,09:00:00
MV2019,251-S2-497.2W-0640-20190518-Weekday-04,pk,1,3,3,3,3600,06:00:00,09:00:00
MV2019,250-S2-497.2W-0940-20190518-Weekday-04,op,1,6,6,6,3600,09:00:00,15:00:00
MV2019,250-S2-497.2E-0601-20190518-Weekday-04,pk,0,3,3,3,3600,06:00:00,09:00:00
MV2019,251-S2-497.2E-0901-20190518-Weekday-04,op,0,6,6,6,3600,09:00:00,15:00:00
MV2019,251-S2-499.1W-0611-20190518-Weekday-04,pk,1,3,3,3,3600,06:00:00,09:00:00
MV2019,250-S2-499.1W-1311-20190518-Weekday-04,op,1,1,6,6,21600,09:00:00,15:00:00
MV2019,250-S2-499.0W-0906-20190518-Weekday-04,op,1,5,6,6,4320,09:00:00,15:00:00
MV2019,250-S2-499.1E-0640-20190518-Weekday-04,pk,0,2,3,3,5400,06:00:00,09:00:00
MV2019,250-S2-499.0E-0840-20190518-Weekday-04,pk,0,1,3,3,10800,06:00:00,09:00:00
MV2019,251-S2-499.0E-0940-20190518-Weekday-04,op,0,5,6,6,4320,09:00:00,15:00:00
MV2019,250-S2-499.1E-1240-20190518-Weekday-04,op,0,1,6,6,21600,09:00:00,15:00:00
MV2019,120-RL-495.1E-0616-20190518-Weekday-04,pk,0,1,3,3,10800,06:00:00,09:00:00
MV2019,119-RL-495.2E-0740-20190518-Weekday-04,pk,0,2,3,3,5400,06:00:00,09:00:00
MV2019,119-RL-495.0E-0936-20190518-Weekday-04,op,0,4,6,6,5400,09:00:00,15:00:00
MV2019,333-RL-495.2E-1340-20190518-Weekday-04,op,0,2,6,6,10800,09:00:00,15:00:00
MV2019,119-RL-495.2W-0652-20190518-Weekday-04,pk,1,2,3,3,5400,06:00:00,09:00:00
MV2019,119-RL-495.0W-0859-20190518-Weekday-04,pk,1,1,3,3,10800,06:00:00,09:00:00
MV2019,120-RL-495.0W-0959-20190518-Weekday-04,op,1,4,6,6,5400,09:00:00,15:00:00
MV2019,333-RL-495.2W-1252-20190518-Weekday-04,op,1,2,6,6,10800,09:00:00,15:00:00
MV2019,005-S1-420.3W-1340-20190518-Weekday-04,op,1,1,7,7,21600,09:00:00,15:00:00
MV2019,001-S1-420.3E-0705-20190518-Weekday-04,pk,0,2,5,4,4320,06:00:00,09:00:00
MV2019,001-S1-420.3W-0742-20190518-Weekday-04,pk,1,1,5,4,8640,06:00:00,09:00:00
MV2019,022-S1-445.2E-0636-20190518-Weekday-04,pk,0,2,4,4,5400,06:00:00,09:00:00
MV2019,112-CT-490.9N-0800-20190518-Weekday-04,pk,1,2,9,4,2400,06:00:00,09:00:00
MV2019,111-CT-490.7N-0827-20190518-Weekday-04,pk,1,2,9,4,2400,06:00:00,09:00:00
MV2019,339-CT-490.8S-1245-20190518-Weekday-04,op,0,1,1,1,21600,09:00:00,15:00:00
MV2019,071-RD-477.5N-0652-20190518-Weekday-04,pk,1,3,15,11,2640,06:00:00,09:00:00
MV2019,094-RT-477.0N-0703-20190518-Weekday-04,pk,1,8,15,11,989,06:00:00,09:00:00
MV2019,031-CT-470.1N-0746-20190914-Weekday-03,pk,1,5,8,7,1890,06:00:00,09:00:00
MV2019,121-RL-484.0N-0632-20190914-Weekday-03,pk,1,4,6,6,2700,06:00:00,09:00:00
MV2019,031-CT-480.1N-0601-20190914-Weekday-03,pk,1,5,11,7,1374,06:00:00,09:00:00
MV2019,115-CT-480.3N-0726-20190914-Weekday-03,pk,1,2,11,7,3436,06:00:00,09:00:00
MV2019,049-RL-476.0N-0616-20190914-Weekday-03,pk,1,4,7,7,2700,06:00:00,09:00:00
MV2019,064-RL-476.1N-0633-20190914-Weekday-03,pk,1,3,7,7,3600,06:00:00,09:00:00
MV2019,043-CN-472.2N-0736-20190914-Weekday-03,pk,1,2,7,5,3857,06:00:00,09:00:00
MV2019,061-RL-472.1N-0623-20190914-Weekday-03,pk,1,3,7,5,2571,06:00:00,09:00:00
MV2019,345-CT-472.2S-1404-20190914-Weekday-03,op,0,1,1,1,21600,09:00:00,15:00:00
MV2019,054-RL-464.2N-0632-20190914-Weekday-03,pk,1,3,10,6,2160,06:00:00,09:00:00
